MANDT,MATNR,WERKS,PSTAT,LVORM,BWTTY,XCHAR,MMSTA,MMSTD,MAABC,KZKRI,EKGRP,AUSME,DISPR,DISMM,DISPO,KZDIE,PLIFZ,WEBAZ,PERKZ,AUSSS,DISLS,BESKZ,SOBSL,MINBE,EISBE,BSTMI,BSTMA,BSTFE,BSTRF,MABST,LOSFX,SBDKZ,LAGPR,ALTSL,KZAUS,AUSDT,NFMAT,KZBED,MISKZ,FHORI,PFREI,FFREI,RGEKZ,FEVOR,BEARZ,RUEZT,TRANZ,BASMG,DZEIT,MAXLZ,LZEIH,KZPRO,GPMKZ,UEETO,UEETK,UNETO,WZEIT,ATPKZ,VZUSL,HERBL,INSMK,SPROZ,QUAZT,SSQSS,MPDAU,KZPPV,KZDKZ,WSTGH,PRFRQ,NKMPR,UMLMC,LADGR,XCHPF,USEQU,LGRAD,AUFTL,PLVAR,OTYPE,OBJID,MTVFP,PERIV,KZKFK,VRVEZ,VBAMG,VBEAZ,LIZYK,BWSCL,KAUTB,KORDB,STAWN,HERKL,HERKR,EXPME,MTVER,PRCTR,TRAME,MRPPP,SAUFT,FXHOR,VRMOD,VINT1,VINT2,VERKZ,STLAL,STLAN,PLNNR,APLAL,LOSGR,SOBSK,FRTME,LGPRO,DISGR,KAUSF,QZGTP,QMATV,TAKZT,RWPRO,COPAM,ABCIN,AWSLS,SERNP,CUOBJ,STDPD,SFEPR,XMCNG,QSSYS,LFRHY,RDPRF,VRBMT,VRBWK,VRBDT,VRBFK,AUTRU,PREFE,PRENC,PRENO,PREND,PRENE,PRENG,ITARK,SERVG,KZKUP,STRGR,CUOBV,LGFSB,SCHGT,CCFIX,EPRIO,QMATA,RESVP,PLNTY,UOMGR,UMRSL,ABFAC,SFCPF,SHFLG,SHZET,MDACH,KZECH,MEGRU,MFRGR,VKUMC,VKTRW,KZAGL,FVIDK,FXPRU,LOGGR,FPRFM,GLGMG,VKGLG,INDUS,MOWNR,MOGRU,CASNR,GPNUM,STEUC,FABKZ,MATGR,VSPVB,DPLFS,DPLPU,DPLHO,MINLS,MAXLS,FIXLS,LTINC,COMPL,CONVT,SHPRO,AHDIS,DIBER,KZPSP,OCMPF,APOKZ,MCRUE,LFMON,LFGJA,EISLO,NCOST,ROTATION_DATE,UCHKZ,UCMAT,BWESB,SGT_COVS,SGT_STATC,SGT_SCOPE,SGT_MRPSI,SGT_PRCM,SGT_CHINT,SGT_STK_PRT,SGT_DEFSC,SGT_MRP_ATP_STATUS,SGT_MMSTD,FSH_MG_ARUN_REQ,FSH_SEAIM,FSH_VAR_GROUP,FSH_KZECH,FSH_CALENDAR_GROUP,PPSKZ,PPS_STRATEGY,PPS_PLANNING_TYPE,PPS_HEUR_ID,PPS_FIXPEG,PPS_PEG_STRATEGY,PPS_GRPRT,PPS_GIPRT,PPS_CONHAP,PPS_HUNIT,PPS_CONHAP_OUT,PPS_HUNIT_OUT,PPS_ATPCHECK,PPS_PEG_FUT_AL,PPS_PEG_PAST_AL,/SAPMP/TOLPRPL,/SAPMP/TOLPRMI,/SIE/SF_LO_LEAD_MDM,/VSO/R_PKGRP,/VSO/R_LANE_NUM,/VSO/R_PAL_VEND,/VSO/R_FORK_DIR,IUID_RELEVANT,IUID_TYPE,UID_IEA,CONS_PROCG,GI_PR_TIME,MULTIPLE_EKGRP,REF_SCHEMA,MIN_TROC,MAX_TROC,TARGET_STOCK,ZZLOGMOD,ZZMAXYZ,ZZMAABC,ZZWBZU,ZZMTART,/SIE/DUMMYBATCH,/SIE/ASSEMBLY,/SIE/QMTEXT,/SIE/PG1I_SOPREL,/SIE/PG1I_GRMDW,PPCOD,ZAPOREL,FMGRP,LT_AUTOMATICO,COTA,ZZWZEIT,ZZMMSTA,/SIE/SSG_IBIND,STOCKTYPE,YYKNOWLEDGE,YYUSSTATUS,YYROHSCOD,YYROHSDAT,YYPUL,YYMINIMAL,YYLKZ_DEFINITE,YYSET,YYUZ_SIT,ZZDADATE,ZZDATIME,GLCOMMITTIME,LAST_UPDATED
500,MAT-003321,PLNT-11,VELBDSQ,,,,LC,20250902,X,,BXS,,,Y0,2883d5232fcc,,0,0,M,0.00,Y1,X,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,,,,,00000000,,,,B01,,,,,0.00,0.00,0.00,0.000,0,0,,,,0.0,,0.0,0,,0.00,,,0.0,0,,0,,,0,0,00000000,0.000,0000,,,0.0,,,,00000000,KP,,,0.00,0.000,0.00,,,,,,IE,,,,PC-0716,0.000,,,000,,000,000,,,,,,0.000,,,,B901,0.00,,,0,,,,,,000000000000000000,,,,,,,,,00000000,0.00,,,,,00000000,,00000000,,,,,000000000000000000,,,,,,0,,,,0.0,,,00,,,,,0.00,0.00,,,,,,0.000,0.00,00,,,,,39231090,,,,,,0,0.000,0.000,0.000,0.000,00,,,,,,,,,12,2025,0.000,,,,,0.000,,,,,,,,,,00000000,,,,,,,,,,,00,0,0,0.000,,0.000,,,0,0,0.0,0.0,,,,,,,,,,0,,,000,000,0.000,,,,0,,,,,,,,,,,,0,,,,,,,00000000,,,,,,20250902,190637,2025-09-02 19:06:46.238,2025-09-02 19:07:05.806
500,MAT-003345,PLNT-41,DELB,,,,LC,20240816,,,7EF,,,ND,f215faf9d88b,,10,0,M,0.00,,F,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,,,,,00000000,,,,,,,,,0.00,0.00,0.00,0.000,0,0,,,,0.0,,0.0,0,,0.00,,,0.0,0,,0,,,0,0,00000000,0.000,,,,0.0,,,,00000000,Y2,,,0.00,0.000,0.00,,,X,,,BR,,,,PC-0455,0.000,,,000,,000,000,,,,,,0.000,,,U900,,0.00,,,0,,,,,,000000000000000000,,,,,,,,,00000000,0.00,,,,,00000000,,00000000,,,,,000000000000000000,U900,,,,,0,,,,0.0,,,00,,,,,0.00,0.00,,,,,,0.000,0.00,00,,,,,84818019,,,,,,0,0.000,0.000,0.000,0.000,00,,,,,,,,,05,2025,0.000,,,,,0.000,,,,,,,,,,00000000,,,,,,,,,,,00,0,0,0.000,,0.000,,,0,0,0.0,0.0,,,,,,,,,,0,,,000,000,0.000,,,,0,,,,,,,,,,,,0,,,,,,,00000000,,,,,,20250205,192134,2025-02-05 19:23:08.512,2025-02-05 19:36:52.848
500,MAT-002193,PLNT-35,VELBGDPS,,,,LB,20260206,,,BDI,,SERV,YA,3b018408f9ef,,63,2,M,0.00,EX,F,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,,,,,00000000,,,,B04,,,,,0.00,0.00,0.00,0.000,0,0,,,,0.0,,0.0,0,,0.00,,X,0.0,0,,0,,,0,0,00000000,0.000,0000,,,0.0,,,,00000000,Y2,,,0.00,0.000,0.00,,,X,,,CZ,,,,PC-0192,0.000,,,000,,000,000,,,,,,1.000,,,DR00,,0.00,,,0,,,,,,000000000000000000,,,,,,,,,00000000,0.00,,,,,00000000,,00000000,,,,Y8,000000000000000000,DR00,,,,,0,,,,0.0,,,00,,,,,0.00,0.00,,,,,,0.000,0.00,00,,,,,85362000,,,,,,0,0.000,0.000,0.000,0.000,00,,,,,,,,,06,2026,0.000,X,,,,0.000,,,,,,,,,,00000000,,,,,,,,,,,00,0,0,0.000,,0.000,,,0,0,0.0,0.0,,,,,,,,,,0,,,000,000,0.000,,,,0,,,,,,,,,,,,0,,,,,,,00000000,,,,,,20260303,205835,2026-03-03 21:01:36.447,2026-03-03 21:07:07.863
500,MAT-000162,PLNT-12,VELBGDSQ,,Q,X,LC,20250408,,,BMI,,,ND,f215faf9d88b,,0,0,M,0.00,,X,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,,,,,00000000,,,,,,,,,0.00,0.00,0.00,0.000,0,0,,,,0.0,,0.0,0,,0.00,,,0.0,0,,0,,,0,0,00000000,0.000,0000,,,0.0,,,,00000000,Y2,,,0.00,0.000,0.00,,,,,,DE,,,,P80124000,0.000,,,000,,000,000,,,,,,1.000,,,,,0.00,,,0,,,,,,000000000000000000,,,,,,,,,00000000,0.00,,,,,00000000,,00000000,,,,,000000000000000000,,,,,,0,,,,0.0,,,00,,,,,0.00,0.00,,,,,,0.000,0.00,00,,,,,85371090,,,,,,0,0.000,0.000,0.000,0.000,00,,,,,,,,,07,2025,0.000,X,,,,0.000,,,,,,,,,,00000000,,,,,,,,,,,00,0,0,0.000,,0.000,,,0,0,0.0,0.0,,,,,,,,,,0,,,000,000,0.000,,,,0,,,,,,,,,,,,0,,,,,,,00000000,,,,,,20250408,114519,2025-04-08 11:52:17.769,2025-04-08 12:07:34.831
500,MAT-001128,PLNT-32,VELBGDPAS,,Q,X,CO,20260122,C,,BDI,,SERV,YA,4af9cb254d45,,63,2,M,0.00,EX,F,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,,,,,00000000,,,,B04,,,,,0.00,0.00,0.00,0.000,0,0,,,,0.0,,0.0,0,,0.00,,,0.0,0,,0,,,0,0,00000000,0.000,0000,,,0.0,,,,00000000,Y2,,,0.00,0.000,0.00,,,X,,85049099,DE,,,,PC-0212,0.000,,,000,1,022,000,,,,,,1.000,,,DS00,,0.00,,,0,,,C,,ZB89,000000000000000000,,,,,,,,,00000000,0.00,,,,,00000000,,00000000,,,,Y8,000000000000000000,DS00,,,,,0,,,,0.0,,,00,,,,,0.00,0.00,,,,,,0.000,0.00,00,,,,,85363090,,,,,,0,0.000,0.000,0.000,0.000,00,,,,,,,,,04,2026,0.000,X,,,,0.000,,,,,,,,,,00000000,,,,,,,,,,,00,0,0,0.000,,0.000,,,0,0,0.0,0.0,,,,,,,,,,0,,,000,000,0.000,,,,0,,,,,,,,,,,,0,,,,,,,00000000,,,,,,20260122,143744,2026-01-22 14:38:06.317,2026-01-22 15:08:27.089
500,MAT-000197,PLNT-21,VELBGDSQ,,,,LC,20250411,,,BMI,,,ND,f215faf9d88b,,0,5,M,0.00,,X,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,,,,,00000000,,,,,,,,,0.00,0.00,0.00,0.000,0,0,,,,0.0,,0.0,0,,0.00,,,0.0,0,,0,,,0,0,00000000,0.000,0000,,,0.0,,,,00000000,Y2,,,0.00,0.000,0.00,,,,,,KR,,,,P80114000,0.000,,,000,,000,000,,,,,,1.000,,,,,0.00,,,0,,,,,,000000000000000000,,,,,,,,,00000000,0.00,,,,,00000000,,00000000,,,,,000000000000000000,,,,,,0,,,,0.0,,,00,,,,,0.00,0.00,,,,,,0.000,0.00,00,,,,,85444200,,,,,,0,0.000,0.000,0.000,0.000,00,,,,,,,,,07,2025,0.000,X,,,,0.000,,,,,,,,,,00000000,,,,,,,,,,,00,0,0,0.000,,0.000,,,0,0,0.0,0.0,,,,,,,,,,0,,,000,000,0.000,,,,0,,,,,,,,,,,,0,,,,,,,00000000,,,,,,20250411,205430,2025-04-11 20:55:52.058,2025-04-11 21:07:06.520
500,MAT-002314,PLNT-37,DEALBSVG,,,,LC,20240520,,,7D0,,BSOP,Y0,d65330cfa5b7,,30,2,M,0.00,Y1,E,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,,,,,00000000,,,,B04,,,1,,0.00,0.00,0.00,0.000,0,0,,,,0.0,,0.0,0,,0.00,,,0.0,0,,0,,,0,0,00000000,0.000,0000,,,0.0,,,,00000000,Y2,,,0.00,0.000,0.00,,,,,,BR,,,,PC-0086,0.000,,,000,1,022,000,,,,,,1.000,,,EV00,BE01,0.00,,,0,,,,,,000000000000000000,,,,,,,,,00000000,0.00,,,,,00000000,,00000000,,,,,000000000000000000,EV00,,,,,0,,,,0.0,,,00,,,,,0.00,0.00,,,,,,0.000,0.00,00,,,,,85176259,,,,,,0,0.000,0.000,0.000,0.000,00,,,,,,,,,04,2025,0.000,,,,,0.000,,,,,,,,,,00000000,,,,,,,,,,,00,0,0,0.000,,0.000,,,0,0,0.0,0.0,,,,,,,,,,0,,,000,000,0.000,,,,0,,,,,,,,,,,,0,,,,,,,00000000,,,,,,20250121,204142,2025-01-21 20:41:56.509,2025-01-21 21:06:55.822
500,MAT-002417,PLNT-37,DEALBSVG,,,,LC,20251031,,,7D0,,BSOP,Y0,d65330cfa5b7,,30,2,M,0.00,Y1,E,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,,,,,00000000,,,,B04,,,1,,0.00,0.00,0.00,0.000,0,0,,,,0.0,,0.0,0,,0.00,,,0.0,0,,0,,,0,0,00000000,0.000,0000,,,0.0,,,,00000000,Y2,,,0.00,0.000,0.00,,,,,,BR,,,,PC-0086,0.000,,,000,1,022,000,,,,,,1.000,,,EV00,BE01,0.00,,,0,,,,,,000000000000000000,,,,,,,,,00000000,0.00,,,,,00000000,,00000000,,,,,000000000000000000,EV00,,,,,0,,,,0.0,,,00,,,,,0.00,0.00,,,,,,0.000,0.00,00,,,,,85176259,,,,,,0,0.000,0.000,0.000,0.000,00,,,,,,,,,01,2026,0.000,,,,,0.000,,,,,,,,,,00000000,,,,,,,,,,,00,0,0,0.000,,0.000,,,0,0,0.0,0.0,,,,,,,,,,0,,,000,000,0.000,,,,0,,,,,,,,,,,,0,,,,,,,00000000,,,,,,20251031,144505,2025-10-31 14:47:35.501,2025-10-31 15:06:36.529
500,MAT-000985,PLNT-31,EBVG,,,,LC,20241202,,,BDH,,,,f215faf9d88b,,0,5,M,0.00,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,,,,,00000000,,,,,,,,,0.00,0.00,0.00,0.000,0,0,,,,0.0,,0.0,0,,0.00,,,0.0,0,,0,,,0,0,00000000,0.000,0000,,,0.0,,,,00000000,Y2,,,0.00,0.000,0.00,,,X,,,DE,,,,PC-0209,0.000,,,000,,000,000,,,,,,1.000,,,,,0.00,,,0,,,,,,000000000000000000,,,,,,,,,00000000,0.00,,,,,00000000,,00000000,,,,,000000000000000000,,,,,,0,,,,0.0,,,00,,,,,0.00,0.00,,,,,,0.000,0.00,00,,,,,111032100,,,,,,0,0.000,0.000,0.000,0.000,00,,,,,,,,,12,2025,0.000,X,,,,0.000,,,,,,,,,,00000000,,,,,,,,,,,00,0,0,0.000,,0.000,,,0,0,0.0,0.0,,,,,,,,,,0,,,000,000,0.000,,,,0,,,,,,,,,,,,0,,,,,,,00000000,,,,,,20250908,100159,2025-09-08 10:02:16.257,2025-09-08 10:07:21.932
500,MAT-001988,PLNT-36,VELBGDAS,,,,LB,20181031,,,BE9,,,Y0,b19fc0d89407,,0,3,M,0.00,EX,X,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,1,,,,00000000,,,,B04,,,,,0.00,0.00,0.00,0.000,0,0,,,,0.0,,0.0,0,,0.00,,,0.0,0,,0,,,0,0,00000000,0.000,0000,,,0.0,,,,00000000,Y2,,,0.00,0.000,0.00,,,,,,BR,,,,PC-0076,0.000,,,000,,000,000,,,,,,1.000,,,EV00,,0.00,,,0,,,,,,000000000000000000,,,,,,,,,00000000,0.00,,,,,00000000,,00000000,,,,Y3,000000000000000000,EV00,,,,,0,,,,0.0,,,00,,,,,0.00,0.00,,,,,,0.000,0.00,00,,,,,85372090,,,,,,0,0.000,0.000,0.000,0.000,00,,,,,,,,,03,2026,0.000,,,,,0.000,,,,,,,,,,00000000,,,,,,,,,,,00,0,0,0.000,,0.000,,,0,0,0.0,0.0,,,,,,,,,,0,,,000,000,0.000,,,,0,,,,,,,,,,,,0,,,,,,,00000000,,,,,,20251201,133806,2025-12-01 13:41:23.478,2025-12-01 14:07:19.941
500,MAT-000547,PLNT-20,VELBGDSQ,,,,LC,20251013,,,BMI,,,ND,f215faf9d88b,,0,5,M,0.00,,X,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,,,,,00000000,,,,,,,,,0.00,0.00,0.00,0.000,0,0,,,,0.0,,0.0,0,,0.00,,,0.0,0,,0,,,0,0,00000000,0.000,0000,,,0.0,,,,00000000,Y2,,,0.00,0.000,0.00,,,,,,KR,,,,P80212000,0.000,,,000,,000,000,,,,,,1.000,,,,,0.00,,,0,,,,,,000000000000000000,,,,,,,,,00000000,0.00,,,,,00000000,,00000000,,,,,000000000000000000,,,,,,0,,,,0.0,,,00,,,,,0.00,0.00,,,,,,0.000,0.00,00,,,,,90181210,,,,,,0,0.000,0.000,0.000,0.000,00,,,,,,,,,01,2026,0.000,X,,,,0.000,,,,,,,,,,00000000,,,,,,,,,,,00,0,0,0.000,,0.000,,,0,0,0.0,0.0,,,,,,,,,,0,,,000,000,0.000,,,,0,,,,,,,,,,,,0,,,,,,,00000000,,,,,,20251013,164156,2025-10-13 16:45:38.526,2025-10-13 17:06:49.040
500,MAT-000173,PLNT-12,VELBGDSQ,,Q,X,LC,20250122,,,BMI,,,ND,f215faf9d88b,,0,0,M,0.00,,X,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,,,,,00000000,,,,,,,,,0.00,0.00,0.00,0.000,0,0,,,,0.0,,0.0,0,,0.00,,,0.0,0,,0,,,0,0,00000000,0.000,0000,,,0.0,,,,00000000,Y2,,,0.00,0.000,0.00,,,,,,CZ,,,,P80121000,0.000,,,000,,000,000,,,,,,1.000,,,,,0.00,,,0,,,,,,000000000000000000,,,,,,,,,00000000,0.00,,,,,00000000,,00000000,,,,,000000000000000000,,,,,,0,,,,0.0,,,00,,,,,0.00,0.00,,,,,,0.000,0.00,00,,,,,85365090,,,,,,0,0.000,0.000,0.000,0.000,00,,,,,,,,,04,2025,0.000,X,,,,0.000,,,,,,,,,,00000000,,,,,,,,,,,00,0,0,0.000,,0.000,,,0,0,0.0,0.0,,,,,,,,,,0,,,000,000,0.000,,,,0,,,,,,,,,,,,0,,,,,,,00000000,,,,,,20250122,165301,2025-01-22 16:54:04.448,2025-01-22 17:07:09.533
500,MAT-002988,PLNT-39,VELBGDS,,,,LC,20250819,,,ALP,,DPJM,Y0,1991ed41ce6d,,30,1,M,0.00,TB,F,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,1,,,,00000000,,,,B04,,,,,0.00,0.00,0.00,0.000,0,0,,,,0.0,,0.0,0,,0.00,,,0.0,0,,0,,,0,0,00000000,0.000,0000,,,0.0,,,,00000000,Y2,,,0.00,0.000,0.00,,,,,,BR,,,,PC-0159,0.000,,,000,,000,000,,,,,,1.000,,,D900,,0.00,,,0,,,,,,000000000000000000,,,,,,,,,00000000,0.00,,,,,00000000,,00000000,,,,Y0,000000000000000000,D900,,,,,0,,,,0.0,,,00,,,,,0.00,0.00,,,,,,0.000,0.00,00,,,,,85447010,,,,,,0,0.000,0.000,0.000,0.000,00,,,,,,,,,11,2025,0.000,X,,,,0.000,,,,,,,,,,00000000,,,,,,,,,,,00,0,0,0.000,,0.000,,,0,0,0.0,0.0,,,,,,,,,,0,,,000,000,0.000,,,,0,,,,,,,,,,,,0,,,,,,,00000000,,,,,,20250819,130328,2025-08-19 13:05:17.006,2025-08-19 13:09:50.705
500,MAT-000266,PLNT-16,VELBGDSQ,,,X,LC,20250427,A,,SRQ,,,ND,ea778aac7d00,,12,0,M,0.00,HB,F,,0.000,0.000,0.000,0.000,0.000,1.000,4.000,0.00,,,,,00000000,,,,B00,,,,,0.00,0.00,0.00,0.000,0,0,,,,0.0,,0.0,0,,0.00,,,0.0,0,,0,,,0,0,00000000,0.000,SCNR,X,,0.0,,,,00000000,Y2,,,0.00,0.000,0.00,,,X,,,BR,,,,P80502306,0.000,,,000,,000,000,,,,,,1.000,,,,,0.00,,X,0,,,,,,000000000000000000,,,,,,,,,00000000,0.00,,,,,00000000,,00000000,,,,,000000000000000000,M914,,,,,0,,,,0.0,,,00,,,,,0.00,0.00,,,,,,0.000,0.00,00,,,,,38221990,,,,,,0,0.000,0.000,0.000,0.000,00,,,,,,,,,07,2025,0.000,,,,,0.000,,,,,,,,,,00000000,,,,,,,,,,,00,0,0,0.000,,0.000,,,0,0,0.0,0.0,,,,,,,,,,0,,,000,000,0.000,,,,0,,,,,,,,,,,,0,,,,,,,00000000,,,,,,20250427,150114,2025-04-27 15:01:39.310,2025-04-28 07:34:30.592
500,MAT-001665,PLNT-46,DEALBSVPG,,,,LC,20250613,,,BDB,,MTOP,YA,3302ead2362d,,22,5,M,0.00,Y3,F,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,,,,,00000000,,,,B04,,,,,0.00,0.00,0.00,0.000,0,0,,,,0.0,,0.0,0,,0.00,,X,0.0,0,,0,,,0,0,00000000,0.000,0000,,,0.0,,,,00000000,Y2,,,0.00,0.000,0.00,,,X,,,DE,,,,PC-0232,0.000,,,000,,000,000,,,,,,1.000,,,D900,,0.00,,,0,,,,,,000000000000000000,,,,,,,,,00000000,0.00,,,,,00000000,,00000000,,,,Y8,000000000000000000,D900,,,,,0,,,,0.0,,,00,,,,DE-A-SC,0.00,0.00,,,,,,0.000,0.00,00,,,,,85176259,,,,,,0,0.000,0.000,0.000,0.000,00,,,,,,,,,02,2025,0.000,,,,,0.000,,,,,,,,,,00000000,,,,,,,,,,,00,0,0,0.000,,0.000,,,0,0,0.0,0.0,,,,,,,,,,0,,,000,000,0.000,,,,0,,,,,,,028,,,,4406,0,,,,,,,00000000,,,,,,20260106,161153,2026-01-06 16:11:59.050,2026-01-06 16:36:41.840
500,MAT-000544,PLNT-20,VELBGDSQ,,,,LC,20251021,,,BMI,,,ND,f215faf9d88b,,0,5,M,0.00,,X,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,,,,,00000000,,,,,,,,,0.00,0.00,0.00,0.000,0,0,,,,0.0,,0.0,0,,0.00,,,0.0,0,,0,,,0,0,00000000,0.000,0000,,,0.0,,,,00000000,Y2,,,0.00,0.000,0.00,,,,,,US,,,,P80212000,0.000,,,000,,000,000,,,,,,1.000,,,,,0.00,,,0,,,,,ZDE2,000000000000000000,,,,,,,,,00000000,0.00,,,,,00000000,,00000000,,,,,000000000000000000,,,,,,0,,,,0.0,,,00,,,,,0.00,0.00,,,,,,0.000,0.00,00,,,,,49019900,,,,,,0,0.000,0.000,0.000,0.000,00,,,,,,,,,01,2026,0.000,X,,,,0.000,,,,,,,,,,00000000,,,,,,,,,,,00,0,0,0.000,,0.000,,,0,0,0.0,0.0,,,,,,,,,,0,,,000,000,0.000,,,,0,,,,,,,,,,,,0,,,,,,,00000000,,,,,,20251021,104308,2025-10-21 10:44:49.896,2025-10-21 11:08:09.153
500,MAT-000277,PLNT-16,VELBGDSQ,,,,LC,20251105,A,,SRQ,,,ND,ea778aac7d00,,12,0,M,0.00,HB,X,,0.000,0.000,0.000,0.000,0.000,1.000,4.000,0.00,,,,,00000000,,,,B00,,,,,0.00,0.00,0.00,0.000,0,0,10,,,0.0,,0.0,0,,0.00,,,0.0,0,,0,,,0,0,00000000,0.000,SCNR,,,0.0,,,,00000000,Y2,,,0.00,0.000,0.00,,,X,,,BR,,,,P80502308,0.000,,,000,,000,000,,,,,,1.000,,,,,0.00,,X,0,,,,,,000000000000000000,,,,,,,,,00000000,0.00,,,,,00000000,,00000000,,,,,000000000000000000,,,,,,0,,,,0.0,,,00,,,,,0.00,0.00,,,,,,0.000,0.00,00,,,,,39191010,,,,,,0,0.000,0.000,0.000,0.000,00,,,,,,,,,02,2026,0.000,,,,,0.000,,,,,,,,,,00000000,,,,,,,,,,,00,0,0,0.000,,0.000,,,0,0,0.0,0.0,,,,,,,,,,0,,,000,000,0.000,,,,0,,,,,,,,,,,,0,,,,,,,00000000,,,,,,20251105,101234,2025-11-05 10:16:10.533,2025-11-05 10:37:48.550
500,MAT-000333,PLNT-10,VELBGDSQ,,Q,X,LB,20241029,X,,BXS,,,Y0,caa0e2dab3d4,,0,0,M,0.00,Y1,F,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,,,,,00000000,,,,B01,,,,,0.00,0.00,0.00,0.000,0,0,,,,0.0,,0.0,0,,0.00,,,0.0,0,,0,,,0,0,00000000,0.000,0002,,,0.0,,,,00000000,Y2,,,0.00,0.000,0.00,,,,,,DE,,,,PC-0716,0.000,,,000,,000,000,,,,,,1.000,,,,B901,0.00,,,0,,,,,,000000000000000000,,,,,,,,,00000000,0.00,,,,,00000000,,00000000,,,,,000000000000000000,,,,,,0,,,,0.0,,,00,,,,,0.00,0.00,,,,,,0.000,0.00,00,,,,,85249100,,,,,,0,0.000,0.000,0.000,0.000,00,,,,,,,,,01,2025,0.000,X,,,,0.000,,,,,,,,,,00000000,,,,,,,,,,,00,0,0,0.000,,0.000,,,0,0,0.0,0.0,,,,,,,,,,0,,,000,000,0.000,,,,0,,,,,,,,,,,,0,,,,,,,00000000,,,,,,20241029,205016,2024-10-29 20:51:15.288,2024-10-29 21:13:02.681
500,MAT-002643,PLNT-36,ELBGDSQ,,,,LC,20251114,C,,7EL,,,Y0,386171eacfe3,,75,3,M,0.00,YB,F,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,2,,,,00000000,,,,B04,,,,,0.00,0.00,0.00,0.000,0,0,,,,0.0,,0.0,0,,0.00,,,0.0,0,,0,,,0,0,00000000,0.000,,,,0.0,,,,00000000,Y2,,,0.00,0.000,0.00,,,,X,85359000,DE,BE,,,PC-0076,0.000,,,000,,000,000,,,,,,1000.000,,,EM00,BEXX,0.00,,,0,,,A,,,000000000000000000,,,,,,,,,00000000,0.00,,,,,00000000,,00000000,,,,,000000000000000000,EM00,,,,,0,,,,0.0,,,00,,,,,0.00,0.00,,,,,,0.000,0.00,00,,,,,85353018,,,,,,0,0.000,0.000,0.000,0.000,00,,,,,,,,,02,2026,0.000,,,,,0.000,,,,,,,,,,00000000,,,,,,,,,,,00,0,0,0.000,,0.000,,,0,0,0.0,0.0,,,,,,,,,,0,,,000,000,0.000,,,,0,,,,,,,,,,,,0,,,,,,,00000000,,,,,,20251114,142938,2025-11-14 14:32:29.679,2025-11-14 14:36:41.754
500,MAT-001904,PLNT-37,VELBGDS,,,,CO,20250917,,,BFX,,,Y0,29e95b143159,,142,3,M,0.00,EX,F,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.00,1,,,,00000000,,,,B04,,,,,0.00,0.00,0.00,0.000,0,0,,,,0.0,,0.0,0,,0.00,,,0.0,0,,0,,,0,0,00000000,0.000,0000,,,0.0,,,,00000000,Y2,,,0.00,0.000,0.00,,,X,,,BR,,,,PC-0198,0.000,,,000,,000,000,,,,,,1.000,,,EM00,BE01,0.00,,,0,,,,,,000000000000000000,,,,,,,,,00000000,0.00,,,,,00000000,,00000000,,,,Y8,000000000000000000,EM00,,,,,0,,,,0.0,,,00,,,,DE-A-SC,0.00,0.00,,,,,,0.000,0.00,00,,,,,85352100,,,,,,0,0.000,0.000,0.000,0.000,00,,,,,,,,,12,2025,0.000,,,,,0.000,,,,,,,,,,00000000,,,,,,,,,,,00,0,0,0.000,,0.000,,,0,0,0.0,0.0,,,,,,,,,,0,,,000,000,0.000,,,,0,,,,,,,,,,,,0,,,,,,,00000000,,,,,,20250917,153038,2025-09-17 15:33:45.090,2025-09-17 15:37:05.672
