MANDT,MATNR,VKORG,VTWEG,LVORM,VERSG,BONUS,PROVG,SKTOF,VMSTA,VMSTD,AUMNG,LFMNG,EFMNG,SCMNG,SCHME,VRKME,MTPOS,DWERK,PRODH,PMATN,KONDM,KTGRM,MVGR1,MVGR2,MVGR3,MVGR4,MVGR5,SSTUF,PFLKS,LSTFL,LSTVZ,LSTAK,LDVFL,LDBFL,LDVZL,LDBZL,VDVFL,VDBFL,VDVZL,VDBZL,PRAT1,PRAT2,PRAT3,PRAT4,PRAT5,PRAT6,PRAT7,PRAT8,PRAT9,PRATA,RDPRF,MEGRU,LFMAX,RJART,PBIND,VAVME,MATKC,PVMSO,/BEV1/EMLGRP,/BEV1/EMDRCKSPL,/BEV1/RPBEZME,/BEV1/RPSNS,/BEV1/RPSFA,/BEV1/RPSKI,/BEV1/RPSCO,/BEV1/RPSSO,/SIE/SF_LO_LEAD_MDM,PLGTP,ZZVMSTA,YYLASTUPD,ZZDADATE,ZZDATIME,GLCOMMITTIME,LAST_UPDATED
500,MAT-004418,SORG-01,O1,,1,,,,99,20250608,1.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00006-00010000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20251119,183330,2025-11-19 18:34:08.888,2025-11-19 18:38:01.600
500,MAT-002341,SORG-01,O1,,1,,,X,99,20240627,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00038-00010000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250408,124024,2025-04-08 12:44:25.598,2025-04-08 13:11:25.552
500,MAT-004436,SORG-01,O1,,1,01,,X,99,20240813,0.000,0.000,0.000,0.000,,UN,NORM,PLNT-37,602E00023-00010000,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20240813,225315,2024-08-13 22:53:37.805,2024-08-13 23:12:02.727
500,MAT-004360,SORG-01,O1,,1,,,,99,20240902,0.000,0.000,0.000,0.000,,UN,NORM,PLNT-37,602E00006-00010000,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20240902,194425,2024-09-02 19:44:43.785,2024-09-02 20:12:11.023
500,MAT-000776,SORG-01,O1,,1,,,,99,20250922,0.000,0.000,0.000,0.000,,,NORM,PLNT-40,602D00040-00091180,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250925,115800,2025-09-25 12:00:29.746,2025-09-25 12:10:40.923
500,MAT-001679,SORG-01,O1,,1,01,,X,99,20241204,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00007-00010000,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20241204,142731,2024-12-04 14:30:51.565,2024-12-04 14:41:25.040
500,MAT-000950,SORG-05,O2,,1,05,,,07,20250515,1.000,0.000,0.000,0.000,,,NORM,PLNT-33,602D09000-00000201,,,42,Z01,Z23,ZG4,ZDG,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20251212,223935,2025-12-12 22:39:41.281,2025-12-12 22:40:52.705
500,MAT-000577,SORG-13,O1,,1,,,,99,20250206,1.000,0.000,0.000,0.000,,,NORM,PLNT-20,802M20901-90100000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250206,165055,2025-02-06 16:51:03.973,2025-02-06 17:12:34.309
500,MAT-000861,SORG-03,O1,,1,,,,99,20050421,1.000,0.000,0.000,0.000,,,NORM,PLNT-47,602D08000-00000018,,,42,E1B,EBC,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250408,171614,2025-04-08 17:16:30.425,2025-04-08 17:39:09.101
500,MAT-000576,SORG-13,O1,,1,,,,99,20250206,1.000,0.000,0.000,0.000,,,NORM,PLNT-20,802M20901-90100000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250206,184509,2025-02-06 18:46:23.023,2025-02-06 19:12:03.001
500,MAT-000856,SORG-07,O1,,1,,,,97,20250219,1.000,0.000,0.000,0.000,,,ZBW0,PLNT-47,602D00010-00440000,,,45,C36,C84,C86,C27,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,20241223123500,20250219,193335,2025-02-19 19:33:51.207,2025-02-19 19:41:40.304
500,MAT-002167,SORG-05,O2,,1,,,X,07,20260126,0.000,0.000,0.000,0.000,,,NORM,PLNT-31,602D09000-00000027,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20260126,125408,2026-01-26 12:54:18.719,2026-01-26 13:10:28.770
500,MAT-002856,SORG-01,O1,,1,,,X,99,20241003,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00006-00010000,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20241003,190840,2024-10-03 19:09:09.592,2024-10-03 19:11:09.566
500,MAT-000602,SORG-13,O1,,,,,,,00000000,0.000,0.000,0.000,0.000,,,,,,,,,,,,011,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20241030,181605,2024-10-30 18:19:34.913,2024-10-30 18:43:50.368
500,MAT-002849,SORG-11,O1,,1,,,,99,20240911,0.000,0.000,0.000,0.000,,,BANC,PLNT-25,682A00028-00010000,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20240911,193242,2024-09-11 19:32:54.727,2024-09-11 19:42:39.450
500,MAT-000674,SORG-13,O1,,1,,,,99,20250207,1.000,0.000,0.000,0.000,,,NORM,PLNT-20,802M10211-21100000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250207,180852,2025-02-07 18:09:06.920,2025-02-07 18:12:15.689
500,MAT-002820,SORG-01,O1,,1,,,X,99,20240725,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00007-00010000,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20240725,183408,2024-07-25 18:35:01.757,2024-07-25 18:45:18.709
500,MAT-001932,SORG-01,O1,,1,,,X,99,20251016,0.000,0.000,0.000,0.000,,,ZPS3,PLNT-36,602D00040-00091196,,AA,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20251016,143942,2025-10-16 14:40:11.094,2025-10-16 15:08:40.277
500,MAT-002169,SORG-01,O1,,1,,,X,99,20181101,0.000,0.000,0.000,0.000,,,ZPS3,PLNT-36,602D00040-00097000,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20260123,195416,2026-01-23 19:57:23.039,2026-01-23 20:09:24.307
500,MAT-002957,SORG-01,O1,,1,,,,99,20250520,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00006-00010000,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250520,192254,2025-05-20 19:23:09.332,2025-05-20 19:40:21.000
500,MAT-000941,SORG-03,O2,,1,05,,,07,20230502,1.000,0.000,0.000,0.000,,,NORM,PLNT-32,602D09000-00000201,,,42,Z01,Z11,ZA6,ZOH,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,20260101111400,20260204,144222,2026-02-04 14:42:33.167,2026-02-04 15:11:12.568
500,MAT-000791,SORG-03,O1,,1,03,,X,99,20210830,0.000,0.000,0.000,0.000,,,NORM,PLNT-47,602D00010-00850000,,,42,C30,C64,C62,C75,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250226,164425,2025-02-26 16:45:33.587,2025-02-26 17:12:09.199
500,MAT-000616,SORG-13,O1,,1,,,,99,20260210,1.000,0.000,0.000,0.000,,,NORM,PLNT-20,802M10501-50100000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,20251206124244,20260210,121502,2026-02-10 12:17:16.935,2026-02-10 12:37:57.262
500,MAT-002501,SORG-03,O1,,1,,,X,99,20220901,0.000,0.000,0.000,0.000,,,NORM,PLNT-49,602D00033-00070000,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20260123,171006,2026-01-23 17:10:15.513,2026-01-23 17:38:30.726
500,MAT-000949,SORG-05,O2,,1,03,,X,07,20110523,0.000,0.000,0.000,0.000,,,NORM,PLNT-35,602D09000-00000201,,,42,Z01,Z12,ZB1,ZAO,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20251110,201708,2025-11-10 20:17:25.392,2025-11-10 20:37:56.237
500,MAT-000068,SORG-13,O1,,1,,,X,99,20250819,0.000,0.000,0.000,0.000,,,NORM,PLNT-09,802M10402-40200000,,,42,,,,021,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250819,222035,2025-08-19 22:20:40.797,2025-08-19 22:39:23.831
500,MAT-002975,SORG-01,O1,,1,,,X,99,20250717,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00006-00010000,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250717,175223,2025-07-17 17:56:23.017,2025-07-17 18:11:34.542
500,MAT-002328,SORG-01,O1,,1,01,,X,99,20250217,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00007-00010000,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250217,223520,2025-02-17 22:35:39.992,2025-02-17 23:12:36.904
500,MAT-001226,SORG-03,O1,,1,04,,,99,20250422,1.000,0.000,0.000,0.000,,,NORM,PLNT-47,602D00011-00180000,,,42,C00,C17,P87,P25,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250422,113107,2025-04-22 11:37:50.339,2025-04-22 11:40:19.690
500,MAT-004019,SORG-13,O2,,1,,,X,99,20260218,0.000,0.000,0.000,0.000,,,ZVAL,PLNT-01,802M20802-80200020,,,02,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20260218,194734,2026-02-18 19:47:44.209,2026-02-18 20:08:40.895
500,MAT-000347,SORG-12,O1,,1,,,,99,20250523,0.000,0.000,0.000,0.000,,,NORM,PLNT-11,802M10212-21200000,,,42,,,,015,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,20250626075809,20260108,195920,2026-01-08 20:00:22.216,2026-01-08 20:09:07.541
500,MAT-000891,SORG-03,O2,,1,,,X,07,20251229,0.000,0.000,0.000,0.000,,,NORM,PLNT-35,602D09000-00000201,,,42,,CSX,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20251229,194857,2025-12-29 19:49:07.868,2025-12-29 20:08:15.716
500,MAT-002826,SORG-01,O1,,1,,,X,99,20240814,0.000,0.000,0.000,0.000,,,NORM,PLNT-38,602D00012-00090009,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20240814,191008,2024-08-14 19:10:36.913,2024-08-14 19:13:41.876
500,MAT-000642,SORG-13,O1,,1,,,,99,20260204,1.000,0.000,0.000,0.000,,,NORM,PLNT-20,802M10211-21100000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,20251206124244,20260204,192716,2026-02-04 19:27:26.325,2026-02-04 19:38:14.656
500,MAT-001607,SORG-01,O1,,1,,,X,99,20181101,0.000,0.000,0.000,0.000,,KG,ZPS3,PLNT-36,602E00003-00050000,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20240904,143059,2024-09-04 14:34:22.528,2024-09-04 14:43:05.553
500,MAT-001625,SORG-01,O1,,1,,,X,99,20181101,0.000,0.000,0.000,0.000,,,ZPS3,PLNT-36,602D00040-00091140,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20240927,185727,2024-09-27 18:58:36.114,2024-09-27 19:12:24.897
500,MAT-003402,SORG-02,O1,,1,,,X,99,20250521,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00006-00010000,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250521,180124,2025-05-21 18:01:39.147,2025-05-21 18:11:42.732
500,MAT-001924,SORG-01,O1,,1,,,X,99,20181101,0.000,0.000,0.000,0.000,,,ZPS3,PLNT-36,602D00040-00097000,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20251007,173326,2025-10-07 17:33:37.206,2025-10-07 17:38:12.226
500,MAT-002848,SORG-01,O1,,1,,,,99,20240910,0.000,0.000,0.000,0.000,,UN,NORM,PLNT-37,602E00006-00010000,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20240910,195648,2024-09-10 19:57:00.535,2024-09-10 20:11:51.712
500,MAT-001620,SORG-05,O1,,1,05,,,99,20240919,1.000,0.000,0.000,0.000,,,NORM,PLNT-46,602D00018-00610000,,,42,H41,H14,H41,H80,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20240919,203122,2024-09-19 20:31:39.647,2024-09-19 20:43:20.039
500,MAT-002187,SORG-11,O1,,1,,,X,99,20260203,0.000,0.000,0.000,0.000,,,BANC,PLNT-24,682V00008-00010000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20260203,171432,2026-02-03 17:14:36.458,2026-02-03 17:38:17.383
500,MAT-000973,SORG-03,O2,,1,05,,,07,20230925,1.000,0.000,0.000,0.000,,,NORM,PLNT-46,602D09000-00000201,,,42,Z03,Z42,ZG5,ZFH,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,20251210214700,20251223,132930,2025-12-23 13:33:31.171,2025-12-23 13:37:55.958
500,MAT-000688,SORG-13,O1,,1,,,,99,20241205,1.000,0.000,0.000,0.000,,,NORM,PLNT-20,802M10401-40100000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250218,183410,2025-02-18 18:36:01.846,2025-02-18 18:42:18.521
500,MAT-001633,SORG-03,O1,,1,05,,,99,20241011,1.000,0.000,0.000,0.000,,,ZKIT,PLNT-43,602D08000-00000036,,,01,Z06,A33,A32,AX8,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20241011,174117,2024-10-11 17:41:35.063,2024-10-11 17:43:11.606
500,MAT-000844,SORG-03,O1,,1,04,,X,99,20240219,0.000,0.000,0.000,0.000,,,NORM,PLNT-47,602D08000-00000033,,,42,C01,C12,P71,PE5,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250404,110425,2025-04-04 11:05:54.913,2025-04-04 11:42:03.809
500,MAT-002016,SORG-11,O1,,1,01,,X,99,20260102,0.000,0.000,0.000,0.000,,,NORM,PLNT-24,682V00008-00010000,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20260102,190251,2026-01-02 19:03:04.732,2026-01-02 19:11:15.128
500,MAT-003467,SORG-13,O1,,1,,,,99,20250909,1.000,0.000,0.000,0.000,,,NORM,PLNT-20,802M20901-90100000,,,,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,20250701163922,20250909,152809,2025-09-09 15:28:17.645,2025-09-09 15:42:14.734
500,MAT-002863,SORG-11,O1,,1,,,X,99,20241018,0.000,0.000,0.000,0.000,,,ZPS3,PLNT-24,682V00005-00010000,,AA,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20241018,132507,2024-10-18 13:25:18.218,2024-10-18 13:44:27.686
500,MAT-002525,SORG-03,O1,,1,,,X,99,20260122,0.000,0.000,0.000,0.000,,,NORM,PLNT-43,602D00048-00010000,,AA,,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20260122,190527,2026-01-22 19:05:59.822,2026-01-22 19:08:11.928
500,MAT-001535,SORG-04,O2,,1,,,X,07,20161222,0.000,0.000,0.000,0.000,,,NORM,PLNT-31,602D09000-00000104,,,42,,CSX,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20260224,205619,2026-02-24 20:56:26.823,2026-02-24 21:08:38.311
500,MAT-001703,SORG-03,O2,,1,,,X,07,20250113,0.000,0.000,0.000,0.000,,,NORM,PLNT-32,602D09000-00000025,,,42,,CSX,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250113,204238,2025-01-13 20:44:04.676,2025-01-13 21:11:03.529
500,MAT-002907,SORG-01,O1,,1,,,X,99,20250124,0.000,0.000,0.000,0.000,,,NORM,PLNT-38,602D00012-00090009,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250124,114852,2025-01-24 11:49:26.324,2025-01-24 12:12:59.202
500,MAT-000440,SORG-13,O1,,1,,,,99,20240830,1.000,0.000,0.000,0.000,,,NORM,PLNT-21,802M10401-40100000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20240830,130545,2024-08-30 13:08:26.470,2024-08-30 13:14:11.979
500,MAT-001681,SORG-01,O1,,1,,,X,99,20251212,0.000,0.000,0.000,0.000,,,ZPS3,PLNT-36,602D00040-00091196,,,,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20251212,113917,2025-12-12 11:43:49.811,2025-12-12 12:08:57.782
500,MAT-001677,SORG-01,O1,,1,,,X,99,20181101,0.000,0.000,0.000,0.000,,,ZPS3,PLNT-36,602E00005-00020000,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20241202,180743,2024-12-02 18:08:48.908,2024-12-02 18:10:29.022
500,MAT-001601,SORG-01,O1,,1,,,X,99,20180101,0.000,0.000,0.000,0.000,,,ZPS3,PLNT-36,602D00040-00091140,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20240826,163621,2024-08-26 16:37:07.940,2024-08-26 16:42:55.352
500,MAT-000617,SORG-13,O2,,1,,,,99,20260210,1.000,0.000,0.000,0.000,,,NORM,PLNT-20,802M10501-50100000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,20251203071949,20260210,130709,2026-02-10 13:13:17.905,2026-02-10 13:39:22.750
500,MAT-001752,SORG-03,O1,,1,,,X,99,20250327,0.000,0.000,0.000,0.000,,,NORM,PLNT-43,602D00048-00010000,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250327,124803,2025-03-27 12:49:10.828,2025-03-27 13:13:21.003
500,MAT-002316,SORG-01,O1,,1,,,X,99,20230803,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00006-00010000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250206,121115,2025-02-06 12:18:19.029,2025-02-06 12:43:16.696
500,MAT-001612,SORG-01,O1,,1,,,X,99,20181101,0.000,0.000,0.000,0.000,,KG,ZPS3,PLNT-40,602E00003-00050000,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20240912,195952,2024-09-12 19:59:58.750,2024-09-12 20:12:44.744
500,MAT-000837,SORG-05,O1,,1,04,,,99,20251201,1.000,0.000,0.000,0.000,,,NORM,PLNT-47,602D00011-00080000,,,42,C01,C07,P56,QF6,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,20251125185100,20251201,133617,2025-12-01 13:40:47.584,2025-12-01 14:09:00.636
500,MAT-002628,SORG-03,O1,,1,,,X,99,20251111,0.000,0.000,0.000,0.000,,,NORM,PLNT-49,602D00077-00090000,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20251111,163128,2025-11-11 16:31:41.097,2025-11-11 16:38:42.545
500,MAT-001804,SORG-01,O1,,1,,,X,99,20181101,0.000,0.000,0.000,0.000,,,ZPS3,PLNT-36,602E00003-00050001,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250523,115235,2025-05-23 11:55:49.110,2025-05-23 12:12:29.765
500,MAT-002020,SORG-01,O1,,1,,,X,99,20181101,0.000,0.000,0.000,0.000,,,ZPS3,PLNT-36,602D00040-00090041,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20260106,150357,2026-01-06 15:05:32.279,2026-01-06 15:10:10.870
500,MAT-002391,SORG-01,O1,,1,,,X,99,20230803,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00006-00010000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250828,130808,2025-08-28 13:08:22.638,2025-08-28 13:13:00.807
500,MAT-000984,SORG-05,O1,,1,05,,,99,20260303,1.000,0.000,0.000,0.000,,,NORM,PLNT-46,602D00050-00000003,,,42,Z01,Z18,ZW2,ZWH,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,86,20260302120500,20260302,120650,2026-03-02 12:17:48.792,2026-03-02 12:39:21.913
500,MAT-001144,SORG-03,O2,,1,05,,X,07,20240826,0.000,0.000,0.000,0.000,,,NORM,PLNT-28,602D09000-00000206,,,42,K04,K41,K25,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20251212,204507,2025-12-12 20:48:12.703,2025-12-12 21:08:19.274
500,MAT-001641,SORG-11,O1,,1,,,X,99,20241017,0.000,0.000,0.000,0.000,,,BANC,PLNT-24,682V00008-00010000,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20241018,012642,2024-10-18 01:27:14.299,2024-10-18 01:41:23.656
500,MAT-002845,SORG-13,O1,,1,,,X,99,20240905,0.000,0.000,0.000,0.000,,,NORM,PLNT-20,802M10211-21100000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20240905,160254,2024-09-05 16:03:43.543,2024-09-05 16:13:58.077
500,MAT-004396,SORG-01,O1,,1,,,,99,20240812,0.000,0.000,0.000,0.000,,UN,NORM,PLNT-37,602E00006-00010000,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20240812,141019,2024-08-12 14:12:26.913,2024-08-12 14:16:55.784
