MANDT,MATNR,VKORG,VTWEG,LVORM,VERSG,BONUS,PROVG,SKTOF,VMSTA,VMSTD,AUMNG,LFMNG,EFMNG,SCMNG,SCHME,VRKME,MTPOS,DWERK,PRODH,PMATN,KONDM,KTGRM,MVGR1,MVGR2,MVGR3,MVGR4,MVGR5,SSTUF,PFLKS,LSTFL,LSTVZ,LSTAK,LDVFL,LDBFL,LDVZL,LDBZL,VDVFL,VDBFL,VDVZL,VDBZL,PRAT1,PRAT2,PRAT3,PRAT4,PRAT5,PRAT6,PRAT7,PRAT8,PRAT9,PRATA,RDPRF,MEGRU,LFMAX,RJART,PBIND,VAVME,MATKC,PVMSO,/BEV1/EMLGRP,/BEV1/EMDRCKSPL,/BEV1/RPBEZME,/BEV1/RPSNS,/BEV1/RPSFA,/BEV1/RPSKI,/BEV1/RPSCO,/BEV1/RPSSO,/SIE/SF_LO_LEAD_MDM,PLGTP,ZZVMSTA,YYLASTUPD,ZZDADATE,ZZDATIME,GLCOMMITTIME,LAST_UPDATED
500,MAT-001644,SORG-03,O2,,1,05,,,07,20241023,1.000,0.000,0.000,0.000,,,NORM,PLNT-43,602D09000-00000027,,,42,G10,G06,G01,G01,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,20241205091500,20250116,145529,2025-01-16 14:59:20.965,2025-01-16 15:14:03.260
500,MAT-001777,SORG-01,O1,,1,,,X,99,20181101,0.000,0.000,0.000,0.000,,,ZPS3,PLNT-36,602E00003-00050000,,AA,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250423,113600,2025-04-23 11:41:17.920,2025-04-23 12:12:46.741
500,MAT-001808,SORG-01,O1,,1,05,,,99,20250529,1.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00023-00010000,,,42,Z03,A63,ZI6,ZFD,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,20250529184300,20250529,190558,2025-05-29 19:10:08.445,2025-05-29 19:40:36.431
500,MAT-002160,SORG-01,O1,,1,,,X,99,20260121,0.000,0.000,0.000,0.000,,,ZPS3,PLNT-36,602D00040-00091193,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20260121,195119,2026-01-21 19:51:23.461,2026-01-21 20:08:24.604
500,MAT-002472,SORG-01,O1,,1,,,X,99,20251031,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00006-00010000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20260127,192231,2026-01-27 19:22:40.820,2026-01-27 19:38:09.302
500,MAT-003070,SORG-01,O1,,1,,,X,99,20260202,0.000,0.000,0.000,0.000,,,NORM,PLNT-38,602D00012-00090009,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20260202,140129,2026-02-02 14:02:04.158,2026-02-02 14:07:50.298
500,MAT-002395,SORG-01,O1,,1,,,X,99,20250916,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00007-00010000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250916,172432,2025-09-16 17:26:27.059,2025-09-16 17:41:48.515
500,MAT-000649,SORG-13,O2,,1,,,,99,20260108,1.000,0.000,0.000,0.000,,,NORM,PLNT-20,802M10211-21100000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,20251204060108,20260108,164904,2026-01-08 16:51:57.532,2026-01-08 17:08:59.693
500,MAT-001952,SORG-01,O1,,1,,,X,99,20181101,0.000,0.000,0.000,0.000,,,ZPS3,PLNT-36,602E00003-00050001,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20251111,113123,2025-11-11 11:35:17.306,2025-11-11 11:38:23.948
500,MAT-002889,SORG-01,O1,,1,,,X,99,20241127,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00007-00010000,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20241127,152523,2024-11-27 15:25:43.059,2024-11-27 15:43:29.606
500,MAT-001553,SORG-05,O2,,1,,,X,07,20250905,0.000,0.000,0.000,0.000,,,ZBW0,PLNT-35,602D09000-00000002,,,45,,CSX,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250905,161803,2025-09-05 16:20:58.619,2025-09-05 16:42:01.400
500,MAT-000356,SORG-13,O1,,1,,,,99,20250217,1.000,0.000,0.000,0.000,,,NORM,PLNT-20,802M10401-40100000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250217,125441,2025-02-17 12:55:04.965,2025-02-17 13:13:24.915
500,MAT-004289,SORG-03,O2,,1,,,,07,20110922,0.000,0.000,0.000,0.000,,,LEIS,PLNT-28,602D09000-00000029,,,02,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20260107,132224,2026-01-07 13:22:29.011,2026-01-07 13:39:31.687
500,MAT-000500,SORG-13,O2,,1,,,,99,20260205,1.000,0.000,0.000,0.000,,,NORM,PLNT-20,802M20901-90100000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,20251203095956,20260205,140709,2026-02-05 14:07:35.766,2026-02-05 14:10:39.442
500,MAT-003103,SORG-01,O1,,1,,,X,,00000000,0.000,0.000,0.000,0.000,,,ZSCR,PLNT-36,602D00040-00090041,,,36,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20260303,141430,2026-03-03 14:15:08.869,2026-03-03 14:39:02.435
500,MAT-002548,SORG-11,O1,,1,,,X,99,20240906,0.000,0.000,0.000,0.000,,,BANC,PLNT-24,682V00008-00010000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20240906,211545,2024-09-06 21:15:59.759,2024-09-06 21:42:07.043
500,MAT-002999,SORG-01,O1,,1,,,X,99,20250901,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00006-00010000,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250901,125045,2025-09-01 12:50:51.546,2025-09-01 13:10:04.493
500,MAT-002615,SORG-11,O1,,1,,,X,99,20250826,0.000,0.000,0.000,0.000,,,BANC,PLNT-24,682V00008-00010000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250826,180827,2025-08-26 18:08:47.274,2025-08-26 18:40:21.570
500,MAT-002247,SORG-01,O1,,1,,,X,99,20181101,0.000,0.000,0.000,0.000,,,ZPS3,PLNT-36,602D00040-00097000,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20260302,132105,2026-03-02 13:25:01.879,2026-03-02 13:39:32.034
500,MAT-000190,SORG-13,O2,,1,,,,,00000000,1.000,0.000,0.000,0.000,,,NORM,PLNT-09,802M20804-80500000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,20251204201418,20251204,201522,2025-12-04 20:16:57.415,2025-12-04 20:37:31.898
500,MAT-000830,SORG-03,O1,,1,04,,,99,20241111,1.000,0.000,0.000,0.000,,,NORM,PLNT-47,602D00011-00080000,,,42,C01,C07,P08,QE8,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20241111,121823,2024-11-11 12:21:45.554,2024-11-11 12:44:13.104
500,MAT-000451,SORG-12,O1,,1,,,,99,20220630,1.000,0.000,0.000,0.000,,,NORM,PLNT-16,802M07901-09920452,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,20251009080845,20251219,194607,2025-12-19 19:50:18.646,2025-12-19 20:07:58.004
500,MAT-004559,SORG-02,O1,,1,,,,99,20250430,0.000,0.000,0.000,0.000,,,LEIS,PLNT-47,602E00023-00010000,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250430,165617,2025-04-30 16:57:30.506,2025-04-30 17:11:17.330
500,MAT-001729,SORG-01,O1,,1,,,X,99,20250219,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00006-00010000,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250219,140150,2025-02-19 14:26:57.080,2025-02-19 14:42:51.868
500,MAT-001744,SORG-01,O1,,1,,,X,99,20250318,0.000,0.000,0.000,0.000,,,NORM,PLNT-38,602D00012-00090009,,,,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250318,120251,2025-03-18 12:03:48.053,2025-03-18 12:10:17.702
500,MAT-000152,SORG-13,O2,,1,,,,99,20250505,1.000,0.000,0.000,0.000,,,NORM,PLNT-08,802M07901-09770362,,,42,,,,010,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250505,101222,2025-05-05 10:16:20.755,2025-05-05 10:41:01.316
500,MAT-001065,SORG-05,O2,,1,,,,07,20150723,1.000,0.000,0.000,0.000,,,NORM,PLNT-28,602D09000-00000027,,,42,Z06,A41,ZN4,AH7,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20260213,200937,2026-02-13 20:11:44.630,2026-02-13 20:37:59.419
500,MAT-004058,SORG-03,O1,,1,,,X,99,20251125,0.000,0.000,0.000,0.000,,,LEIS,PLNT-46,,,,45,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20251125,193446,2025-11-25 19:34:57.332,2025-11-25 19:38:02.159
500,MAT-000715,SORG-01,O1,,1,,,,99,20251001,0.000,0.000,0.000,0.000,,,LEIS,PLNT-37,602D00012-00090009,,,02,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20251001,113133,2025-10-01 11:34:32.700,2025-10-01 11:39:07.094
500,MAT-002905,SORG-13,O2,,1,,,X,99,20250109,0.000,0.000,0.000,0.000,,,NORM,PLNT-11,802M10402-40200000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250109,185441,2025-01-09 18:55:27.266,2025-01-09 19:11:46.796
500,MAT-001770,SORG-01,O1,,1,,,X,99,20250414,0.000,0.000,0.000,0.000,,,NORM,PLNT-38,602D00012-00090009,,,,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250414,163500,2025-04-14 16:35:19.695,2025-04-14 16:40:57.511
500,MAT-004060,SORG-03,O1,,,,,,,00000000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250729,004655,2025-07-29 00:47:05.479,2025-07-29 01:08:27.135
500,MAT-002542,SORG-01,O1,,1,,,X,99,20170824,0.000,0.000,0.000,0.000,,,ZPS3,PLNT-40,,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20240816,182433,2024-08-16 18:24:47.676,2024-08-16 18:43:20.790
500,MAT-002259,SORG-01,O1,,1,,,X,99,20230803,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00006-00010000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20240903,170353,2024-09-03 17:04:04.335,2024-09-03 17:12:02.791
500,MAT-000644,SORG-13,O2,,1,,,,99,20260204,1.000,0.000,0.000,0.000,,,NORM,PLNT-20,802M10211-21100000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,20251203091118,20260204,215250,2026-02-04 21:54:55.043,2026-02-04 22:08:26.555
500,MAT-001701,SORG-01,O1,,1,01,,X,99,20250113,0.000,0.000,0.000,0.000,,,ZPS3,PLNT-36,602D00040-00091193,,AA,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250113,121100,2025-01-13 12:17:49.871,2025-01-13 12:44:45.860
500,MAT-002609,SORG-03,O1,,1,,,X,99,20250718,0.000,0.000,0.000,0.000,,,NORM,PLNT-43,602D00047-00010000,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250718,123654,2025-07-18 12:37:05.569,2025-07-18 12:42:40.295
500,MAT-002545,SORG-11,O1,,1,,,X,99,20240823,0.000,0.000,0.000,0.000,,,BANC,PLNT-24,682V00008-00010000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20240823,141514,2024-08-23 14:17:42.266,2024-08-23 14:43:14.853
500,MAT-003003,SORG-01,O1,,1,,,X,99,20250910,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00006-00010000,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250910,212601,2025-09-10 21:26:11.574,2025-09-10 21:40:34.332
500,MAT-001684,SORG-01,O1,,1,,,X,99,20200427,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00006-00010000,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20241210,100955,2024-12-10 10:16:28.610,2024-12-10 10:36:48.589
500,MAT-002865,SORG-11,O1,,1,,,X,99,20241018,0.000,0.000,0.000,0.000,,,ZPS3,PLNT-24,682V00005-00010000,,AA,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20241018,160938,2024-10-18 16:09:56.460,2024-10-18 16:13:18.199
500,MAT-001228,SORG-03,O1,,1,04,,X,99,20210430,0.000,0.000,0.000,0.000,,,NORM,PLNT-47,602D00011-00260000,,,42,C72,EML,EMT,L22,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20260219,150148,2026-02-19 15:04:50.361,2026-02-19 15:09:04.842
500,MAT-000824,SORG-05,O2,,1,,,X,07,20211130,0.000,0.000,0.000,0.000,,,NORM,PLNT-33,602D09000-00000025,,,42,C01,C14,P60,QD9,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250411,151349,2025-04-11 15:20:52.874,2025-04-11 15:40:03.539
500,MAT-000691,SORG-13,O1,,1,,,,99,20251219,1.000,0.000,0.000,0.000,,,NORM,PLNT-20,802M10401-40100000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,20251203224116,20251219,165432,2025-12-19 16:54:36.925,2025-12-19 17:07:55.849
500,MAT-002178,SORG-01,O1,,1,,,X,99,20181101,0.000,0.000,0.000,0.000,,,ZPS3,PLNT-36,602E00003-00050000,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20260130,003014,2026-01-30 00:30:19.102,2026-01-30 00:38:15.393
500,MAT-002805,SORG-03,O2,,1,,,,07,20250916,0.000,0.000,0.000,0.000,,,BANC,PLNT-34,602D09000-00000104,,,,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250916,185121,2025-09-16 18:56:21.384,2025-09-16 19:11:58.467
500,MAT-000643,SORG-13,O1,,1,,,,99,20241001,1.000,0.000,0.000,0.000,,,NORM,PLNT-20,802M10501-50100000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20241001,130730,2024-10-01 13:10:37.136,2024-10-01 13:13:13.110
500,MAT-002942,SORG-01,O1,,1,,,,99,20250407,0.000,0.000,0.000,0.000,,,BANC,PLNT-40,602D00040-00091160,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250407,103014,2025-04-07 10:31:38.669,2025-04-07 10:40:14.647
500,MAT-000653,SORG-13,O1,,1,,,,99,20240801,1.000,0.000,0.000,0.000,,,NORM,PLNT-20,802M10401-40100000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20240801,210735,2024-08-01 21:07:49.850,2024-08-01 21:13:49.155
500,MAT-002384,SORG-01,O1,,1,,,X,99,20230803,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00006-00010000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250717,130852,2025-07-17 13:10:39.164,2025-07-17 13:13:12.624
500,MAT-002358,SORG-03,O1,,1,,,X,99,20250529,0.000,0.000,0.000,0.000,,,NORM,PLNT-43,602D00048-00010000,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250529,145105,2025-05-29 14:51:47.956,2025-05-29 15:10:38.594
500,MAT-001076,SORG-01,O1,,1,,,,,00000000,0.000,0.000,0.000,0.000,,,NORM,PLNT-39,,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20260204,135842,2026-02-04 13:59:17.231,2026-02-04 14:10:30.327
500,MAT-000168,SORG-13,O2,,1,,,X,99,20170724,0.000,0.000,0.000,0.000,,,NORM,PLNT-11,802M20802-80200000,,,42,DX1,AS,600,001,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20251104,191349,2025-11-04 19:16:04.429,2025-11-04 19:37:50.463
500,MAT-001536,SORG-03,O2,,1,,,X,07,20260130,0.000,0.000,0.000,0.000,,,NORM,PLNT-33,602D09000-00000206,,,42,,CSX,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20260130,195954,2026-01-30 20:00:18.018,2026-01-30 20:09:08.039
500,MAT-002390,SORG-01,O1,,1,,,X,99,20240520,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00006-00010000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250828,031735,2025-08-28 03:17:45.462,2025-08-28 03:39:27.750
500,MAT-000118,SORG-12,O1,,1,,,,,00000000,1.000,0.000,0.000,0.000,,,NORM,PLNT-18,802M07902-09700316,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,20260209070007,20260209,070032,2026-02-09 07:00:53.256,2026-02-09 07:07:45.905
500,MAT-003466,SORG-01,O1,,1,,,X,99,20250909,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00006-00010000,,AA,,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250909,143626,2025-09-09 14:36:35.670,2025-09-09 14:43:10.551
500,MAT-003463,SORG-03,O1,,1,,,,99,20250905,1.000,0.000,0.000,0.000,,,ZBW2,PLNT-49,602D00052-00000002,,,45,Z01,Z17,ZE0,ZDC,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,20250823104700,20250905,171756,2025-09-05 17:18:15.558,2025-09-05 17:42:08.290
500,MAT-000815,SORG-03,O1,,1,04,,,99,20250807,1.000,0.000,0.000,0.000,,,NORM,PLNT-47,602D00011-00030000,,,42,C01,C18,P06,PY6,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250808,111701,2025-08-08 11:17:16.077,2025-08-08 11:41:58.613
500,MAT-001757,SORG-02,O1,,1,05,,,99,20250402,1.000,0.000,0.000,0.000,,,NORM,PLNT-47,602E00023-00010000,,,42,Z03,A63,ZI6,ZFD,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,20250402142800,20250402,143954,2025-04-02 14:43:07.409,2025-04-02 15:11:31.807
500,MAT-003423,SORG-03,O2,,1,,,X,07,20250708,0.000,0.000,0.000,0.000,,,NORM,PLNT-33,602D09000-00000025,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250708,123807,2025-07-08 12:41:33.934,2025-07-08 13:10:10.708
500,MAT-002793,SORG-03,O1,,1,,,X,99,20260302,0.000,0.000,0.000,0.000,,,NORM,PLNT-49,602D00048-00010000,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20260302,184718,2026-03-02 18:47:34.364,2026-03-02 19:08:42.971
500,MAT-002518,SORG-01,O1,,1,01,,X,99,20241008,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00007-00010000,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20241008,154548,2024-10-08 15:48:20.490,2024-10-08 16:12:35.851
500,MAT-002254,SORG-01,O1,,1,,,X,99,20240520,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00006-00010000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20251111,165344,2025-11-11 16:53:48.736,2025-11-11 17:08:26.540
500,MAT-002451,SORG-03,O1,,1,,,X,99,20251223,0.000,0.000,0.000,0.000,,,NORM,PLNT-49,602D09000-00001000,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20251223,173059,2025-12-23 17:33:52.429,2025-12-23 17:37:02.164
500,MAT-003424,SORG-01,O1,,1,,,X,99,20250704,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00006-00010000,,,01,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20250707,181341,2025-07-07 18:16:20.062,2025-07-07 18:39:45.304
500,MAT-001561,SORG-01,O1,,1,01,,,99,20241226,0.000,0.000,0.000,0.000,,,NORM,PLNT-40,602E00005-00020000,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20241226,135647,2024-12-26 13:56:53.943,2024-12-26 14:08:30.580
500,MAT-002274,SORG-01,O1,,1,01,,X,99,20240924,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00007-00010000,,AA,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20241018,130254,2024-10-18 13:03:07.188,2024-10-18 13:15:29.577
500,MAT-002411,SORG-01,O1,,1,,,X,99,20240520,0.000,0.000,0.000,0.000,,,NORM,PLNT-37,602E00006-00010000,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,,,00000000,,0,,,,,,,,,,,20251027,170440,2025-10-27 17:07:41.982,2025-10-27 17:07:58.431
500,MAT-000266,SORG-12,O1,,1,,,X,99,20250427,0.000,0.000,0.000,0.000,,,NORM,PLNT-16,802M07901-04200804,,,42,,,,,,,,,,,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,,,,,,,,,,,,,0.000,,,X,,00000000,,0,,,,,,,,,,,20250427,144711,2025-04-27 14:47:24.594,2025-04-28 07:43:20.931
