MANDT,MATNR,SPRAS,MAKTX,MAKTG,ZZDADATE,ZZDATIME,GLCOMMITTIME,LAST_UPDATED
500,MAT-001356,P,Product MAT-001356,Product MAT-001356,20251112,141521,2025-11-12 14:15:59.269,2025-11-12 14:39:59.277
500,MAT-001357,P,Product MAT-001357,Product MAT-001357,20251112,141541,2025-11-12 14:15:59.269,2025-11-12 14:39:59.277
500,MAT-001358,P,Product MAT-001358,Product MAT-001358,20251112,141613,2025-11-12 14:20:26.635,2025-11-12 14:39:59.277
500,MAT-001359,P,Product MAT-001359,Product MAT-001359,20251112,141613,2025-11-12 14:20:26.635,2025-11-12 14:39:59.277
500,MAT-001360,P,Product MAT-001360,Product MAT-001360,20251112,141613,2025-11-12 14:20:26.635,2025-11-12 14:39:59.277
500,MAT-001361,P,Product MAT-001361,Product MAT-001361,20251112,141711,2025-11-12 14:20:26.635,2025-11-12 14:39:59.277
500,MAT-001362,P,Product MAT-001362,Product MAT-001362,20251112,141711,2025-11-12 14:20:26.635,2025-11-12 14:39:59.277
500,MAT-001364,P,Product MAT-001364,Product MAT-001364,20251112,141711,2025-11-12 14:20:26.635,2025-11-12 14:39:59.277
500,MAT-001365,P,Product MAT-001365,Product MAT-001365,20251112,141812,2025-11-12 14:20:26.635,2025-11-12 14:39:59.277
500,MAT-001366,P,Product MAT-001366,Product MAT-001366,20251112,141812,2025-11-12 14:20:26.635,2025-11-12 14:39:59.277
500,MAT-001367,P,Product MAT-001367,Product MAT-001367,20251112,141903,2025-11-12 14:20:26.635,2025-11-12 14:39:59.277
500,MAT-001368,P,Product MAT-001368,Product MAT-001368,20251112,141903,2025-11-12 14:20:26.635,2025-11-12 14:39:59.277
500,MAT-001369,P,Product MAT-001369,Product MAT-001369,20251112,141903,2025-11-12 14:20:26.635,2025-11-12 14:39:59.277
500,MAT-001370,P,Product MAT-001370,Product MAT-001370,20251112,141943,2025-11-12 14:20:26.635,2025-11-12 14:39:59.277
500,MAT-001371,P,Product MAT-001371,Product MAT-001371,20251112,141943,2025-11-12 14:20:26.635,2025-11-12 14:39:59.277
500,MAT-001372,P,Product MAT-001372,Product MAT-001372,20251112,141943,2025-11-12 14:20:26.635,2025-11-12 14:39:59.277
500,MAT-001373,P,Product MAT-001373,Product MAT-001373,20251112,142021,2025-11-12 14:20:26.635,2025-11-12 14:39:59.277
500,MAT-001374,P,Product MAT-001374,Product MAT-001374,20251112,142021,2025-11-12 14:20:26.635,2025-11-12 14:39:59.277
500,MAT-001375,P,Product MAT-001375,Product MAT-001375,20251112,142021,2025-11-12 14:20:26.635,2025-11-12 14:39:59.277
500,MAT-001376,P,Product MAT-001376,Product MAT-001376,20251112,142139,2025-11-12 14:25:07.917,2025-11-12 14:39:59.277
500,MAT-001377,P,Product MAT-001377,Product MAT-001377,20251112,142139,2025-11-12 14:25:07.917,2025-11-12 14:39:59.277
500,MAT-001378,P,Product MAT-001378,Product MAT-001378,20251112,142139,2025-11-12 14:25:07.917,2025-11-12 14:39:59.277
500,MAT-001382,P,Product MAT-001382,Product MAT-001382,20251112,142251,2025-11-12 14:25:07.917,2025-11-12 14:39:59.277
500,MAT-001383,P,Product MAT-001383,Product MAT-001383,20251112,142251,2025-11-12 14:25:07.917,2025-11-12 14:39:59.277
500,MAT-001384,P,Product MAT-001384,Product MAT-001384,20251112,142251,2025-11-12 14:25:07.917,2025-11-12 14:39:59.277
500,MAT-001385,P,Product MAT-001385,Product MAT-001385,20251112,142330,2025-11-12 14:25:07.917,2025-11-12 14:39:59.277
500,MAT-001386,P,Product MAT-001386,Product MAT-001386,20251112,142330,2025-11-12 14:25:07.917,2025-11-12 14:39:59.277
500,MAT-001387,P,Product MAT-001387,Product MAT-001387,20251112,142330,2025-11-12 14:25:07.917,2025-11-12 14:39:59.277
500,MAT-001388,P,Product MAT-001388,Product MAT-001388,20251112,142734,2025-11-12 14:29:43.613,2025-11-12 14:39:59.277
500,MAT-001389,P,Product MAT-001389,Product MAT-001389,20251112,142734,2025-11-12 14:29:43.613,2025-11-12 14:39:59.277
500,MAT-001390,P,Product MAT-001390,Product MAT-001390,20251112,142833,2025-11-12 14:29:43.613,2025-11-12 14:39:59.277
500,MAT-001391,P,Product MAT-001391,Product MAT-001391,20251112,142833,2025-11-12 14:29:43.613,2025-11-12 14:39:59.277
500,MAT-001392,P,Product MAT-001392,Product MAT-001392,20251112,142833,2025-11-12 14:29:43.613,2025-11-12 14:39:59.277
500,MAT-001393,P,Product MAT-001393,Product MAT-001393,20251112,142833,2025-11-12 14:29:43.613,2025-11-12 14:39:59.277
500,MAT-001394,P,Product MAT-001394,Product MAT-001394,20251112,142916,2025-11-12 14:29:43.613,2025-11-12 14:39:59.277
500,MAT-001395,P,Product MAT-001395,Product MAT-001395,20251112,142916,2025-11-12 14:29:43.613,2025-11-12 14:39:59.277
500,MAT-001396,P,Product MAT-001396,Product MAT-001396,20251112,142947,2025-11-12 14:34:26.861,2025-11-12 14:39:59.277
500,MAT-001397,P,Product MAT-001397,Product MAT-001397,20251112,142947,2025-11-12 14:34:26.861,2025-11-12 14:39:59.277
500,MAT-001398,P,Product MAT-001398,Product MAT-001398,20251112,143051,2025-11-12 14:34:26.861,2025-11-12 14:39:59.277
500,MAT-001399,P,Product MAT-001399,Product MAT-001399,20251112,143051,2025-11-12 14:34:26.861,2025-11-12 14:39:59.277
500,MAT-001401,P,Product MAT-001401,Product MAT-001401,20251112,143051,2025-11-12 14:34:26.861,2025-11-12 14:39:59.277
500,MAT-001402,P,Product MAT-001402,Product MAT-001402,20251112,143051,2025-11-12 14:34:26.861,2025-11-12 14:39:59.277
500,MAT-001403,P,Product MAT-001403,Product MAT-001403,20251112,143159,2025-11-12 14:34:26.861,2025-11-12 14:39:59.277
500,MAT-001404,P,Product MAT-001404,Product MAT-001404,20251112,143229,2025-11-12 14:34:26.861,2025-11-12 14:39:59.277
500,MAT-001405,P,Product MAT-001405,Product MAT-001405,20251112,143229,2025-11-12 14:34:26.861,2025-11-12 14:39:59.277
500,MAT-001406,P,Product MAT-001406,Product MAT-001406,20251112,143326,2025-11-12 14:34:26.861,2025-11-12 14:39:59.277
500,MAT-001407,P,Product MAT-001407,Product MAT-001407,20251112,143326,2025-11-12 14:34:26.861,2025-11-12 14:39:59.277
500,MAT-001408,P,Product MAT-001408,Product MAT-001408,20251112,143326,2025-11-12 14:34:26.861,2025-11-12 14:39:59.277
500,MAT-001409,P,Product MAT-001409,Product MAT-001409,20251112,143431,2025-11-12 14:39:26.941,2025-11-12 14:39:59.277
500,MAT-001410,P,Product MAT-001410,Product MAT-001410,20251112,143431,2025-11-12 14:39:26.941,2025-11-12 14:39:59.277
500,MAT-001412,P,Product MAT-001412,Product MAT-001412,20251112,143656,2025-11-12 14:39:26.941,2025-11-12 14:39:59.277
500,MAT-001413,P,Product MAT-001413,Product MAT-001413,20251112,143656,2025-11-12 14:39:26.941,2025-11-12 14:39:59.277
500,MAT-001414,P,Product MAT-001414,Product MAT-001414,20251112,143656,2025-11-12 14:39:26.941,2025-11-12 14:39:59.277
500,MAT-001415,P,Product MAT-001415,Product MAT-001415,20251112,143656,2025-11-12 14:39:26.941,2025-11-12 14:39:59.277
500,MAT-001416,P,Product MAT-001416,Product MAT-001416,20251112,143656,2025-11-12 14:39:26.941,2025-11-12 14:39:59.277
500,MAT-001417,P,Product MAT-001417,Product MAT-001417,20251112,143812,2025-11-12 14:39:26.941,2025-11-12 14:39:59.277
500,MAT-001419,P,Product MAT-001419,Product MAT-001419,20251112,143848,2025-11-12 14:39:26.941,2025-11-12 14:39:59.277
500,MAT-001363,P,Product MAT-001363,Product MAT-001363,20251112,141711,2025-11-12 14:20:26.635,2025-11-12 14:39:59.277
500,MAT-001379,P,Product MAT-001379,Product MAT-001379,20251112,142139,2025-11-12 14:25:07.917,2025-11-12 14:39:59.277
500,MAT-001380,P,Product MAT-001380,Product MAT-001380,20251112,142139,2025-11-12 14:25:07.917,2025-11-12 14:39:59.277
500,MAT-001381,P,Product MAT-001381,Product MAT-001381,20251112,142139,2025-11-12 14:25:07.917,2025-11-12 14:39:59.277
500,MAT-001400,P,Product MAT-001400,Product MAT-001400,20251112,143051,2025-11-12 14:34:26.861,2025-11-12 14:39:59.277
500,MAT-001411,P,Product MAT-001411,Product MAT-001411,20251112,143431,2025-11-12 14:39:26.941,2025-11-12 14:39:59.277
500,MAT-001223,E,Product MAT-001223,Product MAT-001223,20251112,143534,2025-11-12 14:39:26.941,2025-11-12 14:39:59.277
500,MAT-001223,D,Product MAT-001223,Product MAT-001223,20251112,143534,2025-11-12 14:39:26.941,2025-11-12 14:39:59.277
500,MAT-001223,P,Product MAT-001223,Product MAT-001223,20251112,143534,2025-11-12 14:39:26.941,2025-11-12 14:39:59.277
500,MAT-001067,S,Product MAT-001067,Product MAT-001067,20251112,110745,2025-11-12 11:07:51.912,2025-11-12 11:09:55.279
500,MAT-003713,P,Product MAT-003713,Product MAT-003713,20251112,100028,2025-11-12 10:00:34.821,2025-11-12 10:12:20.964
500,MAT-003712,P,Product MAT-003712,Product MAT-003712,20251112,100028,2025-11-12 10:00:34.821,2025-11-12 10:12:20.964
500,MAT-000968,D,Product MAT-000968,Product MAT-000968,20251112,140420,2025-11-12 14:05:02.811,2025-11-12 14:11:04.024
500,MAT-001057,P,Product MAT-001057,Product MAT-001057,20251112,135632,2025-11-12 13:59:29.752,2025-11-12 14:11:04.024
500,MAT-001954,P,Product MAT-001954,Product MAT-001954,20251112,140525,2025-11-12 14:10:33.609,2025-11-12 14:11:04.024
500,MAT-000968,P,Product MAT-000968,Product MAT-000968,20251112,140420,2025-11-12 14:05:02.811,2025-11-12 14:11:04.024
500,MAT-000968,E,Product MAT-000968,Product MAT-000968,20251112,140420,2025-11-12 14:05:02.811,2025-11-12 14:11:04.024
500,MAT-001045,Z,Product MAT-001045,Product MAT-001045,20251112,135227,2025-11-12 13:55:03.755,2025-11-12 14:11:04.024
500,MAT-003035,Z,Product MAT-003035,Product MAT-003035,20251112,135152,2025-11-12 13:55:03.755,2025-11-12 14:11:04.024
500,MAT-002631,P,Product MAT-002631,Product MAT-002631,20251112,134700,2025-11-12 13:47:05.863,2025-11-12 14:11:04.024
500,MAT-001055,S,Product MAT-001055,Product MAT-001055,20251112,135342,2025-11-12 13:55:03.755,2025-11-12 14:11:04.024
500,MAT-001056,D,Product MAT-001056,Product MAT-001056,20251112,135524,2025-11-12 13:59:29.752,2025-11-12 14:11:04.024
500,MAT-001045,E,Product MAT-001045,Product MAT-001045,20251112,135227,2025-11-12 13:55:03.755,2025-11-12 14:11:04.024
500,MAT-001056,P,Product MAT-001056,Product MAT-001056,20251112,135524,2025-11-12 13:59:29.752,2025-11-12 14:11:04.024
500,MAT-001055,D,Product MAT-001055,Product MAT-001055,20251112,135342,2025-11-12 13:55:03.755,2025-11-12 14:11:04.024
500,MAT-001057,D,Product MAT-001057,Product MAT-001057,20251112,135632,2025-11-12 13:59:29.752,2025-11-12 14:11:04.024
500,MAT-001055,E,Product MAT-001055,Product MAT-001055,20251112,135342,2025-11-12 13:55:03.755,2025-11-12 14:11:04.024
500,MAT-002633,Z,Product MAT-002633,Product MAT-002633,20251112,134947,2025-11-12 13:51:23.947,2025-11-12 14:11:04.024
500,MAT-002633,P,Product MAT-002633,Product MAT-002633,20251112,134947,2025-11-12 13:51:23.947,2025-11-12 14:11:04.024
500,MAT-001055,P,Product MAT-001055,Product MAT-001055,20251112,135342,2025-11-12 13:55:03.755,2025-11-12 14:11:04.024
500,MAT-002631,Z,Product MAT-002631,Product MAT-002631,20251112,134700,2025-11-12 13:47:05.863,2025-11-12 14:11:04.024
500,MAT-002807,E,Product MAT-002807,Product MAT-002807,20251113,134108,2025-11-13 13:41:14.514,2025-11-13 14:10:23.934
500,MAT-002807,P,Product MAT-002807,Product MAT-002807,20251113,134108,2025-11-13 13:41:14.514,2025-11-13 14:10:23.934
500,MAT-003617,P,Product MAT-003617,Product MAT-003617,20260103,100640,2026-01-03 10:06:45.810,2026-01-03 10:38:32.962
500,MAT-002781,Z,Product MAT-002781,Product MAT-002781,20260212,120250,2026-02-12 12:07:50.549,2026-02-12 12:10:45.526
500,MAT-000935,Z,Product MAT-000935,Product MAT-000935,20260114,174306,2026-01-14 17:43:15.852,2026-01-14 18:10:02.287
500,MAT-002216,Z,Product MAT-002216,Product MAT-002216,20260221,121018,2026-02-21 12:10:30.471,2026-02-21 12:15:54.127
500,MAT-003099,Z,Product MAT-003099,Product MAT-003099,20260113,190454,2026-01-13 19:05:02.258,2026-01-13 19:10:06.316
500,MAT-000488,E,Product MAT-000488,Product MAT-000488,20251204,044115,2025-12-04 04:41:19.048,2025-12-04 05:09:21.970
500,MAT-003578,D,Product MAT-003578,Product MAT-003578,20260205,152528,2026-02-05 15:25:34.853,2026-02-05 15:40:12.450
500,MAT-002673,P,Product MAT-002673,Product MAT-002673,20251219,162046,2025-12-19 16:20:52.020,2025-12-19 16:40:25.453
500,MAT-002666,Z,Product MAT-002666,Product MAT-002666,20251209,105218,2025-12-09 10:52:34.522,2025-12-09 11:10:19.765
500,MAT-002662,P,Product MAT-002662,Product MAT-002662,20251202,194653,2025-12-02 19:46:59.891,2025-12-02 20:09:30.702
500,MAT-003682,P,Product MAT-003682,Product MAT-003682,20251119,100021,2025-11-19 10:00:32.424,2025-11-19 10:11:55.216
500,MAT-001012,Z,Product MAT-001012,Product MAT-001012,20251124,221253,2025-11-24 22:14:58.384,2025-11-24 22:38:03.759
500,MAT-001868,P,Product MAT-001868,Product MAT-001868,20251222,200201,2025-12-22 20:02:14.262,2025-12-22 20:09:09.774
500,MAT-001096,P,Product MAT-001096,Product MAT-001096,20260122,174510,2026-01-22 17:48:34.898,2026-01-22 18:10:26.853
500,MAT-002168,P,Product MAT-002168,Product MAT-002168,20260123,180040,2026-01-23 18:00:49.543,2026-01-23 18:10:38.993
500,MAT-004459,P,Product MAT-004459,Product MAT-004459,20260122,181844,2026-01-22 18:18:57.036,2026-01-22 18:39:42.511
500,MAT-002475,Z,Product MAT-002475,Product MAT-002475,20260203,183733,2026-02-03 18:37:43.879,2026-02-03 19:09:20.223
500,MAT-003570,E,Product MAT-003570,Product MAT-003570,20260120,122202,2026-01-20 12:22:13.604,2026-01-20 12:40:06.332
500,MAT-000735,E,Product MAT-000735,Product MAT-000735,20260204,195805,2026-02-04 19:59:26.659,2026-02-04 20:09:28.316
500,MAT-003605,S,Product MAT-003605,Product MAT-003605,20260220,154319,2026-02-20 15:43:28.649,2026-02-20 16:10:10.059
500,MAT-003707,P,Product MAT-003707,Product MAT-003707,20260225,100009,2026-02-25 10:00:51.131,2026-02-25 10:13:20.113
500,MAT-003580,E,Product MAT-003580,Product MAT-003580,20260122,151145,2026-01-22 15:12:07.334,2026-01-22 15:40:19.773
500,MAT-002009,Z,Product MAT-002009,Product MAT-002009,20251220,003127,2025-12-20 00:31:33.361,2025-12-20 00:43:45.745
500,MAT-002201,Z,Product MAT-002201,Product MAT-002201,20260211,211321,2026-02-11 21:14:35.988,2026-02-11 21:39:30.031
500,MAT-004399,D,Product MAT-004399,Product MAT-004399,20251120,003827,2025-11-20 00:38:33.516,2025-11-20 01:09:24.441
500,MAT-001135,S,Product MAT-001135,Product MAT-001135,20260207,223806,2026-02-07 22:38:12.217,2026-02-07 23:17:16.563
500,MAT-002031,Z,Product MAT-002031,Product MAT-002031,20260113,133654,2026-01-13 13:38:43.292,2026-01-13 13:39:59.471
500,MAT-001131,Z,Product MAT-001131,Product MAT-001131,20251128,163647,2025-11-28 16:38:28.083,2025-11-28 16:39:35.059
500,MAT-000011,D,Product MAT-000011,Product MAT-000011,20260219,125519,2026-02-19 12:55:32.612,2026-02-19 13:10:21.227
500,MAT-002795,Z,Product MAT-002795,Product MAT-002795,20260225,193212,2026-02-25 19:32:25.364,2026-02-25 19:39:18.066
500,MAT-001977,Z,Product MAT-001977,Product MAT-001977,20251118,142644,2025-11-18 14:29:48.393,2025-11-18 14:41:59.746
500,MAT-003666,D,Product MAT-003666,Product MAT-003666,20260212,054409,2026-02-12 05:44:16.506,2026-02-12 06:09:41.918
500,MAT-000975,Z,Product MAT-000975,Product MAT-000975,20260226,155730,2026-02-26 15:57:38.435,2026-02-26 16:10:07.383
500,MAT-001572,P,Product MAT-001572,Product MAT-001572,20260220,200532,2026-02-20 20:05:42.424,2026-02-20 20:09:11.887
500,MAT-002029,P,Product MAT-002029,Product MAT-002029,20260112,200709,2026-01-12 20:08:10.421,2026-01-12 20:09:04.436
500,MAT-003673,P,Product MAT-003673,Product MAT-003673,20260129,100034,2026-01-29 10:00:46.044,2026-01-29 10:10:58.357
500,MAT-002656,Z,Product MAT-002656,Product MAT-002656,20251113,193817,2025-11-13 19:40:49.572,2025-11-13 20:09:22.902
500,MAT-003588,Z,Product MAT-003588,Product MAT-003588,20260203,233909,2026-02-03 23:39:16.411,2026-02-04 00:09:25.610
500,MAT-003987,P,Product MAT-003987,Product MAT-003987,20251127,110506,2025-11-27 11:05:20.485,2025-11-27 11:10:29.329
500,MAT-000556,Z,Product MAT-000556,Product MAT-000556,20260212,133553,2026-02-12 13:40:26.683,2026-02-12 13:40:48.002
500,MAT-002771,Z,Product MAT-002771,Product MAT-002771,20260127,130905,2026-01-27 13:09:14.291,2026-01-27 13:10:21.446
500,MAT-001993,P,Product MAT-001993,Product MAT-001993,20251203,193356,2025-12-03 19:36:32.712,2025-12-03 19:39:10.057
500,MAT-000782,Z,Product MAT-000782,Product MAT-000782,20251226,203041,2025-12-26 20:30:52.654,2025-12-26 20:41:31.883
500,MAT-002453,Z,Product MAT-002453,Product MAT-002453,20260105,145007,2026-01-05 14:51:15.000,2026-01-05 15:09:39.180
500,MAT-003084,P,Product MAT-003084,Product MAT-003084,20260227,205931,2026-02-27 20:59:45.132,2026-02-27 21:09:16.257
500,MAT-000834,Z,Product MAT-000834,Product MAT-000834,20260212,041348,2026-02-12 04:13:55.561,2026-02-12 04:38:47.295
500,MAT-002789,P,Product MAT-002789,Product MAT-002789,20260223,135249,2026-02-23 13:53:58.340,2026-02-23 14:10:34.121
500,MAT-003705,E,Product MAT-003705,Product MAT-003705,20260220,104437,2026-02-20 10:44:48.944,2026-02-20 11:09:36.376
500,MAT-003041,Z,Product MAT-003041,Product MAT-003041,20251118,151340,2025-11-18 15:13:50.486,2025-11-18 15:41:29.491
500,MAT-003672,P,Product MAT-003672,Product MAT-003672,20260207,100632,2026-02-07 10:06:42.919,2026-02-07 10:40:25.568
500,MAT-001212,D,Product MAT-001212,Product MAT-001212,20251112,162251,2025-11-12 16:23:12.501,2025-11-12 16:39:45.160
500,MAT-001212,E,Product MAT-001212,Product MAT-001212,20251112,162251,2025-11-12 16:23:12.501,2025-11-12 16:39:45.160
500,MAT-001212,Z,Product MAT-001212,Product MAT-001212,20251112,162251,2025-11-12 16:23:12.501,2025-11-12 16:39:45.160
500,MAT-001959,P,Product MAT-001959,Product MAT-001959,20251112,192441,2025-11-12 19:28:18.985,2025-11-12 19:38:39.954
500,MAT-002644,Z,Product MAT-002644,Product MAT-002644,20251112,191615,2025-11-12 19:19:16.231,2025-11-12 19:38:39.954
500,MAT-001963,P,Product MAT-001963,Product MAT-001963,20251112,192441,2025-11-12 19:28:18.985,2025-11-12 19:38:39.954
500,MAT-004007,P,Product MAT-004007,Product MAT-004007,20251112,193303,2025-11-12 19:37:46.872,2025-11-12 19:38:39.954
500,MAT-002644,P,Product MAT-002644,Product MAT-002644,20251112,191615,2025-11-12 19:19:16.231,2025-11-12 19:38:39.954
500,MAT-004007,E,Product MAT-004007,Product MAT-004007,20251112,193303,2025-11-12 19:37:46.872,2025-11-12 19:38:39.954
500,MAT-004006,P,Product MAT-004006,Product MAT-004006,20251112,193110,2025-11-12 19:32:53.428,2025-11-12 19:38:39.954
500,MAT-003875,D,Product MAT-003875,Product MAT-003875,20251112,144225,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-003877,E,Product MAT-003877,Product MAT-003877,20251112,144126,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-001205,E,Product MAT-001205,Product MAT-001205,20251112,144633,2025-11-12 14:49:03.537,2025-11-12 15:09:57.501
500,MAT-003878,E,Product MAT-003878,Product MAT-003878,20251112,144023,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-003877,D,Product MAT-003877,Product MAT-003877,20251112,144126,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-003873,D,Product MAT-003873,Product MAT-003873,20251112,144159,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-003876,D,Product MAT-003876,Product MAT-003876,20251112,144225,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-003871,D,Product MAT-003871,Product MAT-003871,20251112,144159,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-003873,E,Product MAT-003873,Product MAT-003873,20251112,144159,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-003875,E,Product MAT-003875,Product MAT-003875,20251112,144225,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-001225,D,Product MAT-001225,Product MAT-001225,20251112,144159,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-001207,E,Product MAT-001207,Product MAT-001207,20251112,144444,2025-11-12 14:49:03.537,2025-11-12 15:09:57.501
500,MAT-003874,D,Product MAT-003874,Product MAT-003874,20251112,144159,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-001205,P,Product MAT-001205,Product MAT-001205,20251112,144633,2025-11-12 14:49:03.537,2025-11-12 15:09:57.501
500,MAT-001206,P,Product MAT-001206,Product MAT-001206,20251112,144253,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-003870,D,Product MAT-003870,Product MAT-003870,20251112,144126,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-003876,E,Product MAT-003876,Product MAT-003876,20251112,144225,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-001224,Z,Product MAT-001224,Product MAT-001224,20251112,144023,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-001206,E,Product MAT-001206,Product MAT-001206,20251112,144253,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-001100,P,Product MAT-001100,Product MAT-001100,20251112,145934,2025-11-12 15:03:42.429,2025-11-12 15:09:57.501
500,MAT-001205,S,Product MAT-001205,Product MAT-001205,20251112,144633,2025-11-12 14:49:03.537,2025-11-12 15:09:57.501
500,MAT-001207,Z,Product MAT-001207,Product MAT-001207,20251112,144444,2025-11-12 14:49:03.537,2025-11-12 15:09:57.501
500,MAT-001047,P,Product MAT-001047,Product MAT-001047,20251112,174215,2025-11-12 17:42:21.306,2025-11-12 18:09:15.916
500,MAT-001051,P,Product MAT-001051,Product MAT-001051,20251112,174215,2025-11-12 17:42:21.306,2025-11-12 18:09:15.916
500,MAT-001053,P,Product MAT-001053,Product MAT-001053,20251112,174215,2025-11-12 17:42:21.306,2025-11-12 18:09:15.916
500,MAT-001273,D,Product MAT-001273,Product MAT-001273,20251112,185224,2025-11-12 18:55:34.536,2025-11-12 19:09:02.207
500,MAT-001273,E,Product MAT-001273,Product MAT-001273,20251112,185224,2025-11-12 18:55:34.536,2025-11-12 19:09:02.207
500,MAT-001273,P,Product MAT-001273,Product MAT-001273,20251112,185224,2025-11-12 18:55:34.536,2025-11-12 19:09:02.207
500,MAT-001273,S,Product MAT-001273,Product MAT-001273,20251112,185224,2025-11-12 18:55:34.536,2025-11-12 19:09:02.207
500,MAT-003711,P,Product MAT-003711,Product MAT-003711,20260108,100031,2026-01-08 10:00:54.007,2026-01-08 10:09:59.882
500,MAT-002770,P,Product MAT-002770,Product MAT-002770,20260202,174959,2026-02-02 17:50:07.676,2026-02-02 18:10:13.484
500,MAT-003680,P,Product MAT-003680,Product MAT-003680,20260226,100017,2026-02-26 10:00:30.733,2026-02-26 10:12:10.541
500,MAT-000723,P,Product MAT-000723,Product MAT-000723,20260205,140910,2026-02-05 14:12:53.256,2026-02-05 14:40:16.615
500,MAT-002448,Z,Product MAT-002448,Product MAT-002448,20251211,183726,2025-12-11 18:37:35.497,2025-12-11 18:39:19.049
500,MAT-003755,D,Product MAT-003755,Product MAT-003755,20251117,081734,2025-11-17 08:17:40.087,2025-11-17 08:40:00.103
500,MAT-002211,Z,Product MAT-002211,Product MAT-002211,20260213,134337,2026-02-13 13:43:52.049,2026-02-13 14:10:46.429
500,MAT-002015,Z,Product MAT-002015,Product MAT-002015,20260105,133814,2026-01-05 13:38:33.561,2026-01-05 13:39:16.531
500,MAT-002445,P,Product MAT-002445,Product MAT-002445,20251205,190806,2025-12-05 19:08:33.534,2025-12-05 19:39:19.606
500,MAT-002657,Z,Product MAT-002657,Product MAT-002657,20251114,121036,2025-11-14 12:13:50.028,2025-11-14 12:40:09.692
500,MAT-001995,D,Product MAT-001995,Product MAT-001995,20251209,132510,2025-12-09 13:25:25.998,2025-12-09 13:40:31.339
500,MAT-002441,P,Product MAT-002441,Product MAT-002441,20251203,145027,2025-12-03 14:50:35.030,2025-12-03 15:11:15.411
500,MAT-001162,Z,Product MAT-001162,Product MAT-001162,20260120,112858,2026-01-20 11:30:37.785,2026-01-20 11:39:50.278
500,MAT-002010,Z,Product MAT-002010,Product MAT-002010,20251220,003223,2025-12-20 00:32:54.820,2025-12-20 00:43:45.745
500,MAT-002807,Z,Product MAT-002807,Product MAT-002807,20251113,134108,2025-11-13 13:41:14.514,2025-11-13 14:10:23.934
500,MAT-002438,P,Product MAT-002438,Product MAT-002438,20251119,122522,2025-11-19 12:25:47.547,2025-11-19 12:41:22.398
500,MAT-002434,Z,Product MAT-002434,Product MAT-002434,20251125,122038,2025-11-25 12:20:55.589,2025-11-25 12:39:34.212
500,MAT-000060,D,Product MAT-000060,Product MAT-000060,20260119,073047,2026-01-19 07:30:57.362,2026-01-19 07:40:25.948
500,MAT-003535,Z,Product MAT-003535,Product MAT-003535,20251118,170145,2025-11-18 17:01:59.992,2025-11-18 17:10:24.726
500,MAT-004457,Z,Product MAT-004457,Product MAT-004457,20260121,121242,2026-01-21 12:16:19.450,2026-01-21 12:40:36.175
500,MAT-002197,Z,Product MAT-002197,Product MAT-002197,20260211,174805,2026-02-11 17:48:13.375,2026-02-11 18:10:41.601
500,MAT-003087,Z,Product MAT-003087,Product MAT-003087,20260223,192126,2026-02-23 19:21:33.500,2026-02-23 19:40:13.033
500,MAT-004466,E,Product MAT-004466,Product MAT-004466,20260212,145253,2026-02-12 14:54:50.197,2026-02-12 15:10:47.671
500,MAT-001050,P,Product MAT-001050,Product MAT-001050,20260302,120326,2026-03-02 12:03:45.439,2026-03-02 12:12:58.559
500,MAT-000911,Z,Product MAT-000911,Product MAT-000911,20260302,140138,2026-03-02 14:02:04.588,2026-03-02 14:10:32.791
500,MAT-002659,P,Product MAT-002659,Product MAT-002659,20251128,205455,2025-11-28 20:55:01.160,2025-11-28 21:08:49.620
500,MAT-003037,P,Product MAT-003037,Product MAT-003037,20251112,174637,2025-11-12 17:47:04.577,2025-11-12 18:09:15.916
500,MAT-004340,P,Product MAT-004340,Product MAT-004340,20251203,103726,2025-12-03 10:37:31.019,2025-12-03 10:40:33.532
500,MAT-002023,Z,Product MAT-002023,Product MAT-002023,20260108,170945,2026-01-08 17:12:08.369,2026-01-08 17:38:50.842
500,MAT-002434,P,Product MAT-002434,Product MAT-002434,20251125,122038,2025-11-25 12:20:55.589,2025-11-25 12:39:34.212
500,MAT-004454,E,Product MAT-004454,Product MAT-004454,20251124,185705,2025-11-24 18:57:18.206,2025-11-24 19:07:59.107
