MANDT,MATNR,SPRAS,MAKTX,MAKTG,ZZDADATE,ZZDATIME,GLCOMMITTIME,LAST_UPDATED
500,MAT-001141,E,Product MAT-001141,Product MAT-001141,20251220,010232,2025-12-20 01:02:40.504,2025-12-20 01:15:47.955
500,MAT-003664,E,Product MAT-003664,Product MAT-003664,20260116,182912,2026-01-16 18:29:20.550,2026-01-16 18:39:14.839
500,MAT-003681,P,Product MAT-003681,Product MAT-003681,20251119,100021,2025-11-19 10:00:32.424,2025-11-19 10:11:55.216
500,MAT-003079,Z,Product MAT-003079,Product MAT-003079,20260202,145332,2026-02-02 14:53:42.238,2026-02-02 15:10:16.250
500,MAT-002773,P,Product MAT-002773,Product MAT-002773,20260202,133752,2026-02-02 13:43:33.228,2026-02-02 14:10:22.883
500,MAT-003046,P,Product MAT-003046,Product MAT-003046,20251211,201908,2025-12-11 20:19:19.447,2025-12-11 20:39:13.993
500,MAT-003052,Z,Product MAT-003052,Product MAT-003052,20251230,140036,2025-12-30 14:00:47.086,2025-12-30 14:07:33.625
500,MAT-003531,P,Product MAT-003531,Product MAT-003531,20251125,164440,2025-11-25 16:44:45.967,2025-11-25 17:09:45.090
500,MAT-002676,P,Product MAT-002676,Product MAT-002676,20260107,200600,2026-01-07 20:06:13.485,2026-01-07 20:09:51.812
500,MAT-003590,P,Product MAT-003590,Product MAT-003590,20260213,164201,2026-02-13 16:42:12.834,2026-02-13 17:09:51.525
500,MAT-002458,P,Product MAT-002458,Product MAT-002458,20260108,104957,2026-01-08 10:50:03.128,2026-01-08 11:09:14.506
500,MAT-003043,Z,Product MAT-003043,Product MAT-003043,20251125,195640,2025-11-25 19:56:49.179,2025-11-25 20:09:32.870
500,MAT-003087,P,Product MAT-003087,Product MAT-003087,20260223,192126,2026-02-23 19:21:33.500,2026-02-23 19:40:13.033
500,MAT-002661,Z,Product MAT-002661,Product MAT-002661,20251202,140924,2025-12-02 14:09:31.278,2025-12-02 14:10:50.026
500,MAT-002025,D,Product MAT-002025,Product MAT-002025,20260109,183422,2026-01-09 18:34:31.312,2026-01-09 18:39:46.450
500,MAT-003049,P,Product MAT-003049,Product MAT-003049,20251208,225111,2025-12-08 22:51:15.004,2025-12-08 23:17:52.207
500,MAT-000051,E,Product MAT-000051,Product MAT-000051,20251204,083430,2025-12-04 08:37:55.093,2025-12-04 08:40:00.889
500,MAT-003034,P,Product MAT-003034,Product MAT-003034,20251114,105049,2025-11-14 10:51:04.424,2025-11-14 11:10:09.488
500,MAT-000059,D,Product MAT-000059,Product MAT-000059,20251204,083608,2025-12-04 08:37:55.093,2025-12-04 08:40:00.889
500,MAT-001104,Z,Product MAT-001104,Product MAT-001104,20260212,175211,2026-02-12 17:52:29.966,2026-02-12 18:10:35.398
500,MAT-001161,Z,Product MAT-001161,Product MAT-001161,20260120,112646,2026-01-20 11:30:37.785,2026-01-20 11:39:50.278
500,MAT-003988,P,Product MAT-003988,Product MAT-003988,20260227,143108,2026-02-27 14:35:16.752,2026-02-27 14:40:01.180
500,MAT-003680,D,Product MAT-003680,Product MAT-003680,20260226,051401,2026-02-26 05:14:32.924,2026-02-26 05:39:30.713
500,MAT-002024,Z,Product MAT-002024,Product MAT-002024,20260108,171107,2026-01-08 17:12:08.369,2026-01-08 17:38:50.842
500,MAT-002198,P,Product MAT-002198,Product MAT-002198,20260212,121446,2026-02-12 12:16:34.586,2026-02-12 12:40:30.464
500,MAT-003048,E,Product MAT-003048,Product MAT-003048,20251212,114818,2025-12-12 11:48:55.016,2025-12-12 12:12:07.963
500,MAT-003591,Z,Product MAT-003591,Product MAT-003591,20260202,170247,2026-02-02 17:03:04.703,2026-02-02 17:10:03.369
500,MAT-000175,S,Product MAT-000175,Product MAT-000175,20251216,155757,2025-12-16 15:58:04.691,2025-12-16 16:10:55.677
500,MAT-001981,S,Product MAT-001981,Product MAT-001981,20260201,014240,2026-02-01 01:42:51.833,2026-02-01 02:14:52.254
500,MAT-002495,Z,Product MAT-002495,Product MAT-002495,20260128,114336,2026-01-28 11:43:42.523,2026-01-28 12:11:33.366
500,MAT-003671,P,Product MAT-003671,Product MAT-003671,20260127,114704,2026-01-27 11:47:13.053,2026-01-27 12:11:05.489
500,MAT-000731,Z,Product MAT-000731,Product MAT-000731,20251205,001920,2025-12-05 00:20:08.223,2025-12-05 00:39:01.041
500,MAT-004314,Z,Product MAT-004314,Product MAT-004314,20251217,221517,2025-12-17 22:15:25.377,2025-12-17 22:38:48.545
500,MAT-002441,Z,Product MAT-002441,Product MAT-002441,20251203,145027,2025-12-03 14:50:35.030,2025-12-03 15:11:15.411
500,MAT-001153,Z,Product MAT-001153,Product MAT-001153,20251231,134503,2025-12-31 13:45:13.961,2025-12-31 14:07:27.552
500,MAT-000754,E,Product MAT-000754,Product MAT-000754,20260227,192650,2026-02-27 19:33:40.213,2026-02-27 19:39:22.417
500,MAT-004471,Z,Product MAT-004471,Product MAT-004471,20260115,201212,2026-01-15 20:12:29.122,2026-01-15 20:39:11.189
500,MAT-002487,P,Product MAT-002487,Product MAT-002487,20260303,130835,2026-03-03 13:15:48.050,2026-03-03 13:40:50.759
500,MAT-002794,P,Product MAT-002794,Product MAT-002794,20260225,153936,2026-02-25 15:40:18.812,2026-02-25 15:40:50.425
500,MAT-003542,P,Product MAT-003542,Product MAT-003542,20251203,162116,2025-12-03 16:21:25.284,2025-12-03 16:40:35.530
500,MAT-001064,P,Product MAT-001064,Product MAT-001064,20251126,164300,2025-11-26 16:44:01.342,2025-11-26 17:10:02.814
500,MAT-003787,D,Product MAT-003787,Product MAT-003787,20251112,120542,2025-11-12 12:05:54.369,2025-11-12 12:40:10.991
500,MAT-002670,Z,Product MAT-002670,Product MAT-002670,20251212,194800,2025-12-12 19:48:16.072,2025-12-12 20:09:33.738
500,MAT-002770,Z,Product MAT-002770,Product MAT-002770,20260202,174959,2026-02-02 17:50:07.676,2026-02-02 18:10:13.484
500,MAT-002222,S,Product MAT-002222,Product MAT-002222,20260222,221425,2026-02-22 22:14:33.429,2026-02-22 22:15:15.471
500,MAT-002184,Z,Product MAT-002184,Product MAT-002184,20260130,201219,2026-01-30 20:14:03.080,2026-01-30 20:39:34.660
500,MAT-003664,D,Product MAT-003664,Product MAT-003664,20260116,182912,2026-01-16 18:29:20.550,2026-01-16 18:39:14.839
500,MAT-002670,P,Product MAT-002670,Product MAT-002670,20251212,194800,2025-12-12 19:48:16.072,2025-12-12 20:09:33.738
500,MAT-002659,Z,Product MAT-002659,Product MAT-002659,20251128,205455,2025-11-28 20:55:01.160,2025-11-28 21:08:49.620
500,MAT-000993,S,Product MAT-000993,Product MAT-000993,20260123,112810,2026-01-23 11:29:53.432,2026-01-23 11:40:13.466
500,MAT-003071,E,Product MAT-003071,Product MAT-003071,20260122,201332,2026-01-22 20:13:44.645,2026-01-22 20:39:27.466
500,MAT-002195,Z,Product MAT-002195,Product MAT-002195,20260209,190753,2026-02-09 19:11:09.837,2026-02-09 19:39:08.764
500,MAT-001158,D,Product MAT-001158,Product MAT-001158,20251112,184419,2025-11-12 18:45:08.870,2025-11-12 19:09:02.207
500,MAT-004453,P,Product MAT-004453,Product MAT-004453,20251112,184627,2025-11-12 18:50:45.784,2025-11-12 19:09:02.207
500,MAT-003039,Z,Product MAT-003039,Product MAT-003039,20251112,183631,2025-11-12 18:40:45.954,2025-11-12 19:09:02.207
500,MAT-002638,Z,Product MAT-002638,Product MAT-002638,20251112,185806,2025-11-12 18:59:20.033,2025-11-12 19:09:02.207
500,MAT-003039,P,Product MAT-003039,Product MAT-003039,20251112,183631,2025-11-12 18:40:45.954,2025-11-12 19:09:02.207
500,MAT-004453,E,Product MAT-004453,Product MAT-004453,20251112,184627,2025-11-12 18:50:45.784,2025-11-12 19:09:02.207
500,MAT-001158,S,Product MAT-001158,Product MAT-001158,20251112,184419,2025-11-12 18:45:08.870,2025-11-12 19:09:02.207
500,MAT-004453,D,Product MAT-004453,Product MAT-004453,20251112,184627,2025-11-12 18:50:45.784,2025-11-12 19:09:02.207
500,MAT-002638,P,Product MAT-002638,Product MAT-002638,20251112,185806,2025-11-12 18:59:20.033,2025-11-12 19:09:02.207
500,MAT-001158,E,Product MAT-001158,Product MAT-001158,20251112,184419,2025-11-12 18:45:08.870,2025-11-12 19:09:02.207
500,MAT-001158,P,Product MAT-001158,Product MAT-001158,20251112,184419,2025-11-12 18:45:08.870,2025-11-12 19:09:02.207
500,MAT-002639,P,Product MAT-002639,Product MAT-002639,20251112,190346,2025-11-12 19:04:21.993,2025-11-12 19:09:02.207
500,MAT-002639,Z,Product MAT-002639,Product MAT-002639,20251112,190346,2025-11-12 19:04:21.993,2025-11-12 19:09:02.207
500,MAT-001158,Z,Product MAT-001158,Product MAT-001158,20251112,184419,2025-11-12 18:45:08.870,2025-11-12 19:09:02.207
500,MAT-003523,E,Product MAT-003523,Product MAT-003523,20251113,140142,2025-11-13 14:01:49.692,2025-11-13 14:10:23.934
500,MAT-003523,P,Product MAT-003523,Product MAT-003523,20251113,140142,2025-11-13 14:01:49.692,2025-11-13 14:10:23.934
500,MAT-003523,Z,Product MAT-003523,Product MAT-003523,20251113,140142,2025-11-13 14:01:49.692,2025-11-13 14:10:23.934
500,MAT-000619,P,Product MAT-000619,Product MAT-000619,20251112,192120,2025-11-12 19:23:57.540,2025-11-12 19:38:39.954
500,MAT-000619,E,Product MAT-000619,Product MAT-000619,20251112,192120,2025-11-12 19:23:57.540,2025-11-12 19:38:39.954
500,MAT-000619,S,Product MAT-000619,Product MAT-000619,20251112,192120,2025-11-12 19:23:57.540,2025-11-12 19:38:39.954
500,MAT-000619,D,Product MAT-000619,Product MAT-000619,20251112,192120,2025-11-12 19:23:57.540,2025-11-12 19:38:39.954
500,MAT-001450,P,Product MAT-001450,Product MAT-001450,20251112,192755,2025-11-12 19:28:18.985,2025-11-12 19:38:39.954
500,MAT-002475,P,Product MAT-002475,Product MAT-002475,20260203,183733,2026-02-03 18:37:43.879,2026-02-03 19:09:20.223
500,MAT-001436,P,Product MAT-001436,Product MAT-001436,20251112,144444,2025-11-12 14:49:03.537,2025-11-12 15:09:57.501
500,MAT-001437,P,Product MAT-001437,Product MAT-001437,20251112,144444,2025-11-12 14:49:03.537,2025-11-12 15:09:57.501
500,MAT-001440,P,Product MAT-001440,Product MAT-001440,20251112,144532,2025-11-12 14:49:03.537,2025-11-12 15:09:57.501
500,MAT-001454,P,Product MAT-001454,Product MAT-001454,20251112,144940,2025-11-12 14:53:45.120,2025-11-12 15:09:57.501
500,MAT-001455,P,Product MAT-001455,Product MAT-001455,20251112,145038,2025-11-12 14:53:45.120,2025-11-12 15:09:57.501
500,MAT-001457,P,Product MAT-001457,Product MAT-001457,20251112,145100,2025-11-12 14:53:45.120,2025-11-12 15:09:57.501
500,MAT-001458,P,Product MAT-001458,Product MAT-001458,20251112,145100,2025-11-12 14:53:45.120,2025-11-12 15:09:57.501
500,MAT-001460,P,Product MAT-001460,Product MAT-001460,20251112,145150,2025-11-12 14:53:45.120,2025-11-12 15:09:57.501
500,MAT-001467,P,Product MAT-001467,Product MAT-001467,20251112,145638,2025-11-12 14:58:15.259,2025-11-12 15:09:57.501
500,MAT-001469,P,Product MAT-001469,Product MAT-001469,20251112,145840,2025-11-12 15:03:42.429,2025-11-12 15:09:57.501
500,MAT-001471,P,Product MAT-001471,Product MAT-001471,20251112,150019,2025-11-12 15:03:42.429,2025-11-12 15:09:57.501
500,MAT-001472,P,Product MAT-001472,Product MAT-001472,20251112,150141,2025-11-12 15:03:42.429,2025-11-12 15:09:57.501
500,MAT-001473,P,Product MAT-001473,Product MAT-001473,20251112,150141,2025-11-12 15:03:42.429,2025-11-12 15:09:57.501
500,MAT-001474,P,Product MAT-001474,Product MAT-001474,20251112,150141,2025-11-12 15:03:42.429,2025-11-12 15:09:57.501
500,MAT-001476,P,Product MAT-001476,Product MAT-001476,20251112,150259,2025-11-12 15:03:42.429,2025-11-12 15:09:57.501
500,MAT-001431,P,Product MAT-001431,Product MAT-001431,20251112,144253,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-001423,P,Product MAT-001423,Product MAT-001423,20251112,144003,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-001426,P,Product MAT-001426,Product MAT-001426,20251112,144126,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-001449,P,Product MAT-001449,Product MAT-001449,20251112,144854,2025-11-12 14:49:03.537,2025-11-12 15:09:57.501
500,MAT-001459,P,Product MAT-001459,Product MAT-001459,20251112,145118,2025-11-12 14:53:45.120,2025-11-12 15:09:57.501
500,MAT-001453,P,Product MAT-001453,Product MAT-001453,20251112,144940,2025-11-12 14:53:45.120,2025-11-12 15:09:57.501
500,MAT-001462,P,Product MAT-001462,Product MAT-001462,20251112,145244,2025-11-12 14:53:45.120,2025-11-12 15:09:57.501
500,MAT-003892,E,Product MAT-003892,Product MAT-003892,20251112,142833,2025-11-12 14:29:43.613,2025-11-12 14:39:59.277
500,MAT-002427,P,Product MAT-002427,Product MAT-002427,20251112,143848,2025-11-12 14:39:26.941,2025-11-12 14:39:59.277
500,MAT-003891,E,Product MAT-003891,Product MAT-003891,20251112,142916,2025-11-12 14:29:43.613,2025-11-12 14:39:59.277
500,MAT-003891,D,Product MAT-003891,Product MAT-003891,20251112,142916,2025-11-12 14:29:43.613,2025-11-12 14:39:59.277
500,MAT-003894,D,Product MAT-003894,Product MAT-003894,20251112,143051,2025-11-12 14:34:26.861,2025-11-12 14:39:59.277
500,MAT-003892,D,Product MAT-003892,Product MAT-003892,20251112,142833,2025-11-12 14:29:43.613,2025-11-12 14:39:59.277
500,MAT-003899,D,Product MAT-003899,Product MAT-003899,20251112,142916,2025-11-12 14:29:43.613,2025-11-12 14:39:59.277
500,MAT-002427,Z,Product MAT-002427,Product MAT-002427,20251112,143848,2025-11-12 14:39:26.941,2025-11-12 14:39:59.277
500,MAT-002425,Z,Product MAT-002425,Product MAT-002425,20251112,142251,2025-11-12 14:25:07.917,2025-11-12 14:39:59.277
500,MAT-001961,P,Product MAT-001961,Product MAT-001961,20251112,143159,2025-11-12 14:34:26.861,2025-11-12 14:39:59.277
500,MAT-001224,S,Product MAT-001224,Product MAT-001224,20251112,144023,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-001224,D,Product MAT-001224,Product MAT-001224,20251112,144023,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-001224,P,Product MAT-001224,Product MAT-001224,20251112,144023,2025-11-12 14:44:36.782,2025-11-12 15:09:57.501
500,MAT-001223,Z,Product MAT-001223,Product MAT-001223,20251112,143534,2025-11-12 14:39:26.941,2025-11-12 14:39:59.277
500,MAT-003889,D,Product MAT-003889,Product MAT-003889,20251112,142833,2025-11-12 14:29:43.613,2025-11-12 14:39:59.277
500,MAT-003037,Z,Product MAT-003037,Product MAT-003037,20251112,174637,2025-11-12 17:47:04.577,2025-11-12 18:09:15.916
500,MAT-002634,P,Product MAT-002634,Product MAT-002634,20251112,174516,2025-11-12 17:47:04.577,2025-11-12 18:09:15.916
500,MAT-002634,Z,Product MAT-002634,Product MAT-002634,20251112,174516,2025-11-12 17:47:04.577,2025-11-12 18:09:15.916
500,MAT-002635,Z,Product MAT-002635,Product MAT-002635,20251112,175934,2025-11-12 17:59:39.790,2025-11-12 18:09:15.916
500,MAT-002635,P,Product MAT-002635,Product MAT-002635,20251112,175934,2025-11-12 17:59:39.790,2025-11-12 18:09:15.916
500,MAT-004010,P,Product MAT-004010,Product MAT-004010,20251112,193947,2025-11-12 19:42:43.743,2025-11-12 20:08:58.779
500,MAT-004010,E,Product MAT-004010,Product MAT-004010,20251112,193947,2025-11-12 19:42:43.743,2025-11-12 20:08:58.779
500,MAT-004008,P,Product MAT-004008,Product MAT-004008,20251112,194141,2025-11-12 19:42:43.743,2025-11-12 20:08:58.779
500,MAT-001962,D,Product MAT-001962,Product MAT-001962,20251113,105129,2025-11-13 10:51:35.612,2025-11-13 11:09:51.717
500,MAT-003522,E,Product MAT-003522,Product MAT-003522,20251113,103602,2025-11-13 10:36:11.241,2025-11-13 11:09:51.717
500,MAT-003522,Z,Product MAT-003522,Product MAT-003522,20251113,103602,2025-11-13 10:36:11.241,2025-11-13 11:09:51.717
500,MAT-001962,E,Product MAT-001962,Product MAT-001962,20251113,105129,2025-11-13 10:51:35.612,2025-11-13 11:09:51.717
500,MAT-003703,P,Product MAT-003703,Product MAT-003703,20251113,100033,2025-11-13 10:00:41.405,2025-11-13 10:10:02.484
500,MAT-003702,P,Product MAT-003702,Product MAT-003702,20251113,100033,2025-11-13 10:00:41.405,2025-11-13 10:10:02.484
500,MAT-003701,P,Product MAT-003701,Product MAT-003701,20251113,100033,2025-11-13 10:00:41.405,2025-11-13 10:10:02.484
500,MAT-004026,P,Product MAT-004026,Product MAT-004026,20251113,110143,2025-11-13 11:01:56.765,2025-11-13 11:09:51.717
500,MAT-004026,D,Product MAT-004026,Product MAT-004026,20251113,110143,2025-11-13 11:01:56.765,2025-11-13 11:09:51.717
500,MAT-004026,E,Product MAT-004026,Product MAT-004026,20251113,110143,2025-11-13 11:01:56.765,2025-11-13 11:09:51.717
500,MAT-004026,S,Product MAT-004026,Product MAT-004026,20251113,110143,2025-11-13 11:01:56.765,2025-11-13 11:09:51.717
500,MAT-002426,P,Product MAT-002426,Product MAT-002426,20251113,150845,2025-11-13 15:09:02.856,2025-11-13 15:11:34.261
500,MAT-002629,Z,Product MAT-002629,Product MAT-002629,20251113,145349,2025-11-13 14:53:58.565,2025-11-13 15:11:34.261
500,MAT-002426,Z,Product MAT-002426,Product MAT-002426,20251113,150845,2025-11-13 15:09:02.856,2025-11-13 15:11:34.261
500,MAT-002629,P,Product MAT-002629,Product MAT-002629,20251113,145349,2025-11-13 14:53:58.565,2025-11-13 15:11:34.261
500,MAT-003884,E,Product MAT-003884,Product MAT-003884,20251112,124016,2025-11-12 12:40:27.970,2025-11-12 13:10:06.845
500,MAT-003886,E,Product MAT-003886,Product MAT-003886,20251112,123918,2025-11-12 12:40:27.970,2025-11-12 13:10:06.845
500,MAT-003881,E,Product MAT-003881,Product MAT-003881,20251112,123918,2025-11-12 12:40:27.970,2025-11-12 13:10:06.845
500,MAT-003872,E,Product MAT-003872,Product MAT-003872,20251112,123851,2025-11-12 12:40:27.970,2025-11-12 13:10:06.845
500,MAT-003882,D,Product MAT-003882,Product MAT-003882,20251112,124016,2025-11-12 12:40:27.970,2025-11-12 13:10:06.845
500,MAT-003881,D,Product MAT-003881,Product MAT-003881,20251112,123918,2025-11-12 12:40:27.970,2025-11-12 13:10:06.845
500,MAT-003883,E,Product MAT-003883,Product MAT-003883,20251112,123851,2025-11-12 12:40:27.970,2025-11-12 13:10:06.845
500,MAT-003883,D,Product MAT-003883,Product MAT-003883,20251112,123851,2025-11-12 12:40:27.970,2025-11-12 13:10:06.845
500,MAT-003882,E,Product MAT-003882,Product MAT-003882,20251112,124016,2025-11-12 12:40:27.970,2025-11-12 13:10:06.845
500,MAT-003887,E,Product MAT-003887,Product MAT-003887,20251112,123918,2025-11-12 12:40:27.970,2025-11-12 13:10:06.845
500,MAT-003886,D,Product MAT-003886,Product MAT-003886,20251112,123918,2025-11-12 12:40:27.970,2025-11-12 13:10:06.845
500,MAT-003879,E,Product MAT-003879,Product MAT-003879,20251112,124016,2025-11-12 12:40:27.970,2025-11-12 13:10:06.845
500,MAT-003888,E,Product MAT-003888,Product MAT-003888,20251112,123851,2025-11-12 12:40:27.970,2025-11-12 13:10:06.845
500,MAT-002646,Z,Product MAT-002646,Product MAT-002646,20251112,220854,2025-11-12 22:09:13.937,2025-11-12 22:38:40.326
500,MAT-002646,P,Product MAT-002646,Product MAT-002646,20251112,220854,2025-11-12 22:09:13.937,2025-11-12 22:38:40.326
500,MAT-002646,E,Product MAT-002646,Product MAT-002646,20251112,220854,2025-11-12 22:09:13.937,2025-11-12 22:38:40.326
500,MAT-002645,P,Product MAT-002645,Product MAT-002645,20251112,221214,2025-11-12 22:12:32.145,2025-11-12 22:38:40.326
500,MAT-000336,D,Product MAT-000336,Product MAT-000336,20251112,183530,2025-11-12 18:36:33.405,2025-11-12 18:38:57.141
500,MAT-000336,E,Product MAT-000336,Product MAT-000336,20251112,183530,2025-11-12 18:36:33.405,2025-11-12 18:38:57.141
500,MAT-000336,P,Product MAT-000336,Product MAT-000336,20251112,183530,2025-11-12 18:36:33.405,2025-11-12 18:38:57.141
500,MAT-000336,S,Product MAT-000336,Product MAT-000336,20251112,183530,2025-11-12 18:36:33.405,2025-11-12 18:38:57.141
500,MAT-001156,P,Product MAT-001156,Product MAT-001156,20251112,170231,2025-11-12 17:05:06.994,2025-11-12 17:09:58.893
500,MAT-001156,S,Product MAT-001156,Product MAT-001156,20251112,170231,2025-11-12 17:05:06.994,2025-11-12 17:09:58.893
500,MAT-001156,E,Product MAT-001156,Product MAT-001156,20251112,170231,2025-11-12 17:05:06.994,2025-11-12 17:09:58.893
500,MAT-001156,D,Product MAT-001156,Product MAT-001156,20251112,170231,2025-11-12 17:05:06.994,2025-11-12 17:09:58.893
500,MAT-000559,D,Product MAT-000559,Product MAT-000559,20251113,070545,2025-11-13 07:06:00.833,2025-11-13 07:10:00.489
500,MAT-000559,E,Product MAT-000559,Product MAT-000559,20251113,070545,2025-11-13 07:06:00.833,2025-11-13 07:10:00.489
500,MAT-000559,S,Product MAT-000559,Product MAT-000559,20251113,070545,2025-11-13 07:06:00.833,2025-11-13 07:10:00.489
500,MAT-000560,D,Product MAT-000560,Product MAT-000560,20251113,070545,2025-11-13 07:06:00.833,2025-11-13 07:10:00.489
500,MAT-000560,E,Product MAT-000560,Product MAT-000560,20251113,070545,2025-11-13 07:06:00.833,2025-11-13 07:10:00.489
500,MAT-000560,S,Product MAT-000560,Product MAT-000560,20251113,070545,2025-11-13 07:06:00.833,2025-11-13 07:10:00.489
500,MAT-000107,E,Product MAT-000107,Product MAT-000107,20251113,070124,2025-11-13 07:01:36.935,2025-11-13 07:10:00.489
500,MAT-001067,P,Product MAT-001067,Product MAT-001067,20251112,110745,2025-11-12 11:07:51.912,2025-11-12 11:09:55.279
500,MAT-001067,Z,Product MAT-001067,Product MAT-001067,20251112,110745,2025-11-12 11:07:51.912,2025-11-12 11:09:55.279
500,MAT-001067,D,Product MAT-001067,Product MAT-001067,20251112,110745,2025-11-12 11:07:51.912,2025-11-12 11:09:55.279
500,MAT-001223,S,Product MAT-001223,Product MAT-001223,20251112,143534,2025-11-12 14:39:26.941,2025-11-12 14:39:59.277
500,MAT-001067,E,Product MAT-001067,Product MAT-001067,20251112,110745,2025-11-12 11:07:51.912,2025-11-12 11:09:55.279
500,MAT-001342,P,Product MAT-001342,Product MAT-001342,20251112,141035,2025-11-12 14:15:59.269,2025-11-12 14:39:59.277
500,MAT-001343,P,Product MAT-001343,Product MAT-001343,20251112,141035,2025-11-12 14:15:59.269,2025-11-12 14:39:59.277
500,MAT-001344,P,Product MAT-001344,Product MAT-001344,20251112,141146,2025-11-12 14:15:59.269,2025-11-12 14:39:59.277
500,MAT-001345,P,Product MAT-001345,Product MAT-001345,20251112,141146,2025-11-12 14:15:59.269,2025-11-12 14:39:59.277
500,MAT-001346,P,Product MAT-001346,Product MAT-001346,20251112,141146,2025-11-12 14:15:59.269,2025-11-12 14:39:59.277
500,MAT-001347,P,Product MAT-001347,Product MAT-001347,20251112,141146,2025-11-12 14:15:59.269,2025-11-12 14:39:59.277
500,MAT-001348,P,Product MAT-001348,Product MAT-001348,20251112,141245,2025-11-12 14:15:59.269,2025-11-12 14:39:59.277
500,MAT-001349,P,Product MAT-001349,Product MAT-001349,20251112,141245,2025-11-12 14:15:59.269,2025-11-12 14:39:59.277
500,MAT-001350,P,Product MAT-001350,Product MAT-001350,20251112,141245,2025-11-12 14:15:59.269,2025-11-12 14:39:59.277
500,MAT-001351,P,Product MAT-001351,Product MAT-001351,20251112,141245,2025-11-12 14:15:59.269,2025-11-12 14:39:59.277
500,MAT-001352,P,Product MAT-001352,Product MAT-001352,20251112,141403,2025-11-12 14:15:59.269,2025-11-12 14:39:59.277
500,MAT-001353,P,Product MAT-001353,Product MAT-001353,20251112,141437,2025-11-12 14:15:59.269,2025-11-12 14:39:59.277
500,MAT-001354,P,Product MAT-001354,Product MAT-001354,20251112,141437,2025-11-12 14:15:59.269,2025-11-12 14:39:59.277
500,MAT-001418,P,Product MAT-001418,Product MAT-001418,20251112,143848,2025-11-12 14:39:26.941,2025-11-12 14:39:59.277
500,MAT-001295,P,Product MAT-001295,Product MAT-001295,20251112,135043,2025-11-12 13:51:23.947,2025-11-12 14:11:04.024
500,MAT-001281,P,Product MAT-001281,Product MAT-001281,20251112,134327,2025-11-12 13:43:33.185,2025-11-12 14:11:04.024
500,MAT-001292,P,Product MAT-001292,Product MAT-001292,20251112,134947,2025-11-12 13:51:23.947,2025-11-12 14:11:04.024
500,MAT-001330,P,Product MAT-001330,Product MAT-001330,20251112,140420,2025-11-12 14:05:02.811,2025-11-12 14:11:04.024
500,MAT-001290,P,Product MAT-001290,Product MAT-001290,20251112,134821,2025-11-12 13:51:23.947,2025-11-12 14:11:04.024
500,MAT-001291,P,Product MAT-001291,Product MAT-001291,20251112,134821,2025-11-12 13:51:23.947,2025-11-12 14:11:04.024
500,MAT-001293,P,Product MAT-001293,Product MAT-001293,20251112,134947,2025-11-12 13:51:23.947,2025-11-12 14:11:04.024
500,MAT-001296,P,Product MAT-001296,Product MAT-001296,20251112,135043,2025-11-12 13:51:23.947,2025-11-12 14:11:04.024
500,MAT-001299,P,Product MAT-001299,Product MAT-001299,20251112,135308,2025-11-12 13:55:03.755,2025-11-12 14:11:04.024
500,MAT-001297,P,Product MAT-001297,Product MAT-001297,20251112,135043,2025-11-12 13:51:23.947,2025-11-12 14:11:04.024
500,MAT-003866,D,Product MAT-003866,Product MAT-003866,20251112,131355,2025-11-12 13:14:24.440,2025-11-12 13:40:47.158
500,MAT-003867,E,Product MAT-003867,Product MAT-003867,20251112,131447,2025-11-12 13:19:22.173,2025-11-12 13:40:47.158
500,MAT-003867,D,Product MAT-003867,Product MAT-003867,20251112,131447,2025-11-12 13:19:22.173,2025-11-12 13:40:47.158
500,MAT-003860,D,Product MAT-003860,Product MAT-003860,20251112,131447,2025-11-12 13:19:22.173,2025-11-12 13:40:47.158
500,MAT-003866,E,Product MAT-003866,Product MAT-003866,20251112,131355,2025-11-12 13:14:24.440,2025-11-12 13:40:47.158
500,MAT-003868,D,Product MAT-003868,Product MAT-003868,20251112,131527,2025-11-12 13:19:22.173,2025-11-12 13:40:47.158
500,MAT-001953,E,Product MAT-001953,Product MAT-001953,20251112,141008,2025-11-12 14:10:33.609,2025-11-12 14:11:04.024
500,MAT-001953,D,Product MAT-001953,Product MAT-001953,20251112,141008,2025-11-12 14:10:33.609,2025-11-12 14:11:04.024
500,MAT-001953,P,Product MAT-001953,Product MAT-001953,20251112,141008,2025-11-12 14:10:33.609,2025-11-12 14:11:04.024
500,MAT-003862,E,Product MAT-003862,Product MAT-003862,20251112,131447,2025-11-12 13:19:22.173,2025-11-12 13:40:47.158
500,MAT-003869,E,Product MAT-003869,Product MAT-003869,20251112,131355,2025-11-12 13:14:24.440,2025-11-12 13:40:47.158
500,MAT-003865,D,Product MAT-003865,Product MAT-003865,20251112,131355,2025-11-12 13:14:24.440,2025-11-12 13:40:47.158
500,MAT-003860,E,Product MAT-003860,Product MAT-003860,20251112,131447,2025-11-12 13:19:22.173,2025-11-12 13:40:47.158
500,MAT-003864,E,Product MAT-003864,Product MAT-003864,20251112,131447,2025-11-12 13:19:22.173,2025-11-12 13:40:47.158
