MANDT,MATNR,BWKEY,BWTAR,LVORM,LBKUM,SALK3,VPRSV,VERPR,STPRS,PEINH,BKLAS,SALKV,VMKUM,VMSAL,VMVPR,VMVER,VMSTP,VMPEI,VMBKL,VMSAV,VJKUM,VJSAL,VJVPR,VJVER,VJSTP,VJPEI,VJBKL,VJSAV,LFGJA,LFMON,BWTTY,STPRV,LAEPR,ZKPRS,ZKDAT,TIMESTAMP,BWPRS,BWPRH,VJBWS,VJBWH,VVJSL,VVJLB,VVMLB,VVSAL,ZPLPR,ZPLP1,ZPLP2,ZPLP3,ZPLD1,ZPLD2,ZPLD3,PPERZ,PPERL,PPERV,KALKZ,KALKL,KALKV,KALSC,XLIFO,MYPOL,BWPH1,BWPS1,ABWKZ,PSTAT,KALN1,KALNR,BWVA1,BWVA2,BWVA3,VERS1,VERS2,VERS3,HRKFT,KOSGR,PPRDZ,PPRDL,PPRDV,PDATZ,PDATL,PDATV,EKALR,VPLPR,MLMAA,MLAST,LPLPR,VKSAL,HKMAT,SPERW,KZIWL,WLINL,ABCIW,BWSPA,LPLPX,VPLPX,FPLPX,LBWST,VBWST,FBWST,EKLAS,QKLAS,MTUSE,MTORG,OWNPR,XBEWM,BWPEI,MBRUE,OKLAS,OIPPINV,/SIE/SSG_ZRUAD,ZZDADATE,ZZDATIME,GLCOMMITTIME,LAST_UPDATED
500,MAT-003716,PLNT-36,,,0.000,0.00,S,1.00,1.00,1,4000,0.00,0.000,0.00,S,1.00,1.00,1,4000,0.00,0.000,0.00,S,1.00,1.00,1,4000,0.00,2024,11,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,,,0.00,0.00,00,BG,000173784425,000173784426,,,,00,00,00,050,2E670,000,000,000,0000,0000,0000,X,0.00,X,3,0.00,0.00,X,,,00000000,,0.00,0.00,0.00,0.00,,,,,,1,0,X,,0,,,,0.00,20240805,142320,2024-08-05 14:23:53.422,2024-08-05 14:46:28.819
500,MAT-004275,PLNT-31,,,0.000,0.00,S,0.00,1.00,1,9100,0.00,0.000,0.00,S,0.00,1.00,1,9100,0.00,0.000,0.00,S,0.00,1.00,1,9100,0.00,2025,07,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,,,0.00,0.00,00,BG,000174873615,000174873616,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,,,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,0,,,0,,,,0.00,20250430,155321,2025-04-30 15:55:27.501,2025-04-30 16:08:13.357
500,MAT-001035,PLNT-46,,,0.000,0.00,S,1598.29,1598.29,1,9100,0.00,0.000,0.00,S,1598.29,1598.29,1,9100,0.00,0.000,0.00,S,1598.29,1598.29,1,9100,0.00,2025,09,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,,,0.00,0.00,00,BG,000175066647,000175066648,,,,00,00,00,,,000,000,000,0000,0000,0000,X,0.00,,,0.00,0.00,X,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,1,,,0,,,,0.00,20250614,144632,2025-06-14 14:46:39.776,2025-06-14 15:07:27.929
500,MAT-004332,PLNT-41,,,0.000,0.00,S,0.00,1000.00,1,9100,0.00,0.000,0.00,S,0.00,1000.00,1,9100,0.00,0.000,0.00,S,0.00,1000.00,1,9100,0.00,2025,02,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,,,0.00,0.00,00,B,000174271322,000174271323,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,,,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,0,,,0,X,,,0.00,20241121,232346,2024-11-21 23:24:13.272,2024-11-21 23:40:56.050
500,MAT-000042,PLNT-12,NEW,,0.000,0.00,V,0.00,0.00,1,8000,0.00,0.000,0.00,V,0.00,0.00,1,8000,0.00,0.000,0.00,V,0.00,0.00,1,8000,0.00,2025,11,Q,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,B,000175747454,000175747455,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,X,2,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,1,,,0,,,,0.00,20250823,005345,2025-08-23 00:53:53.264,2025-08-23 01:07:50.934
500,MAT-001114,PLNT-50,,,0.000,0.00,S,2662.03,2662.03,1,9101,0.00,0.000,0.00,S,2662.03,2662.03,1,9101,0.00,0.000,0.00,V,0.01,2662.03,1,9101,0.00,2025,10,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,,,0.00,0.00,00,BG,000175501573,000175501574,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,,,0.00,0.00,X,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,1,,,0,,,,0.00,20250724,131641,2025-07-24 13:19:53.355,2025-07-24 13:37:35.275
500,MAT-003608,PLNT-20,,,0.000,0.00,S,355525.00,355525.00,1,9000,0.00,0.000,0.00,S,355525.00,355525.00,1,9000,0.00,0.000,0.00,S,355525.00,355525.00,1,9000,0.00,2026,05,,0.00,00000000,0.00,00000000,0,0.00,1091026.10,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,B,000176663215,000176663216,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,,,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,3,4,X,,1,,,,0.00,20260224,131142,2026-02-24 13:13:29.845,2026-02-24 13:38:07.251
500,MAT-003602,PLNT-22,,,0.000,0.00,S,267075.55,267075.55,1,9000,0.00,0.000,0.00,S,267075.55,267075.55,1,9000,0.00,0.000,0.00,S,267075.55,267075.55,1,9000,0.00,2026,05,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,B,000176648084,000176648085,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,,,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,3,6,,,0,,,,0.00,20260219,175936,2026-02-19 17:59:43.459,2026-02-19 18:07:07.415
500,MAT-000160,PLNT-12,,,0.000,0.00,V,0.01,1.00,1,8000,0.00,0.000,0.00,V,0.01,1.00,1,8000,0.00,0.000,0.00,V,0.01,1.00,1,8000,0.00,2026,05,Q,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,BG,000176669943,000176669944,,,,00,00,00,020,,000,000,000,0000,0000,0000,,0.00,X,2,0.00,0.00,X,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,6,,,0,,,,0.00,20260225,192226,2026-02-25 19:25:53.573,2026-02-25 19:36:49.221
500,MAT-003586,PLNT-11,,,0.000,0.00,S,1876.63,1876.63,1,9000,0.00,0.000,0.00,S,1876.63,1876.63,1,9000,0.00,0.000,0.00,S,1876.63,1876.63,1,9000,0.00,2026,04,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,B,000176569467,000176569468,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,,,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,3,1,,,0,,,,0.00,20260128,172417,2026-01-28 17:28:41.389,2026-01-28 17:32:13.199
500,MAT-003458,PLNT-37,,,0.000,0.00,S,1818.14,6823.71,1,9000,0.00,0.000,0.00,S,1818.14,6823.71,1,9000,0.00,0.000,0.00,S,1818.14,6823.71,1,9000,0.00,2025,12,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,B,000175810907,000175810908,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,,,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,3,1,,,1,,,,0.00,20250903,115026,2025-09-03 11:50:46.896,2025-09-03 12:08:39.690
500,MAT-000885,PLNT-31,,,0.000,0.00,S,6420.73,6420.73,1,9101,0.00,0.000,0.00,S,6420.73,6420.73,1,9101,0.00,0.000,0.00,S,6420.73,6420.73,1,9101,0.00,2026,04,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,,,0.00,0.00,00,BG,000176534289,000176534290,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,,,0.00,0.00,X,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,1,,,0,,,,0.00,20260121,171613,2026-01-21 17:18:19.789,2026-01-21 17:37:38.035
500,MAT-003093,PLNT-13,,,0.000,0.00,V,0.00,0.00,1,1030,0.00,0.000,0.00,V,0.00,0.00,1,1030,0.00,0.000,0.00,V,0.00,0.00,1,1030,0.00,2025,09,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,B,000175131715,000175131716,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,X,2,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,2,0,,,0,,,,0.00,20250630,172535,2025-06-30 17:29:25.478,2025-06-30 17:37:18.089
500,MAT-000171,PLNT-12,REPAIR 100,,0.000,0.00,V,0.00,0.00,1,8000,0.00,0.000,0.00,V,0.00,0.00,1,8000,0.00,0.000,0.00,V,0.00,0.00,1,8000,0.00,2026,02,Q,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,B,000176274925,000176274926,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,X,2,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,1,,,0,,,,0.00,20251121,143007,2025-11-21 14:34:13.255,2025-11-21 14:37:24.773
500,MAT-000482,PLNT-12,REPAIR 100,,0.000,0.00,V,0.00,0.00,1,8000,0.00,0.000,0.00,V,0.00,0.00,1,8000,0.00,0.000,0.00,V,0.00,0.00,1,8000,0.00,2026,02,Q,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,B,000176279989,000176279990,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,X,2,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,1,,,0,,,,0.00,20251122,142417,2025-11-22 14:24:33.441,2025-11-22 14:36:37.194
500,MAT-003289,PLNT-36,,,0.000,0.00,S,85854.86,85854.86,1,9000,0.00,0.000,0.00,S,85854.86,85854.86,1,9000,0.00,0.000,0.00,S,85854.86,85854.86,1,9000,0.00,2025,12,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,B,000175917954,000175917955,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,,,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,2,1,,,0,,,,0.00,20250925,120429,2025-09-25 12:05:24.643,2025-09-25 12:09:30.128
500,MAT-000591,PLNT-12,DEFECT 0,,0.000,0.00,S,0.00,0.00,1,8000,0.00,0.000,0.00,S,0.00,0.00,1,8000,0.00,0.000,0.00,S,0.00,0.00,1,8000,0.00,2026,01,Q,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,B,000176112018,000176112019,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,X,2,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,1,,,0,,,,0.00,20251026,201455,2025-10-26 20:15:01.711,2025-10-26 20:36:32.854
500,MAT-004606,PLNT-37,,,0.000,0.00,S,100.00,0.00,1,9100,0.00,0.000,0.00,S,100.00,0.00,1,9100,0.00,0.000,0.00,S,100.00,0.00,1,9100,0.00,2024,12,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,,,0.00,0.00,00,BG,000174026027,000174026028,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,,,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,0,,,0,,,,0.00,20240926,173554,2024-09-26 17:38:51.252,2024-09-26 17:40:34.794
500,MAT-004600,PLNT-45,,,0.000,0.00,S,212413.60,212413.60,1,9100,0.00,0.000,0.00,S,212413.60,212413.60,1,9100,0.00,0.000,0.00,S,212413.60,212413.60,1,9100,0.00,2025,02,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,,,0.00,0.00,00,BG,000174278050,000174278051,,,,00,00,00,030,,000,000,000,0000,0000,0000,X,0.00,,,0.00,0.00,X,,,00000000,,0.00,0.00,0.00,0.00,,,,,,2,0,,,0,X,,,0.00,20241125,192512,2024-11-25 19:26:37.781,2024-11-25 19:42:51.602
500,MAT-004482,PLNT-32,,,0.000,0.00,S,1.00,1.00,1,9100,0.00,0.000,0.00,S,1.00,1.00,1,9100,0.00,0.000,0.00,S,1.00,1.00,1,9100,0.00,2025,01,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,,,0.00,0.00,00,BG,000174171212,000174171213,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,,,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,0,,,0,,,,0.00,20241029,132902,2024-10-29 13:35:47.876,2024-10-29 13:42:32.533
500,MAT-001032,PLNT-46,,,0.000,0.00,S,9784.78,9784.78,1,9100,0.00,0.000,0.00,S,9784.78,9784.78,1,9100,0.00,0.000,0.00,S,9784.78,9784.78,1,9100,0.00,2026,03,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,,,0.00,0.00,00,BG,000176350274,000176350275,,,,00,00,00,,,000,000,000,0000,0000,0000,X,0.00,,,0.00,0.00,X,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,1,,,0,,,,0.00,20251205,005914,2025-12-05 01:04:23.660,2025-12-05 01:06:59.502
500,MAT-000551,PLNT-12,DEFECT 0,,0.000,0.00,S,0.00,0.00,1,8000,0.00,0.000,0.00,S,0.00,0.00,1,8000,0.00,0.000,0.00,S,0.00,0.00,1,8000,0.00,2026,01,Q,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,B,000176147071,000176147072,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,X,2,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,1,,,0,,,,0.00,20251028,231955,2025-10-28 23:20:18.325,2025-10-28 23:37:18.407
500,MAT-003374,PLNT-21,,,0.000,0.00,S,0.00,0.00,1,9000,0.00,0.000,0.00,S,0.00,0.00,1,9000,0.00,0.000,0.00,S,0.00,0.00,1,9000,0.00,2025,06,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,B,000174638528,000174638529,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,,,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,3,0,,,1,,,,0.00,20250312,135850,2025-03-12 14:00:45.324,2025-03-12 14:08:35.896
500,MAT-001160,PLNT-47,,,0.000,0.00,S,826.11,826.11,1,9101,0.00,0.000,0.00,V,0.01,0.00,1,9101,0.00,0.000,0.00,V,0.01,0.00,1,9101,0.00,2025,10,,0.01,20250721,0.00,00000000,20250721141853,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,,,0.00,0.00,00,BG,000175479800,000175479801,,,,00,00,00,020,,000,000,000,0000,0000,0000,X,0.00,,,0.00,0.00,X,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,1,,,0,,,,0.00,20250721,142321,2025-07-21 14:24:52.770,2025-07-21 14:38:04.256
500,MAT-004015,PLNT-49,,,0.000,0.00,S,0.01,0.01,1,,0.00,0.000,0.00,S,0.01,0.01,1,,0.00,0.000,0.00,S,0.01,0.01,1,,0.00,2026,05,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,,,0.00,0.00,00,B,000176615914,000176615915,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,,,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,0,X,,0,,,,0.00,20260209,121418,2026-02-09 12:17:01.296,2026-02-09 12:37:13.469
500,MAT-003123,PLNT-38,,,0.000,0.00,S,140000.00,140000.00,1,9000,0.00,0.000,0.00,S,140000.00,140000.00,1,9000,0.00,0.000,0.00,S,140000.00,140000.00,1,9000,0.00,2025,10,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,B,000175465152,000175465153,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,,,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,3,0,,,1,,,,0.00,20250718,110049,2025-07-18 11:01:09.442,2025-07-18 11:07:42.143
500,MAT-000313,PLNT-08,,,5.000,1147.43,V,229.49,0.00,1,8000,0.00,0.000,0.00,V,0.01,0.00,1,8000,0.00,0.000,0.00,V,0.01,0.00,1,8000,0.00,2026,04,,0.00,00000000,0.00,00000000,20260115020650,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,BG,000168787393,000168787394,,,,00,00,00,020,,000,000,000,0000,0000,0000,,0.00,X,2,0.00,0.00,X,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,1,,,0,X,,,0.00,20260115,020716,2026-01-15 02:07:33.054,2026-01-15 02:36:58.805
500,MAT-003089,PLNT-20,,,0.000,0.00,V,1.00,1.00,1,8010,0.00,0.000,0.00,V,1.00,1.00,1,8010,0.00,0.000,0.00,V,1.00,1.00,1,8010,0.00,2026,06,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,BG,000176697382,000176697383,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,X,2,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,0,,,1,,,,0.00,20260303,151500,2026-03-03 15:17:39.175,2026-03-03 15:38:19.736
500,MAT-004628,PLNT-41,,,0.000,0.00,S,100.00,0.00,1,9100,0.00,0.000,0.00,S,100.00,0.00,1,9100,0.00,0.000,0.00,S,100.00,0.00,1,9100,0.00,2025,05,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,,,0.00,0.00,00,BG,000174603545,000174603546,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,,,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,0,,,0,,,,0.00,20250226,200619,2025-02-26 20:08:56.713,2025-02-26 20:36:44.705
500,MAT-001553,PLNT-35,,,0.000,0.00,S,1341.50,1341.50,1,9100,0.00,0.000,0.00,S,1341.50,1341.50,1,9100,0.00,0.000,0.00,S,1341.50,1341.50,1,9100,0.00,2025,12,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,,,0.00,0.00,00,BG,000175823837,000175823838,,,,00,00,00,020,,000,000,000,0000,0000,0000,X,0.00,,,0.00,0.00,X,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,1,,,0,,,,0.00,20250905,161707,2025-09-05 16:17:57.223,2025-09-05 16:36:49.777
500,MAT-000073,PLNT-12,DEFECT 0,,0.000,0.00,S,0.00,0.00,1,8000,0.00,0.000,0.00,S,0.00,0.00,1,8000,0.00,0.000,0.00,S,0.00,0.00,1,8000,0.00,2026,02,Q,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,B,000176274951,000176274952,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,X,2,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,1,,,0,,,,0.00,20251121,160322,2025-11-21 16:04:04.887,2025-11-21 16:07:41.051
500,MAT-003092,PLNT-37,,,0.000,0.00,V,259.06,259.06,1,8010,0.00,0.000,0.00,V,259.06,259.06,1,8010,0.00,0.000,0.00,V,259.06,259.06,1,8010,0.00,2026,06,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,BG,000176696912,000176696913,,,,00,00,00,010,,000,000,000,0000,0000,0000,X,0.00,X,2,0.00,0.00,X,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,0,,,1,,,,0.00,20260303,135001,2026-03-03 13:56:19.020,2026-03-03 14:08:50.602
500,MAT-001009,PLNT-28,,,0.000,0.00,S,4277.62,4277.62,1,9101,0.00,0.000,0.00,V,4277.62,4277.62,1,8000,0.00,0.000,0.00,V,4277.62,4277.62,1,8000,0.00,2025,10,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,,,0.00,0.00,00,BG,000175493982,000175493983,,,,00,00,00,020,,000,000,000,0000,0000,0000,X,0.00,,,0.00,0.00,X,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,1,,,0,,,,0.00,20250723,182342,2025-07-23 18:26:46.482,2025-07-23 18:37:00.106
500,MAT-003381,PLNT-16,,,0.000,0.00,S,1.00,1.00,1,9000,0.00,0.000,0.00,S,1.00,1.00,1,9000,0.00,0.000,0.00,S,1.00,1.00,1,9000,0.00,2025,06,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,B,000174649944,000174649945,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,,,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,3,1,,,0,,,,0.00,20250313,170428,2025-03-13 17:05:00.238,2025-03-13 17:06:42.668
500,MAT-000928,PLNT-46,,,0.000,0.00,S,132.62,132.62,1,9101,0.00,0.000,0.00,S,132.62,132.62,1,9101,0.00,0.000,0.00,S,132.62,132.62,1,9101,0.00,2025,09,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,,,0.00,0.00,00,BG,000175084487,000175084488,,,,00,00,00,020,,000,000,000,0000,0000,0000,,0.00,,,0.00,0.00,X,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,1,,,0,,,,0.00,20250618,221235,2025-06-18 22:14:50.628,2025-06-18 22:38:23.599
500,MAT-003279,PLNT-41,,,0.000,0.00,S,6295.45,6295.45,1,9000,0.00,0.000,0.00,S,6295.45,6295.45,1,9000,0.00,0.000,0.00,S,6295.45,6295.45,1,9000,0.00,2025,10,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,B,000175388381,000175388382,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,,,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,3,1,,,1,,,,0.00,20250703,171631,2025-07-03 17:22:11.136,2025-07-03 17:36:55.912
500,MAT-000347,PLNT-08,NEW,,0.000,0.00,V,42760.03,0.00,1,8000,0.00,0.000,0.00,V,42760.03,0.00,1,8000,0.00,0.000,0.00,V,42760.03,0.00,1,8000,0.00,2026,04,Q,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,B,000176470276,000176470277,,,,00,00,00,,,000,000,000,0000,0000,0000,,0.00,X,2,0.00,0.00,,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,1,,,0,,,,0.00,20260108,195820,2026-01-08 20:02:19.562,2026-01-08 20:07:43.962
500,MAT-000557,PLNT-16,,,0.000,0.00,V,7633.76,7633.76,1,8000,0.00,0.000,0.00,V,7633.76,7633.76,1,8000,0.00,0.000,0.00,V,7633.76,7633.76,1,8000,0.00,2026,05,,0.00,00000000,0.00,00000000,0,0.00,0.00,0.00,0.00,0.00,0.000,0.000,0.00,0.00,0.00,0.00,0.00,00000000,00000000,00000000,000000,000000,000000,,,,,X,,0.00,0.00,00,BG,000176628717,000176628718,,,,00,00,00,020,,000,000,000,0000,0000,0000,,0.00,X,2,0.00,0.00,X,,,00000000,,0.00,0.00,0.00,0.00,,,,,,0,6,,,0,,,,0.00,20260212,115845,2026-02-12 11:59:26.558,2026-02-12 12:08:54.140
