MANDT,MATNR,MEINH,UMREZ,UMREN,EANNR,EAN11,NUMTP,LAENG,BREIT,HOEHE,MEABM,VOLUM,VOLEH,BRGEW,GEWEI,MESUB,ATINN,MESRT,XFHDW,XBEWW,KZWSO,MSEHI,BFLME_MARM,GTIN_VARIANT,NEST_FTR,MAX_STACK,CAPAUSE,TY2TQ,ZZDADATE,ZZDATIME,GLCOMMITTIME,LAST_UPDATED
500,MAT-003065,ST,1,1,,,,0.000,0.000,0.000,MM,5.200,MMQ,30.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260126,152008,2026-01-26 15:20:20.309,2026-01-26 15:40:01.040
500,MAT-004438,ST,1,1,,,,400.000,300.000,400.000,MM,48000000.000,MMQ,10.999,KG,,0000000000,00,,,,,,,0,0,0.000,,20260202,220553,2026-02-02 22:05:59.503,2026-02-02 22:38:42.679
500,MAT-002183,ST,1,1,,,,100.000,100.000,100.000,MM,1000000.000,MMQ,0.041,KG,,0000000000,00,,,,,,,0,0,0.000,,20260202,123633,2026-02-02 12:38:26.847,2026-02-02 12:39:56.606
500,MAT-001040,ST,1,1,,,,185.000,125.000,130.000,MM,3006250.000,MMQ,0.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260302,093544,2026-03-02 09:36:42.928,2026-03-02 09:40:28.855
500,MAT-000146,ST,1,1,,630414106441,UC,20.000,20.000,3.000,CM,0.012,HL,1.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260205,070833,2026-02-05 07:08:56.335,2026-02-05 07:40:13.134
500,MAT-002215,ST,1,1,,,,280.000,10.000,250.000,MM,700000.000,MMQ,5.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260221,112855,2026-02-21 11:29:02.767,2026-02-21 11:45:06.902
500,MAT-002772,ST,1,1,,,,1.000,1.000,1.000,MM,1.000,MMQ,1.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260127,135807,2026-01-27 13:58:14.935,2026-01-27 14:10:12.290
500,MAT-003714,ST,1,1,,,,0.000,0.000,0.000,,0.000,,0.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260114,163132,2026-01-14 16:31:54.851,2026-01-14 16:39:30.285
500,MAT-000843,ST,1,1,,4001869579184,HE,90.000,61.000,140.000,MM,768600.000,MMQ,0.280,KG,,0000000000,00,,,,,,,0,0,0.000,,20260226,123534,2026-02-26 12:43:07.090,2026-02-26 13:11:15.263
500,MAT-000913,ST,1,1,,,,100.000,100.000,100.000,MM,1000000.000,MMQ,5.500,KG,,0000000000,00,,,,,,,0,0,0.000,,20260126,181847,2026-01-26 18:22:54.903,2026-01-26 18:39:06.997
500,MAT-000280,ST,1,1,,,,2.000,1.000,1.000,CM,0.002,CDM,0.120,KG,,0000000000,00,,,,,,,0,0,0.000,,20260114,191530,2026-01-14 19:15:39.107,2026-01-14 19:39:35.337
500,MAT-000717,ST,1,1,,,,200.000,63.000,100.000,MM,1260000.000,MMQ,2.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260212,022922,2026-02-12 02:29:33.061,2026-02-12 02:39:07.175
500,MAT-001171,ST,1,1,,,,400.000,200.000,200.000,MM,16000000.000,MMQ,2.500,KG,,0000000000,00,,,,,,,0,0,0.000,,20260227,124555,2026-02-27 12:46:02.748,2026-02-27 13:10:43.501
500,MAT-000191,ST,1,1,,4056869229515,HE,53.000,29.000,53.000,CM,0.815,HL,10.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260303,170038,2026-03-03 17:02:22.030,2026-03-03 17:10:05.718
500,MAT-000797,ST,1,1,,4011209957633,HE,130.000,80.000,30.000,MM,312000.000,MMQ,0.079,KG,,0000000000,00,,,,,,,0,0,0.000,,20260224,122543,2026-02-24 12:27:54.789,2026-02-24 12:40:17.287
500,MAT-002767,ST,1,1,,,,0.000,0.000,0.000,,0.000,,5.900,KG,,0000000000,00,,,,,,,0,0,0.000,,20260129,133427,2026-01-29 13:34:39.882,2026-01-29 13:39:56.644
500,MAT-004297,LE,1,1,,,,0.000,0.000,0.000,,0.000,,0.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260212,192949,2026-02-12 19:29:57.356,2026-02-12 19:39:16.267
500,MAT-000183,ST,1,1,,4056869277981,HE,46.000,42.000,12.000,CM,0.232,HL,1.300,KG,,0000000000,00,,,,,,,0,0,0.000,,20260209,141017,2026-02-09 14:10:47.309,2026-02-09 14:40:14.704
500,MAT-002239,ST,1,1,,,,280.000,210.000,250.000,MM,14700000.000,MMQ,5.400,KG,,0000000000,00,,,,,,,0,0,0.000,,20260302,201330,2026-03-02 20:19:19.294,2026-03-02 20:39:18.020
500,MAT-000833,ST,1,1,,,,320.000,468.000,471.000,MM,70536960.000,MMQ,67.684,KG,,0000000000,00,,,,,,,0,0,0.000,,20260121,111902,2026-01-21 11:19:10.936,2026-01-21 11:39:47.035
500,MAT-000363,ST,1,1,,,,18.000,14.000,8.000,CM,2.016,CDM,0.100,KG,,0000000000,00,,,,,,,0,0,0.000,,20260119,132457,2026-01-19 13:29:22.219,2026-01-19 13:39:38.500
500,MAT-002126,ST,1,1,,,,280.000,210.000,250.000,MM,14700000.000,MMQ,3.500,KG,,0000000000,00,,,,,,,0,0,0.000,,20260115,190445,2026-01-15 19:06:41.022,2026-01-15 19:09:13.876
500,MAT-003664,ST,1,1,,,,0.000,0.000,0.000,,0.000,,0.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260116,182912,2026-01-16 18:29:19.947,2026-01-16 18:39:07.840
500,MAT-002180,ST,1,1,,,,0.000,0.000,0.000,MM,5.200,MMQ,420.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260130,130452,2026-01-30 13:06:24.209,2026-01-30 13:10:47.962
500,MAT-003827,ST,1,1,,,,0.000,0.000,0.000,,0.000,,0.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260303,150135,2026-03-03 15:02:11.436,2026-03-03 15:10:57.259
500,MAT-000818,ST,1,1,,4001869601793,HE,110.000,96.000,75.000,MM,792000.000,MMQ,3.660,KG,,0000000000,00,,,,,,,0,0,0.000,,20260226,135547,2026-02-26 14:00:24.816,2026-02-26 14:10:53.253
500,MAT-000004,ST,1,1,,4056869234311,HE,27.000,21.000,2.000,CM,1.134,CDM,0.100,KG,,0000000000,00,,,,,,,0,0,0.000,,20260219,181030,2026-02-19 18:11:43.134,2026-02-19 18:38:47.493
500,MAT-000798,ST,1,1,,4011209954847,HE,196.000,126.000,63.000,MM,1555848.000,MMQ,0.106,KG,,0000000000,00,,,,,,,0,0,0.000,,20260126,140317,2026-01-26 14:03:38.880,2026-01-26 14:40:02.031
500,MAT-001115,ST,1,1,,,,0.000,0.000,0.000,,0.000,,0.001,KG,,0000000000,00,,,,,,,0,0,0.000,,20260202,200552,2026-02-02 20:06:06.314,2026-02-02 20:09:36.737
500,MAT-000834,ST,1,1,,,,320.000,468.000,471.000,MM,70536960.000,MMQ,67.879,KG,,0000000000,00,,,,,,,0,0,0.000,,20260212,041359,2026-02-12 04:14:59.438,2026-02-12 04:38:57.934
500,MAT-004461,ST,1,1,,,,0.000,0.000,0.000,MM,0.000,MMQ,0.001,KG,,0000000000,00,,,,,,,0,0,0.000,,20260126,192242,2026-01-26 19:22:46.912,2026-01-26 19:39:29.844
500,MAT-001082,ST,1,1,,,,440.900,296.700,44.145,MM,5774829.499,MMQ,1.300,KG,,0000000000,00,,,,,,,0,0,0.000,,20260204,120137,2026-02-04 12:07:16.406,2026-02-04 12:11:31.193
500,MAT-001148,ST,1,1,,4034106445829,HE,1800.000,600.000,2000.000,MM,2160000000.000,MMQ,2.270,KG,,0000000000,00,,,,,,,0,0,0.000,,20260302,220556,2026-03-02 22:06:15.034,2026-03-02 22:09:04.491
500,MAT-000148,ST,1,1,,630414036670,UC,19.000,15.000,4.000,CM,1.140,CDM,0.130,KG,,0000000000,00,,,,,,,0,0,0.000,,20260219,085531,2026-02-19 08:55:37.982,2026-02-19 09:10:15.750
500,MAT-002777,ST,1,1,,,,0.000,0.000,0.000,,0.000,,15.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260204,171714,2026-02-04 17:17:20.023,2026-02-04 17:39:24.354
500,MAT-000363,UN,1,1,,,,0.000,0.000,0.000,,0.000,,0.000,,,0000000000,00,,,,,,,0,0,0.000,,20260119,132411,2026-01-19 13:24:16.032,2026-01-19 13:39:38.500
500,MAT-002227,ST,1,1,,,,600.000,350.000,350.000,MM,73500000.000,MMQ,39.900,KG,,0000000000,00,,,,,,,0,0,0.000,,20260225,125657,2026-02-25 13:00:58.340,2026-02-25 13:10:30.983
500,MAT-003572,ST,1,1,,,,0.000,0.000,0.000,MM,0.000,MMQ,1.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260120,180255,2026-01-20 18:03:06.907,2026-01-20 18:09:58.852
500,MAT-000725,ST,1,1,,,,298.200,126.000,167.500,MM,6293511.000,MMQ,13.400,KG,,0000000000,00,,,,,,,0,0,0.000,,20260127,150514,2026-01-27 15:05:35.066,2026-01-27 15:10:12.887
500,MAT-002245,ST,1,1,,,,0.000,0.000,0.000,MM,5.200,MMQ,420.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260302,125623,2026-03-02 13:04:20.060,2026-03-02 13:11:04.512
500,MAT-000434,KG,100,73,,,,0.000,0.000,0.000,,0.000,,0.000,,,0000000000,00,,,,,,,0,0,0.000,,20260127,194029,2026-01-27 19:40:39.973,2026-01-27 20:09:22.928
500,MAT-002203,ST,1,1,,,,280.000,210.000,250.000,MM,14700000.000,MMQ,6.300,KG,,0000000000,00,,,,,,,0,0,0.000,,20260212,032115,2026-02-12 03:22:39.154,2026-02-12 03:39:25.647
500,MAT-003677,ST,1,1,,,,0.000,0.000,0.000,,0.000,,0.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260204,165613,2026-02-04 16:59:34.442,2026-02-04 17:09:49.122
500,MAT-003743,ST,1,1,,,,0.000,0.000,0.000,,0.000,,0.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260123,201200,2026-01-23 20:15:24.782,2026-01-23 20:39:16.822
500,MAT-003092,M,1,1,,,,0.000,0.000,0.000,,0.000,,1.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260303,135001,2026-03-03 13:55:08.255,2026-03-03 14:10:46.944
500,MAT-002217,ST,1,1,,,,500.000,300.000,300.000,MM,45000000.000,MMQ,3.500,KG,,0000000000,00,,,,,,,0,0,0.000,,20260219,210511,2026-02-19 21:05:23.975,2026-02-19 21:09:19.850
500,MAT-002233,ST,1,1,,,,1205.500,454.000,674.000,MM,368878178.000,MMQ,610.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260225,153458,2026-02-25 15:40:10.818,2026-02-25 16:10:50.911
500,MAT-002775,ST,1,1,,,,0.000,0.000,0.000,,0.000,,15.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260205,180020,2026-02-05 18:00:28.136,2026-02-05 18:09:38.099
500,MAT-000873,ST,1,1,,,,0.000,0.000,0.000,MM,1.000,MMQ,25.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260130,153948,2026-01-30 15:43:06.930,2026-01-30 16:09:46.096
500,MAT-004385,ST,1,1,,,,10.000,20.000,30.000,MM,6000.000,MMQ,2.639,KG,,0000000000,00,,,,,,,0,0,0.000,,20260209,171645,2026-02-09 17:17:01.641,2026-02-09 17:39:14.095
500,MAT-002209,ST,1,1,,,,0.000,0.000,0.000,MM,0.000,MMQ,4.500,KG,,0000000000,00,,,,,,,0,0,0.000,,20260212,034736,2026-02-12 03:47:40.818,2026-02-12 04:09:29.535
500,MAT-002038,ST,1,1,,,,240.900,296.700,44.145,MM,3155265.199,MMQ,8.500,KG,,0000000000,00,,,,,,,0,0,0.000,,20260113,180411,2026-01-13 18:04:31.513,2026-01-13 18:09:15.789
500,MAT-002803,ST,1,1,,,,0.000,0.000,0.000,,0.000,,0.300,KG,,0000000000,00,,,,,,,0,0,0.000,,20260303,173037,2026-03-03 17:36:18.491,2026-03-03 17:39:40.707
500,MAT-000746,ST,1,1,,4001869527512,HE,536.000,378.000,427.000,MM,86513616.000,MMQ,16.045,KG,,0000000000,00,,,,,,,0,0,0.000,,20260223,011927,2026-02-23 01:21:21.311,2026-02-23 01:45:04.301
500,MAT-002238,ST,1,1,,,,0.000,0.000,0.000,MM,0.000,MMQ,0.033,KG,,0000000000,00,,,,,,,0,0,0.000,,20260302,142651,2026-03-02 14:27:06.420,2026-03-02 14:40:59.395
500,MAT-000993,ST,1,1,,4047623293286,HE,0.000,0.000,0.000,,0.000,,0.001,KG,,0000000000,00,,,,,,,0,0,0.000,,20260123,112616,2026-01-23 11:26:24.675,2026-01-23 11:39:05.493
500,MAT-001142,ST,1,1,,4034106459062,HE,219.000,73.000,250.000,MM,3996750.000,MMQ,34.100,KG,,0000000000,00,,,,,,,0,0,0.000,,20260123,202055,2026-01-23 20:21:04.798,2026-01-23 20:39:16.822
500,MAT-000029,ST,1,1,,4068151079807,HE,30.000,22.000,25.000,CM,16.500,CDM,8.700,KG,,0000000000,00,,,,,,,0,0,0.000,,20260219,164306,2026-02-19 16:43:18.749,2026-02-19 17:09:29.396
500,MAT-002178,ST,1,1,,,,0.000,0.000,0.000,MM,5.200,MMQ,420.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260130,003012,2026-01-30 00:30:24.004,2026-01-30 00:38:54.886
500,MAT-002461,ST,1,1,,,,0.000,0.000,0.000,,0.000,CCM,1.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260116,164826,2026-01-16 16:48:30.932,2026-01-16 17:10:06.697
500,MAT-000874,UN,1,1,,,,0.000,0.000,0.000,,0.000,,0.000,,,0000000000,00,,,,,,,0,0,0.000,,20260128,111610,2026-01-28 11:16:26.705,2026-01-28 11:40:42.690
500,MAT-003580,ST,1,1,,,,0.000,0.000,0.000,MM,0.000,MMQ,1.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260122,151147,2026-01-22 15:11:55.005,2026-01-22 15:40:04.745
500,MAT-003601,ST,1,1,,,,0.000,0.000,0.000,MM,0.000,MMQ,1.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260211,143918,2026-02-11 14:44:08.457,2026-02-11 15:10:23.505
500,MAT-004564,ST,1,1,,,,254.000,254.000,254.000,MM,16387064.000,MMQ,2.268,KG,,0000000000,00,,,,,,,0,0,0.000,,20260115,193659,2026-01-15 19:39:03.827,2026-01-15 20:09:36.299
500,MAT-003609,ST,1,1,,,,240.900,296.700,44.145,MM,3155265.199,MMQ,1.900,KG,,0000000000,00,,,,,,,0,0,0.000,,20260227,190401,2026-02-27 19:04:19.304,2026-02-27 19:09:24.513
500,MAT-004049,ST,1,1,,,,395.000,180.000,285.000,MM,20263500.000,MMQ,0.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260218,122051,2026-02-18 12:21:23.335,2026-02-18 12:40:32.165
500,MAT-001118,ST,1,1,,,,570.000,360.000,120.000,MM,24624000.000,MMQ,0.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260302,122620,2026-03-02 12:26:45.432,2026-03-02 12:40:35.434
500,MAT-003737,ST,1,1,,,,0.000,0.000,0.000,,0.000,,0.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260226,173158,2026-02-26 17:32:17.849,2026-02-26 17:39:58.412
500,MAT-002181,ST,1,1,,,,280.000,210.000,250.000,MM,14700000.000,MMQ,8.100,KG,,0000000000,00,,,,,,,0,0,0.000,,20260203,163831,2026-02-03 16:38:44.431,2026-02-03 16:40:18.558
500,MAT-003616,ST,1,1,,,,0.000,0.000,0.000,,0.000,,0.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260303,170137,2026-03-03 17:02:22.030,2026-03-03 17:10:05.718
500,MAT-002236,ST,1,1,,,,460.000,468.000,471.000,MM,101396880.000,MMQ,96.065,KG,,0000000000,00,,,,,,,0,0,0.000,,20260226,133348,2026-02-26 13:39:18.151,2026-02-26 13:40:45.053
500,MAT-003567,ST,1,1,,,,0.000,0.000,0.000,MM,0.000,MMQ,1.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260119,172959,2026-01-19 17:32:20.260,2026-01-19 17:38:52.561
500,MAT-002044,ST,1,1,,,,0.000,0.000,0.000,MM,5.200,MMQ,420.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260114,102553,2026-01-14 10:25:59.996,2026-01-14 10:40:30.831
500,MAT-002808,ST,1,1,,,,0.000,0.000,0.000,,0.000,,10.480,KG,,0000000000,00,,,,,,,0,0,0.000,,20260303,131155,2026-03-03 13:13:07.984,2026-03-03 13:40:28.937
500,MAT-001547,ST,1,1,,,,570.000,770.000,310.000,MM,136059000.000,MMQ,13.940,KG,,0000000000,00,,,,,,,0,0,0.000,,20260122,194624,2026-01-22 19:46:35.247,2026-01-22 20:09:24.034
500,MAT-002186,ST,1,1,,,,0.000,0.000,0.000,MM,0.000,MMQ,4.500,KG,,0000000000,00,,,,,,,0,0,0.000,,20260130,204017,2026-01-30 20:40:28.094,2026-01-30 21:08:58.398
500,MAT-002175,ST,1,1,,,,0.000,0.000,0.000,MM,5.200,MMQ,420.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260128,230731,2026-01-28 23:07:36.062,2026-01-28 23:38:51.835
500,MAT-002484,ST,1,1,,,,0.000,0.000,0.000,,0.000,CCM,300.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260303,130131,2026-03-03 13:04:45.507,2026-03-03 13:10:55.390
500,MAT-003088,ST,1,1,,,,0.000,0.000,0.000,,0.000,M3,0.233,KG,,0000000000,00,,,,,,,0,0,0.000,,20260226,175745,2026-02-26 17:57:54.306,2026-02-26 18:10:08.529
500,MAT-000408,ST,1,1,,4056869233727,HE,32.000,32.000,33.000,CM,0.338,HL,7.700,KG,,0000000000,00,,,,,,,0,0,0.000,,20260219,102516,2026-02-19 10:25:48.759,2026-02-19 10:40:07.334
500,MAT-001592,ST,1,1,,,,100.000,100.000,100.000,MM,1000000.000,MMQ,0.025,KG,,0000000000,00,,,,,,,0,0,0.000,,20260130,121846,2026-01-30 12:18:55.686,2026-01-30 12:40:25.187
500,MAT-002216,ST,1,1,,,,400.000,300.000,500.000,MM,60000000.000,MMQ,8.500,KG,,0000000000,00,,,,,,,0,0,0.000,,20260221,121020,2026-02-21 12:10:31.654,2026-02-21 12:15:17.065
500,MAT-000850,ST,1,1,,4047623340164,HE,0.000,0.000,0.000,,0.000,,0.001,KG,,0000000000,00,,,,,,,0,0,0.000,,20260128,141041,2026-01-28 14:14:35.220,2026-01-28 14:40:15.761
500,MAT-002806,UN,1,1,,,,0.000,0.000,0.000,,0.000,,0.000,,,0000000000,00,,,,,,,0,0,0.000,,20260206,203628,2026-02-06 20:36:37.939,2026-02-06 20:38:56.834
500,MAT-002472,ST,1,1,,,,0.000,0.000,0.000,,1.000,CCM,1.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260128,154226,2026-01-28 15:43:34.527,2026-01-28 16:46:48.969
500,MAT-004458,ST,1,1,,,,0.000,0.000,0.000,MM,0.000,MMQ,0.001,KG,,0000000000,00,,,,,,,0,0,0.000,,20260120,174902,2026-01-20 17:49:11.695,2026-01-20 18:09:58.852
500,MAT-002220,ST,1,1,,,,0.000,0.000,0.000,,0.000,CCM,300.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260220,183554,2026-02-20 18:36:03.907,2026-02-20 18:39:17.604
500,MAT-000419,UN,1,1,,,,0.000,0.000,0.000,,0.000,,0.000,,,0000000000,00,,,,,,,0,0,0.000,,20260209,190639,2026-02-09 19:09:46.023,2026-02-09 19:38:47.658
500,MAT-001801,ST,1,1,,,,0.000,0.000,0.000,MM,5.200,MMQ,100.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260114,202137,2026-01-14 20:22:02.641,2026-01-14 20:39:32.494
500,MAT-002221,ST,1,1,,,,425.000,650.000,350.000,MM,96687500.000,MMQ,40.900,KG,,0000000000,00,,,,,,,0,0,0.000,,20260222,155010,2026-02-22 15:50:19.318,2026-02-22 16:14:35.791
500,MAT-003693,ST,1,1,,,,0.000,0.000,0.000,,0.000,,0.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260303,150218,2026-03-03 15:11:32.673,2026-03-03 15:40:43.849
500,MAT-000917,ST,1,1,,,,0.000,0.000,0.000,MM,0.000,MMQ,1.300,KG,,0000000000,00,,,,,,,0,0,0.000,,20260217,140032,2026-02-17 14:01:30.071,2026-02-17 14:10:38.523
500,MAT-004445,ST,1,1,,,,0.000,0.000,0.000,,0.000,,33.825,KG,,0000000000,00,,,,,,,0,0,0.000,,20260226,151041,2026-02-26 15:20:01.938,2026-02-26 15:41:41.458
500,MAT-000926,ST,1,1,,,,19000.000,19000.000,19000.000,MM,6859000.000,MMQ,0.008,KG,,0000000000,00,,,,,,,0,0,0.000,,20260226,213109,2026-02-26 21:31:18.562,2026-02-26 21:39:12.473
500,MAT-002759,ST,1,1,,,,1.000,1.000,1.000,MM,1.000,MMQ,0.010,KG,,0000000000,00,,,,,,,0,0,0.000,,20260120,183620,2026-01-20 18:36:31.787,2026-01-20 18:39:52.008
500,MAT-003903,ST,1,1,,,,0.000,0.000,0.000,,0.000,,0.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260209,110931,2026-02-09 11:09:42.780,2026-02-09 11:10:19.715
500,MAT-000794,ST,1,1,,4011209862203,HE,42.000,45.000,97.000,MM,183330.000,MMQ,0.184,KG,,0000000000,00,,,,,,,0,0,0.000,,20260119,103603,2026-01-19 10:36:30.720,2026-01-19 10:39:43.996
500,MAT-003663,ST,1,1,,,,0.000,0.000,0.000,,0.000,,0.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260303,150135,2026-03-03 15:02:11.436,2026-03-03 15:10:57.259
500,MAT-003680,ST,1,1,,,,0.000,0.000,0.000,,0.000,,0.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260226,051404,2026-02-26 05:14:21.791,2026-02-26 05:39:32.106
500,MAT-000188,ST,1,1,,4056869015330,HE,68.000,32.000,26.000,CM,0.566,HL,2.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260223,101049,2026-02-23 10:11:32.628,2026-02-23 10:39:35.455
500,MAT-004605,UN,1,1,,,,0.000,0.000,0.000,,0.000,,0.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260226,105547,2026-02-26 10:56:32.813,2026-02-26 11:10:19.498
500,MAT-000726,ST,1,1,,,,272.000,155.000,159.000,MM,6703440.000,MMQ,17.602,KG,,0000000000,00,,,,,,,0,0,0.000,,20260217,195120,2026-02-17 19:54:15.185,2026-02-17 20:09:39.615
500,MAT-001173,ST,1,1,,,,100.000,400.000,200.000,MM,8000000.000,MMQ,1.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260202,194631,2026-02-02 19:46:44.245,2026-02-02 20:09:36.737
500,MAT-002770,ST,1,1,,,,0.000,0.000,0.000,,0.000,CCM,5.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260202,175000,2026-02-02 17:50:08.120,2026-02-02 18:10:02.149
500,MAT-002194,ST,1,1,,,,180.000,200.000,20.000,MM,720000.000,MMQ,0.050,KG,,0000000000,00,,,,,,,0,0,0.000,,20260206,143629,2026-02-06 14:36:45.256,2026-02-06 14:40:36.206
500,MAT-002219,ST,1,1,,,,280.000,210.000,250.000,MM,14700000.000,MMQ,2.300,KG,,0000000000,00,,,,,,,0,0,0.000,,20260220,141822,2026-02-20 14:18:55.196,2026-02-20 14:39:33.627
500,MAT-002776,ST,1,1,,,,0.000,0.000,0.000,,0.000,,1.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260203,165933,2026-02-03 17:04:31.567,2026-02-03 17:09:59.636
500,MAT-003683,ST,1,1,,,,0.000,0.000,0.000,,0.000,,0.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260212,142156,2026-02-12 14:22:29.786,2026-02-12 14:40:01.888
500,MAT-004046,ST,1,1,,,,240.000,220.000,20.000,MM,1056000.000,MMQ,0.003,KG,,0000000000,00,,,,,,,0,0,0.000,,20260127,003120,2026-01-27 00:31:27.474,2026-01-27 00:38:47.539
500,MAT-000351,KG,100,15,,,,0.000,0.000,0.000,,0.000,,0.000,,,0000000000,00,,,,,,,0,0,0.000,,20260205,162956,2026-02-05 16:32:36.325,2026-02-05 16:40:09.184
500,MAT-000981,ST,1,1,,,,100.000,100.000,100.000,MM,1000000.000,MMQ,3.501,KG,,0000000000,00,,,,,,,0,0,0.000,,20260115,104919,2026-01-15 10:51:26.223,2026-01-15 11:09:46.772
500,MAT-000633,ST,1,1,,,,0.000,0.000,0.000,,0.000,,1.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260212,184517,2026-02-12 18:45:36.072,2026-02-12 19:09:49.188
500,MAT-000910,LE,1,1,,,,0.000,0.000,0.000,,0.000,,0.001,KG,,0000000000,00,,,,,,,0,0,0.000,,20260127,165842,2026-01-27 16:58:47.617,2026-01-27 17:10:34.618
500,MAT-004469,ST,1,1,,,,98.000,120.000,86.000,MM,1011360.000,MMQ,0.558,KG,,0000000000,00,,,,,,,0,0,0.000,,20260202,140609,2026-02-02 14:08:19.881,2026-02-02 14:10:14.231
500,MAT-003665,ST,1,1,,,,0.000,0.000,0.000,,0.000,,0.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260219,162705,2026-02-19 16:30:03.260,2026-02-19 16:39:15.892
500,MAT-004019,ST,1,1,,,,0.000,0.000,0.000,,0.000,,1.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260218,194714,2026-02-18 19:47:29.647,2026-02-18 20:09:50.928
500,MAT-001099,ST,1,1,,,,0.000,0.000,0.000,,0.000,,224.000,G,,0000000000,00,,,,,,,0,0,0.000,,20260120,172146,2026-01-20 17:21:59.615,2026-01-20 17:39:43.915
500,MAT-004364,ST,1,1,,,,385.000,300.000,315.000,MM,36382500.000,MMQ,0.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260303,110622,2026-03-03 11:06:51.154,2026-03-03 11:10:52.397
500,MAT-001166,ST,1,1,,,,450.000,395.000,530.000,MM,94207500.000,MMQ,71.200,KG,,0000000000,00,,,,,,,0,0,0.000,,20260119,195033,2026-01-19 19:50:44.378,2026-01-19 20:09:07.140
500,MAT-003597,ST,1,1,,,,0.000,0.000,0.000,MM,0.000,MMQ,1.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260203,195519,2026-02-03 19:55:24.127,2026-02-03 20:09:17.026
500,MAT-000771,ST,1,1,,4047621010069,HE,188.000,131.000,80.000,MM,1970240.000,MMQ,1.210,KG,,0000000000,00,,,,,,,0,0,0.000,,20260224,152341,2026-02-24 15:23:53.774,2026-02-24 15:40:12.590
500,MAT-002148,ST,1,1,,,,280.000,210.000,250.000,MM,14700000.000,MMQ,3.500,KG,,0000000000,00,,,,,,,0,0,0.000,,20260119,115628,2026-01-19 11:56:39.539,2026-01-19 12:10:34.065
500,MAT-002169,ST,1,1,,,,0.000,0.000,0.000,MM,5.200,MMQ,420.000,KG,,0000000000,00,,,,,,,0,0,0.000,,20260123,195413,2026-01-23 19:54:23.749,2026-01-23 20:10:20.348
500,MAT-002028,ST,1,1,,,,0.000,0.000,0.000,MM,1.000,MMQ,67.750,KG,,0000000000,00,,,,,,,0,0,0.000,,20260204,132746,2026-02-04 13:29:19.356,2026-02-04 13:40:45.841
500,MAT-000309,ST,1,1,,,,34.000,26.000,1.000,CM,0.884,CDM,0.100,KG,,0000000000,00,,,,,,,0,0,0.000,,20260116,161044,2026-01-16 16:12:23.651,2026-01-16 16:39:28.926
