MANDT,MATNR,ERSDA,ERNAM,LAEDA,AENAM,VPSTA,PSTAT,LVORM,MTART,MBRSH,MATKL,BISMT,MEINS,BSTME,ZEINR,ZEIAR,ZEIVR,ZEIFO,AESZN,BLATT,BLANZ,FERTH,FORMT,GROES,WRKST,NORMT,LABOR,EKWSL,BRGEW,NTGEW,GEWEI,VOLUM,VOLEH,BEHVO,RAUBE,TEMPB,DISST,TRAGR,STOFF,SPART,KUNNR,EANNR,WESCH,BWVOR,BWSCL,SAISO,ETIAR,ETIFO,ENTAR,EAN11,NUMTP,LAENG,BREIT,HOEHE,MEABM,PRDHA,AEKLK,CADKZ,QMPUR,ERGEW,ERGEI,ERVOL,ERVOE,GEWTO,VOLTO,VABME,KZREV,KZKFG,XCHPF,VHART,FUELG,STFAK,MAGRV,BEGRU,DATAB,LIQDT,SAISJ,PLGTP,MLGUT,EXTWG,SATNR,ATTYP,KZKUP,KZNFM,PMATA,MSTAE,MSTAV,MSTDE,MSTDV,TAKLV,RBNRM,MHDRZ,MHDHB,MHDLP,INHME,INHAL,VPREH,ETIAG,INHBR,CMETH,CUOBF,KZUMW,KOSCH,SPROF,NRFHG,MFRPN,MFRNR,BMATN,MPROF,KZWSM,SAITY,PROFL,IHIVI,ILOOS,SERLV,KZGVH,XGCHP,KZEFF,COMPL,IPRKZ,RDMHD,PRZUS,MTPOS_MARA,BFLME,MATFI,CMREL,BBTYP,SLED_BBD,GTIN_VARIANT,GENNR,RMATP,GDS_RELEVANT,WEORA,HUTYP_DFLT,PILFERABLE,WHSTC,WHMATGR,HNDLCODE,HAZMAT,HUTYP,TARE_VAR,MAXC,MAXC_TOL,MAXL,MAXB,MAXH,MAXDIM_UOM,HERKL,MFRGR,QQTIME,QQTIMEUOM,QGRP,SERIAL,PS_SMARTFORM,LOGUNIT,CWQREL,CWQPROC,CWQTOLGR,ADPROF,IPMIPPRODUCT,ALLOW_PMAT_IGNO,MEDIUM,COMMODITY,ANIMAL_ORIGIN,TEXTILE_COMP_IND,SGT_CSGR,SGT_COVSA,SGT_STAT,SGT_SCOPE,SGT_REL,FSH_MG_AT1,FSH_MG_AT2,FSH_MG_AT3,FSH_SEALV,FSH_SEAIM,FSH_SC_MID,ANP,PSM_CODE,/BEV1/LULEINH,/BEV1/LULDEGRP,/BEV1/NESTRUCCAT,/DSD/SL_TOLTYP,/DSD/SV_CNT_GRP,/DSD/VC_GROUP,/SIE/SF_LO_LEAD_MDM,/SIE/SF_LO_PRODH_BT,/SIE/SF_LO_PRODCLASS_BT,/VSO/R_TILT_IND,/VSO/R_STACK_IND,/VSO/R_BOT_IND,/VSO/R_TOP_IND,/VSO/R_STACK_NO,/VSO/R_PAL_IND,/VSO/R_PAL_OVR_D,/VSO/R_PAL_OVR_W,/VSO/R_PAL_B_HT,/VSO/R_PAL_MIN_H,/VSO/R_TOL_B_HT,/VSO/R_NO_P_GVH,/VSO/R_QUAN_UNIT,/VSO/R_KZGVH_IND,PACKCODE,DG_PACK_STATUS,MCOND,RETDELC,LOGLEV_RETO,NSNID,ADSPC_SPC,IMATN,PICNUM,BSTAT,COLOR_ATINN,SIZE1_ATINN,SIZE2_ATINN,COLOR,SIZE1,SIZE2,FREE_CHAR,CARE_CODE,BRAND_ID,FIBER_CODE1,FIBER_PART1,FIBER_CODE2,FIBER_PART2,FIBER_CODE3,FIBER_PART3,FIBER_CODE4,FIBER_PART4,FIBER_CODE5,FIBER_PART5,FASHGRD,ZZVORZUGSTYP,ZZSCHWELLMENGE,/SIE/MEDSERIALNR,/SIE/MEDSZ_KZ,/SIE/MEDSW_KZ,/SIE/MEDES_KZ,/SIE/MEDHERSTSER,/SIE/MEDSERNRPRF,/SIE/MEDBSTNR_KZ,/SIE/MEDZMT1REL,/SIE/MEDAUTO_SER,/SIE/MED_ST_SER,/SIE/MEDIVK,/SIE/MEDIVK_PLUS,/SIE/MEDIVK_SYST,/SIE/MEDIVK_GRP,/SIE/MEDIVK_BEZ,/SIE/MEDAUSV_DAT,/SIE/MEDDHHS,/SIE/MEDCE_KZ,/SIE/MEDVERSCHL,/SIE/MEDSW_OPT,/SIE/MEDLICENSE,/SIE/MEDLIC_NUM,/SIE/MEDERSATZKZ,/SIE/MEDUMRUEST,/SIE/MEDREPTEIL,/SIE/MEDREPTEDAT,/SIE/MEDREPSTELL,/SIE/MEDZULERZEU,/SIE/MEDREPTESER,/SIE/MEDREPGRUND,/SIE/MEDBEFUNDST,/SIE/MEDREPTEREV,/SIE/MEDQTEILKZ,/SIE/MEDQTEILREV,/SIE/MEDQBEFUND,/SIE/MEDQTEILSER,/SIE/MEDETLIEFEN,/SIE/MEDDISPHINW,/SIE/MEDTECHKRIT,/SIE/MEDRWKREISL,/SIE/MEDTOOLMESS,/SIE/MEDEOS_ET,/SIE/MEDBEORDSTA,/SIE/MEDPRODINAK,/SIE/MEDENDEINDE,/SIE/MEDVHM,/SIE/MEDRETPRUEF,/SIE/MEDINTTDHIN,/SIE/MEDVERWURF,/SIE/MEDDEBITOR,/SIE/MEDGLOBDISP,/SIE/MEDSTRAHLER,/SIE/MEDRVASTYPE,/SIE/MEDVASLEVEL,/SIE/MEDINVFREQ,/SIE/MEDPRODKG,/SIE/MED_OSI_REL,/SIE/MED_MASTER,/SIE/MED_MSTEIN,PMCOD,SUBGR,CI_PERCENT,CODIGO_FCI,OHS_REASON,/SIE/PACKTYPE,/SIE/SF_LO_WEEEII,/SIE/SF_LO_B2BB2C,/SIE/HAZMAT,/SIE/MWSKZ,J_1BNBM,J_1BINDUST,STOCKTYPE,LT_AUTOMATICO,COTA,/SIE/SSG_PORTMAX,YYPFLEGE,YYKURZANGA,YYLASTUPD,YYMASCH,YYLGBK,YYBCEZNDR,YYBCEZNSO,YYBCNORM,YYBCMATKL,YYBCSERKZ,YYBCWFGRP,YYBCVFGRP,YYMMRS1,YYMMRS2,YYMMRS3,YYMMRS4,YYNEMETFACT,YYVTKZ,YYMFN,YYMKZ,YYRETURN_INSPEC,YYRET_GOODSDEL,YYREPLACEABLE,YYROHSCOD,YYROHSDAT,YYIVK_SYS,YYIVK_GRP,YYVAS,YYVAS_ZYK,YYSW_FLAG,YYSER_PG,YYSER_TOOL1,YYSER_TOOL2,YYSER_TOOL3,YYEGH,YYIVK_BEZ,YYKONF_URL,YYKONF_STD_IPC,YYLAYOUT,YYSW_OPT,YYVDSNR,YYAUDPRCGRP,YYSERIALNR,YYIVK,YYIVK_PLUS,YYAUSVDAT,YYDISPHINW,YYEOS_ET,YYERSATZ_KZ,YYETLIEFEN,YYQTEIL_KZ,YYREPTEIL_KZ,YYREPTEREV,YYSPEZERS,YYTECHN_KRITIK,YYTOOLMESS,YYUMRUEST,YYREPTESER,YYVERWURF,YYTRUNKST,YYTRUNSTCK,YYSUBST_NT,YYSUBST_ET,YYABKDAT,YYNACHFKZ,YYNACHF,YYLISTC,YYLISTD,YYSUBKZ,YYSUBTT,YYMSUBST,YYDUMMY_SUPP,ZZDADATE,ZZDATIME,GLCOMMITTIME,/SIE/HAZMAT_CLASS,/SIE/HAZMAT_HINT,LAST_UPDATED
500,MAT-003374,20250312,,20250423,,KVELBDSQ,KVELBDSQ,,UNBW,S,NOW,,UN,,,,,,MAR-25,,000,,,,,,,,1.000,1.000,KG,0.000,,,,,,0001,,M0,,,0.000,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,BM9D,00000000,00000000,,,,,,,,,,LB,,20250312,00000000,,,0,0,0,,0.000,0,,0.000,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,,,,000,,0.000,0.000,0.000,0.000,0.000,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,,0.000,,,,,,,,,,,,,,,,00000000,,,,,,00000000,,,,00000000,,,,,,,,,,,00000000,,,,,00000000,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,0000,,,00000000,,,A7B95001267604,A7B95001267604,TE,,,,,,,,,,,,,,,,,00000000,,,,,,,,,,,,,,,,,,,,,00000000,,00000000,,00000000,,,,,,,,,,,,,,00000000,,,,00000000,,,,,20250423,132844,2025-04-23 13:33:49.469,,,2025-04-23 13:36:37.951
500,MAT-000267,20250427,,20250427,,KVELBGDSQ,KVELBGDSQ,,ZMED,S,MXN,409X,ST,,,,,,ABR-25,,000,,,,,,,,1.000,1.000,KG,0.000,,,,A1,,0001,,MD,,,0.000,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,BM96,00000000,00000000,,,,CON,,,,,,LB,,20250427,00000000,,,0,0,0,,0.000,0,,0.000,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,,,,000,,0.000,0.000,0.000,0.000,0.000,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,,0.000,,,,,,,,,,,,,,,,00000000,,,,,,00000000,,,,00000000,,,,,,,,,,,00000000,,,,,00000000,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,0000,,,00000000,,,10923434,10923434,M,,,,,,,,,,,,,,,,,00000000,,,,,,,,,,,,,,,,,,,,,00000000,,00000000,,00000000,,,,,,,,,,,,,,00000000,,,,00000000,,,,,20250427,145611,2025-04-27 14:56:19.239,,,2025-04-28 07:44:59.945
500,MAT-003512,20251027,,20251027,,KDELBS,KDELBS,,HIBE,S,QQF,,ST,,,,,,,,000,,,1 X 1 X 1,,,,,1.000,1.000,KG,0.000,MMQ,,,,,,,,,,0.000,,,,,,,,,0.000,0.000,0.000,MM,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,BX91,00000000,00000000,,,,,,,,,,LB,,20250324,00000000,,,0,0,0,,0.000,0,,0.000,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,BANC,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,,,,000,,0.000,0.000,0.000,0.000,0.000,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,,0.000,,,,,,,,,,,,,,,,00000000,,,,,,00000000,,,,00000000,,,,,,,,,,,00000000,,,,,00000000,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,0000,,,00000000,,,A7B95001279140,A7B95001279140,TE,,,,,,,,,,,,,,,,,00000000,,,,,,,,,,,,,,,,,,,,,00000000,,00000000,,00000000,,,,,,,,,,,,,,00000000,,,,00000000,,,,,20251027,171102,2025-10-27 17:12:09.733,,,2025-10-27 17:36:48.284
500,MAT-001976,20251118,,00000000,,KVELBGDAS,KVELBGDAS,,ZSBR,S,MHF,,ST,,,,,,,,000,,,,,,,M001,5.000,2.000,KG,0.000,MMQ,,AN,,,0001,,CB,,,0.000,,,,,,,,,0.000,0.000,0.000,MM,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,Z003,BX94,00000000,00000000,,,,,,,,,,LB,,20251118,00000000,,,0,0,0,,0.000,0,,0.000,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,,,,000,,0.000,0.000,0.000,0.000,0.000,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,,0.000,,,,,,,,,,,,,,,,00000000,,,,,,00000000,,,,00000000,,,,,,,,,,,00000000,,,,,00000000,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,0000,,,00000000,,,A7B10001436693,A7B10001436693,TE,,,,,,,,,,,,,,,,,00000000,,,,,,,,,,,,,,,,,,,,,00000000,,00000000,,00000000,,,,,,,,,,,,,,00000000,,,,00000000,,,,,20251118,142430,2025-11-18 14:24:54.315,,,2025-11-18 14:37:04.531
500,MAT-003169,20240910,,20240910,,KDELB,KDELB,,HIBE,S,QQH,,ST,,,,,,,,000,,,1 X 1 X 1,,,,,1.000,1.000,KG,0.000,MMQ,,AN,,,,,R0,,,0.000,,,,,,,,,0.000,0.000,0.000,MM,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,Z004,BX99,00000000,00000000,,,,,,,,,,LB,,20240816,00000000,,,0,0,0,,0.000,0,,0.000,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,BANC,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,,,,000,,0.000,0.000,0.000,0.000,0.000,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,,0.000,,,,,,,,,,,,,,,,00000000,,,,,,00000000,,,,00000000,,,,,,,,,,,00000000,,,,,00000000,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,0000,,,00000000,,,A7B95001265894,A7B95001265894,TE,,,,,,,,,,,,,,,,,00000000,,,,,,,,,,,,,,,,,,,,,00000000,,00000000,,00000000,,,,,,,,,,,,,,00000000,,,,00000000,,,,,20240910,160116,2024-09-10 16:02:02.778,,,2024-09-10 16:13:13.532
500,MAT-002264,20241003,,00000000,,KDEALBSVG,KDEALBSVG,,HALB,S,QHQ,,ST,,,,,,,,000,,,,,,,,1.000,1.000,KG,0.000,CCM,,AN,,,0001,,E5,,,0.000,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,Z001,BX93,00000000,00000000,,,,,,,,,,,,00000000,00000000,,,0,0,0,,0.000,0,,0.000,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,,,,000,,0.000,0.000,0.000,0.000,0.000,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,,0.000,,,,,,,,,,,,,,,,00000000,,,,,,00000000,,,,00000000,,,,,,,,,,,00000000,,,,,00000000,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,0000,,,00000000,,,A7B82004519037,A7B82004519037,TE,,,,,,,,,,,,,,,,,00000000,,,,,,,,,,,,,,,,,,,,,00000000,,00000000,,00000000,,,,,,,,,,,,,,00000000,,,,00000000,,,,,20241003,101803,2024-10-03 10:18:46.338,,,2024-10-03 10:41:47.020
500,MAT-004339,20251202,,20251202,,KVEB,KVEB,,DIEN,S,QOH,,LE,,,,,,,,000,,,,,,,,0.000,0.000,KG,0.000,,,,,,0001,,O0,,,0.000,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,BX99,00000000,00000000,,,,,,,,,,LB,99,00000000,20251127,,,0,0,0,,0.000,0,,0.000,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,,,,000,,0.000,0.000,0.000,0.000,0.000,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,,0.000,,,,,,,,,,,,,,,,00000000,,,,,,00000000,,,,00000000,,,,,,,,,,,00000000,,,,,00000000,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,0000,,,00000000,,,,,,,,,,,,,,,,,,,,,,00000000,,,,,,,,,,,,,,,,,,,,,00000000,,00000000,,00000000,,,,,,,,,,,,,,00000000,,,,00000000,,,,,20251202,192718,2025-12-02 19:30:39.934,,,2025-12-02 19:36:43.195
500,MAT-002474,20260203,,20260203,,KDEABG,KDEABG,,HALB,S,MXN,,ST,,,,,,,,000,,,,,,,,289.000,210.000,KG,0.000,,,,,,,,MD,,,0.000,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,Z001,BM9E,00000000,00000000,,,,,,,,,,LB,,00000000,00000000,,,0,0,0,,0.000,0,,0.000,,000000000000000000,,,,,,,,,,,,,,,,X,,00,,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,,,,000,,0.000,0.000,0.000,0.000,0.000,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,,0.000,,,,,,,,,,,,,,,,00000000,,,,,,00000000,,,,00000000,,,,,,,,,,,00000000,,,,,00000000,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,0000,,,00000000,,,A7B82004520560,A7B82004520560,TE,,,,,,,,,,,,,,,,,00000000,,,,,,,,,,,,,,,,,,,,,00000000,,00000000,,00000000,,,,,,,,,,,,,,00000000,,,,00000000,,,,,20260203,115653,2026-02-03 11:59:51.699,,,2026-02-03 12:08:32.063
500,MAT-002266,20241002,,00000000,,KDEALBSVG,KDEALBSVG,,HALB,S,QHQ,,ST,,,,,,,,000,,,,,,,,1.000,1.000,KG,0.000,CCM,,AN,,,0001,,E5,,,0.000,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,Z001,BX93,00000000,00000000,,,,,,,,,,,,00000000,00000000,,,0,0,0,,0.000,0,,0.000,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,,,,000,,0.000,0.000,0.000,0.000,0.000,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,,0.000,,,,,,,,,,,,,,,,00000000,,,,,,00000000,,,,00000000,,,,,,,,,,,00000000,,,,,00000000,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,0000,,,00000000,,,A7B82004519044,A7B82004519044,TE,,,,,,,,,,,,,,,,,00000000,,,,,,,,,,,,,,,,,,,,,00000000,,00000000,,00000000,,,,,,,,,,,,,,00000000,,,,00000000,,,,,20241002,134747,2024-10-02 13:49:36.745,,,2024-10-02 14:12:20.418
500,MAT-000531,20251219,,20251219,,KVELBGDSQ,KVELBGDSQ,,ZMED,S,MXB,,ST,,BASE INSTALADA,,,,DEZ-25,,000,,,,,,,0001,400.000,275.000,KG,0.000,,,,,,0001,,MH,,,0.000,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,BM89,00000000,00000000,,,,,,,,,,,99,00000000,20251219,,,0,0,0,,0.000,0,,0.000,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,,,,000,,0.000,0.000,0.000,0.000,0.000,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,,0.000,,,,,,,,,,,,,,,,00000000,,,,,,00000000,,,,00000000,,,,,,,,,,,00000000,,,,,00000000,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,0000,,,00000000,,,11647500,11647500,M,,,,7153,,,M022,,,,,,,,,,00000000,,,,,,,,,,,,,,,,,,,,,00000000,,00000000,,00000000,,,,,,,,,,,,,,00000000,,,,00000000,,,,,20251219,192420,2025-12-19 19:26:19.461,,,2025-12-19 19:36:44.560
500,MAT-002538,20240618,,20251222,,KELBGDSQZX,KELBGDSQ,,ROH,S,MRM,,ST,,,,,,,,000,,,,,,,B005,0.150,0.100,KG,0.000,,,AN,,,,,E3,,,0.000,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,Z001,BX91,00000000,00000000,,,,,,,,,,LB,,20240618,00000000,,,0,0,0,,0.000,0,,0.000,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,ZPS3,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,,,,000,,0.000,0.000,0.000,0.000,0.000,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,,0.000,,,,,,,,,,,,,,,,00000000,,,,,,00000000,,,,00000000,,,,,,,,,,,00000000,,,,,00000000,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,0000,,,00000000,,,A7B91503885182,A7B91503885182,TE,,,,,,,,/,,,,,,,,,00000000,,,,,,,,,,,,,,,,,,,,,00000000,,00000000,,00000000,,,,,,,,,,,,,,00000000,,,,00000000,,,,,20251222,135338,2025-12-22 14:14:35.760,,,2025-12-22 14:37:02.000
500,MAT-001850,20250723,,20250724,,KDEALBSVGZX,KDEALBSVG,,ZSBR,S,MHF,,ST,,,,,,,,000,,,,,,,M001,420.000,400.000,KG,5.200,MMQ,,AN,,,0001,,CB,,,0.000,,,,,,,,,0.000,0.000,0.000,MM,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,Z003,BX97,00000000,00000000,,,,,,,,,,,,00000000,00000000,,,0,0,0,,0.000,0,,0.000,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,ZPS3,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,,,,000,,0.000,0.000,0.000,0.000,0.000,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,,0.000,,,,,,,,,,,,,,,,00000000,,,,,,00000000,,,,00000000,,,,,,,,,,,00000000,,,,,00000000,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,0000,,,00000000,,,A7B10001433648,A7B10001433648,TE,,,,,,,,,,,,,,,,,00000000,,,,,,,,,,,,,,,,,,,,,00000000,,00000000,,00000000,,,,,,,,,,,,,,00000000,,,,00000000,,,,,20250724,105251,2025-07-24 10:56:54.045,,,2025-07-24 11:07:59.246
500,MAT-002327,20250217,,00000000,,KELBGDA,KELBGDA,,HALB,S,MHR,,ST,,,,,,,,000,,,,,,,,0.000,0.000,KG,0.000,,,,,000,,,E3,,,0.000,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,Z001,BX91,00000000,00000000,,,,,,,,,,LC,,20250217,00000000,,,0,0,0,,0.000,0,,0.000,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,ZPS3,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,,,,000,,0.000,0.000,0.000,0.000,0.000,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,,0.000,,,,,,,,,,,,,,,,00000000,,,,,,00000000,,,,00000000,,,,,,,,,,,00000000,,,,,00000000,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,0000,,,00000000,,,A7B82004519490,A7B82004519490,TE,,,,,,,,/,,,,,,,,,00000000,,,,,,,,,,,,,,,,,,,,,00000000,,00000000,,00000000,,,,,,,,,,,,,,00000000,,,,00000000,,,,,20250217,161918,2025-02-17 16:19:37.211,,,2025-02-17 16:37:02.327
500,MAT-004015,20260209,,20260209,,KVBC,KVBC,,ZJSD,S,QNL,,ST,,,,,,,,000,,,,,,,,17.100,17.000,KG,0.000,,,,,000,0001,,K6,,,0.000,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,,0.000,,0.0,0.0,,,X,,,0,0,,BX9Z,00000000,00000000,,,,,,,,,,LB,,20260209,00000000,,,0,0,0,,0.000,0,,0.000,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,NORM,,,,,,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,,,,000,,0.000,0.000,0.000,0.000,0.000,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,,0.000,,,,,,,,,,,,,,,,00000000,,,,,,00000000,,,,00000000,,,,,,,,,,,00000000,,,,,00000000,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,0000,,,00000000,,,,,,,,,,,,,,,,,,,,,,00000000,,,,,,,,,,,,,,,,,,,,,00000000,,00000000,,00000000,,,,,,,,,,,,,,00000000,,,,00000000,,,,,20260209,121417,2026-02-09 12:17:46.587,,,2026-02-09 12:37:12.250
500,MAT-003477,20250918,,20250918,,KDELBS,KDELBS,,HIBE,S,WDA,,ST,,,,,,,,000,,,1 X 1 X 1,,,,,1.000,1.000,KG,0.000,MMQ,,,,,,,,,,0.000,,,,,,,,,0.000,0.000,0.000,MM,,,,,0.000,,0.000,,0.0,0.0,,,,,,0,0,,BX9Y,00000000,00000000,,,,,,,,,,LB,,20250324,00000000,,,0,0,0,,0.000,0,,0.000,,000000000000000000,,,,,,,,,,,,,,,,,,00,,,,BANC,,,,,B,,,,,,,,,,,,,,0.000,0.0,0.000,0.000,0.000,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,000000000,,00000000,,,,,,,,,,,,,000,,0.000,0.000,0.000,0.000,0.000,00,,,,,,,,,0,,,,0000000000,0000000000,0000000000,,,,,,,,000,,000,,000,,000,,000,,,0.000,,,,,,,,,,,,,,,,00000000,,,,,,00000000,,,,00000000,,,,,,,,,,,00000000,,,,,00000000,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,,,,,,,0000,,,00000000,,,A7B95001277289,A7B95001277289,TE,,,,,,,,,,,,,,,,,00000000,,,,,,,,,,,,,,,,,,,,,00000000,,00000000,,00000000,,,,,,,,,,,,,,00000000,,,,00000000,,,,,20250918,120658,2025-09-18 12:07:19.874,,,2025-09-18 12:07:34.807
